station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,AirportID,WeatherStation,EventDate,NtsbNo,Weather_Source,Distance_nm,time_diff
SLE,2021-10-06 18:56:00+00:00,58.0,47.0,66.7,190.0,10.0,,10.0,30.16,0.0,M,KSLE 061856Z 19010KT 10SM CLR 14/08 A3016 RMK AO2 SLP212 T01440083,S12,SLE,2021-10-06 18:30:00+00:00,WPR22LA009,FALLBACK,16.226836324311154,0 days 00:26:00
APF,2021-09-03 13:53:00+00:00,78.0,76.0,92.97,40.0,3.0,,9.0,30.0,0.0,M,KAPF 031353Z 04003KT 9SM FEW040 BKN060 OVC080 26/24 A3000 RMK AO2 RAB09E18 SLP159 T02560244 PNO,APF,KAPF,2021-09-03 13:44:00+00:00,ERA21LA350,PRIMARY,0.0,0 days 00:09:00
HFD,2021-09-02 08:44:00+00:00,59.0,55.0,86.56,10.0,12.0,19.0,10.0,29.63,0.01,M,KHFD 020844Z AUTO 01012G19KT 10SM BKN009 BKN019 OVC080 15/13 A2963 RMK AO2 RAE41 CIG 007V015 P0001 T01500128,4B8,HFD,2021-09-02 10:51:00+00:00,ERA21FA346,FALLBACK,9.770387379768565,0 days 02:07:00
FXE,2021-08-21 14:53:00+00:00,90.0,72.0,55.58,0.0,0.0,,10.0,29.99,0.0,M,KFXE 211453Z 00000KT 10SM SCT020 32/22 A2999 RMK AO2 SLP159 T03220222 53009,FXE,KFXE,2021-08-21 14:40:00+00:00,ERA21LA336,PRIMARY,0.0,0 days 00:13:00
FCM,2021-08-07 18:48:00+00:00,71.6,69.8,94.06,90.0,9.0,,5.0,29.79,0.0,BR,KFCM 071848Z 09009KT 5SM BR OVC010 22/21 A2979 RMK AO2,FCM,KFCM,2021-08-07 18:40:00+00:00,CEN21FA360,PRIMARY,0.0,0 days 00:08:00
DEQ,2021-07-17 16:53:00+00:00,87.0,75.0,67.39,,3.0,,10.0,30.06,0.0,M,KDEQ 171653Z AUTO VRB03KT 10SM SCT025 SCT034 31/24 A3006 RMK AO2 SLP175 T03060239 $,,DEQ,2021-07-17 17:10:00+00:00,CEN21LA326,FALLBACK,54.81187977113013,0 days 00:17:00
MPO,2021-06-25 16:53:00+00:00,69.0,51.0,52.67,230.0,4.0,,10.0,30.32,0.0,M,KMPO 251653Z AUTO 23004KT 10SM CLR 21/11 A3032 RMK AO2 SLP265 T02060106,MPO,KMPO,2021-06-25 17:00:00+00:00,ERA21LA282,PRIMARY,0.0,0 days 00:07:00
I23,2021-05-20 20:35:00+00:00,84.2,48.2,28.63,140.0,10.0,,10.0,30.3,0.0,M,KI23 202035Z AUTO 14010KT 10SM CLR 29/09 A3030 RMK AO1,I23,KI23,2021-05-20 20:45:00+00:00,CEN21LA229,PRIMARY,0.0,0 days 00:10:00
SEG,2021-05-19 11:53:00+00:00,57.0,52.0,83.33,0.0,0.0,,10.0,30.38,0.0,M,KSEG 191153Z AUTO 00000KT 10SM CLR 14/11 A3038 RMK AO2 SLP285 T01390111 10139 20083 52018,N13,SEG,2021-05-19 12:00:00+00:00,ERA21LA268,FALLBACK,22.56080919112615,0 days 00:07:00
NBC,2021-05-05 15:56:00+00:00,83.0,66.0,56.75,260.0,13.0,,10.0,29.98,0.0,M,KNBC 051556Z 26013KT 10SM FEW030 BKN150 BKN200 28/19 A2998 RMK AO2 SLP152 T02830189,3J1,NBC,2021-05-05 11:33:00+00:00,ERA21LA208,FALLBACK,14.036108523345709,0 days 04:23:00
MTV,2021-05-02 17:35:00+00:00,79.2,45.0,29.97,220.0,9.0,,10.0,29.97,0.0,M,KMTV 021735Z AUTO 22009KT 10SM CLR 26/07 A2997 RMK AO2 T02620073,MTV,KMTV,2021-05-02 17:38:00+00:00,ERA21LA202,PRIMARY,0.0,0 days 00:03:00
EZF,2021-04-24 16:55:00+00:00,65.0,30.4,27.29,210.0,9.0,,10.0,30.04,0.0,M,KEZF 241655Z AUTO 21009KT 10SM CLR 18/M01 A3004 RMK AO2 T01831009,EZF,KEZF,2021-04-24 17:00:00+00:00,ERA21LA198,PRIMARY,0.0,0 days 00:05:00
1A5,2021-03-11 21:55:00+00:00,68.5,41.7,37.69,170.0,5.0,14.0,10.0,30.34,0.0,M,K1A5 112155Z AUTO 17005G14KT 10SM CLR 20/05 A3034 RMK AO2 T02030054,1A5,K1A5,2021-03-11 21:53:00+00:00,ERA21LA152,PRIMARY,0.0,0 days 00:02:00
AVL,2021-03-07 14:54:00+00:00,42.0,15.1,33.07,340.0,12.0,17.0,10.0,30.37,0.0,M,KAVL 071454Z 34012G17KT 10SM OVC060 06/M09 A3037 RMK AO2 SLP286 T00561094 53021,3NR3,AVL,2021-03-07 14:58:00+00:00,ERA21LA153,FALLBACK,11.005510961505102,0 days 00:04:00
TRI,2021-03-03 16:53:00+00:00,50.0,21.0,31.6,0.0,0.0,,10.0,30.07,0.0,M,KTRI 031653Z 00000KT 10SM CLR 10/M06 A3007 RMK AO2 SLP177 T01001061,RVN,TRI,2021-03-03 17:15:00+00:00,ERA21LA149,FALLBACK,23.507816826038496,0 days 00:22:00
PAM,2021-02-25 13:16:00+00:00,62.6,60.8,93.83,0.0,0.0,,10.0,30.17,0.0,M,KPAM 251316Z AUTO 00000KT 10SM BKN006 OVC065 17/16 A3017 RMK AO2 CIG 006V065 SLP220 $,PAM,KPAM,2021-02-25 13:26:00+00:00,ERA21LA138,PRIMARY,0.0,0 days 00:10:00
RSL,2021-02-05 13:53:00+00:00,27.0,21.9,80.83,230.0,7.0,,10.0,29.89,0.0,M,KRSL 051353Z AUTO 23007KT 10SM FEW070 OVC095 M03/M06 A2989 RMK AO2 SLP140 T10281056,LQR,RSL,2021-02-05 14:00:00+00:00,CEN21LA129,FALLBACK,43.71024416992567,0 days 00:07:00
JYO,2020-12-06 21:15:00+00:00,41.0,26.6,56.22,330.0,9.0,,10.0,29.95,0.0,M,KJYO 062115Z AUTO 33009KT 10SM CLR 05/M03 A2995 RMK AO2,JYO,KJYO,2020-12-06 21:10:00+00:00,ERA21LA065,PRIMARY,0.0,0 days 00:05:00
GEU,2020-11-04 13:50:00+00:00,60.8,35.6,38.85,,,,10.0,30.07,0.0,M,KGEU 041350Z CALMKT 10SM FEW160 16/02 A3007,GEU,KGEU,2020-11-04 14:20:00+00:00,WPR21LA037,PRIMARY,0.0,0 days 00:30:00
FHB,2020-11-01 15:55:00+00:00,79.5,69.0,70.56,210.0,6.0,,10.0,30.13,0.0,M,KFHB 011555Z AUTO 21006KT 10SM SCT060 26/21 A3013 RMK AO2 T02640206,FHB,KFHB,2020-11-01 16:00:00+00:00,ERA21LA036,PRIMARY,0.0,0 days 00:05:00
PDK,2020-10-11 08:53:00+00:00,70.0,70.0,100.0,160.0,3.0,,10.0,29.79,0.01,M,KPDK 110853Z AUTO 16003KT 10SM BKN015 OVC023 21/21 A2979 RMK AO2 SLP072 P0001 60001 T02110211 58007,PDK,KPDK,2020-10-11 09:10:00+00:00,ERA21LA019,PRIMARY,0.0,0 days 00:17:00
54J,2020-09-30 11:35:00+00:00,51.3,49.0,92.15,0.0,0.0,,10.0,30.1,0.0,M,K54J 301135Z AUTO 00000KT 10SM CLR 11/10 A3010 RMK AO2 T01070095,54J,K54J,2020-09-30 11:40:00+00:00,ERA20LA342,PRIMARY,0.0,0 days 00:05:00
RDD,2020-08-27 07:53:00+00:00,75.0,60.0,59.81,0.0,0.0,,6.0,29.74,0.0,HZ,KRDD 270753Z AUTO 00000KT 6SM HZ OVC032 24/16 A2974 RMK AO2 SLP064 T02390156 403440200,O85,RDD,2020-08-27 07:30:00+00:00,WPR20LA289,FALLBACK,6.123651758232168,0 days 00:23:00
PSF,2020-07-29 14:54:00+00:00,80.0,62.0,54.23,200.0,6.0,,10.0,29.95,0.0,M,KPSF 291454Z AUTO 20006KT 10SM FEW085 27/17 A2995 RMK AO2 SLP114 T02670167 58003,1B1,PSF,2020-07-29 15:00:00+00:00,ERA20CA269,FALLBACK,20.380830607093788,0 days 00:06:00
FHB,2020-07-25 10:35:00+00:00,80.4,78.8,94.89,130.0,4.0,,10.0,30.09,0.0,M,KFHB 251035Z AUTO 13004KT 10SM SCT021 27/26 A3009 RMK AO2 T02690260,FHB,KFHB,2020-07-25 10:40:00+00:00,ERA20CA265,PRIMARY,0.0,0 days 00:05:00
BID,2020-07-18 18:56:00+00:00,80.0,70.0,71.35,200.0,9.0,,10.0,30.04,0.0,M,KBID 181856Z AUTO 20009KT 10SM CLR 27/21 A3004 RMK AO2 SLP172 T02670211,BID,KBID,2020-07-18 19:05:00+00:00,ERA20CA264,PRIMARY,0.0,0 days 00:09:00
DAY,2020-07-14 08:56:00+00:00,64.0,59.0,83.78,0.0,0.0,,10.0,30.03,0.0,M,KDAY 140856Z 00000KT 10SM FEW060 18/15 A3003 RMK AO2 SLP162 T01780150 53003,3OH0,DAY,2020-07-14 08:30:00+00:00,CEN20CA280,FALLBACK,9.403331537590429,0 days 00:26:00
BRY,2020-07-06 12:35:00+00:00,73.4,68.0,83.21,0.0,0.0,,10.0,30.02,0.0,M,KBRY 061235Z AUTO 00000KT 10SM CLR 23/20 A3002 RMK AO1,BRY,KBRY,2020-07-06 12:40:00+00:00,ERA20CA240,PRIMARY,0.0,0 days 00:05:00
T20,2020-05-06 17:55:00+00:00,81.5,52.2,36.25,30.0,9.0,14.0,10.0,30.16,0.0,M,KT20 061755Z AUTO 03009G14KT 350V050 10SM BKN095 28/11 A3016 RMK AO2 T02750112 10275 20209,T20,KT20,2020-05-06 17:50:00+00:00,CEN20LA174,PRIMARY,0.0,0 days 00:05:00
FXE,2020-04-24 15:53:00+00:00,92.0,69.0,47.45,230.0,17.0,23.0,10.0,29.94,0.0,M,KFXE 241553Z 23017G23KT 10SM SCT030 33/21 A2994 RMK AO2 SLP139 T03330206,FXE,KFXE,2020-04-24 16:18:00+00:00,ERA20LA162,PRIMARY,0.0,0 days 00:25:00
NQX,2020-01-25 17:33:00+00:00,72.0,65.0,78.35,350.0,15.0,,10.0,30.11,0.0,M,KNQX 251733Z 35015KT 10SM BKN010 BKN090 22/18 A3011 RMK AO2 T02220183 $,FD51,NQX,2020-01-25 17:35:00+00:00,ERA20LA089,FALLBACK,13.58730645398092,0 days 00:02:00
BPI,2019-12-30 16:53:00+00:00,-9.9,-15.0,77.52,0.0,0.0,,10.0,30.18,0.0,M,KBPI 301653Z AUTO 00000KT 10SM CLR M23/M26 A3018 RMK AO2 SLP356 T12331261,BPI,KBPI,2019-12-30 16:45:00+00:00,WPR20LA054,PRIMARY,0.0,0 days 00:08:00
CHD,2019-12-23 12:47:00+00:00,50.0,30.2,46.31,70.0,7.0,,10.0,29.94,0.0,M,KCHD 231247Z 07007KT 10SM SKC 10/M01 A2994,CHD,KCHD,2019-12-23 11:30:00+00:00,WPR20CA052,PRIMARY,0.0,0 days 01:17:00
SAT,2019-12-06 14:51:00+00:00,61.0,42.0,49.73,340.0,12.0,19.0,10.0,30.18,0.0,M,KSAT 061451Z 34012G19KT 10SM CLR 16/06 A3018 RMK AO2 SLP208 T01610056 51029,1T7,SAT,2019-12-06 15:15:00+00:00,CEN20TA031,FALLBACK,16.334463151770397,0 days 00:24:00
ORD,2019-11-11 08:51:00+00:00,32.0,30.9,95.65,10.0,15.0,,1.0,30.11,0.04,-SN BR,KORD 110851Z 01015KT 1SM R10L/6000VP6000FT -SN BR VV006 00/M01 A3011 RMK AO2 SLP204 P0004 60007 T00001006 58002,KORD,KORD,2019-11-11 08:42:00+00:00,DCA20LA013,PRIMARY,0.0,0 days 00:09:00
MMSL,2019-11-05 02:48:00+00:00,77.0,69.8,78.48,260.0,4.0,,7.0,29.94,0.0,M,MMSL 050248Z 26004KT 7SM SCT260 25/21 A2994 RMK 8/001,MMSL,MMSL,2019-11-05 05:00:00+00:00,CEN20WA065,PRIMARY,0.0,0 days 02:12:00
SFF,2019-08-19 23:53:00+00:00,88.0,41.0,19.28,230.0,10.0,,10.0,29.9,0.0,M,KSFF 192353Z 23010KT 10SM CLR 31/05 A2990 RMK AO2 SLP111 T03110050 10311 20244 56005,SFF,KSFF,2019-09-03 13:15:00+00:00,ANC19LA051,PRIMARY,0.0,14 days 13:22:00
SFF,2019-08-19 11:53:00+00:00,58.0,44.0,59.98,30.0,4.0,,10.0,29.84,0.0,M,KSFF 191153Z AUTO 03004KT 10SM CLR 14/07 A2984 RMK AO2 SLP088 T01440067 10183 20139 51011,SFF,KSFF,2019-08-19 11:30:00+00:00,WPR19LA227,PRIMARY,0.0,0 days 00:23:00
ELP,2019-07-27 14:51:00+00:00,83.0,46.0,27.48,0.0,0.0,,10.0,30.18,0.0,M,KELP 271451Z 00000KT 10SM FEW130 SCT180 BKN250 28/08 A3018 RMK AO2 SLP135 T02830078 51013,ELP,KELP,2019-07-27 14:40:00+00:00,GAA19CA500,PRIMARY,0.0,0 days 00:11:00
ELP,2019-07-27 05:51:00+00:00,86.0,37.0,17.57,120.0,6.0,,10.0,30.12,0.0,M,KELP 270551Z 12006KT 10SM FEW120 FEW250 30/03 A3012 RMK AO2 SLP116 T03000028 10378 20300 51016,ELP,KELP,2019-07-27 05:35:00+00:00,CEN19LA246,PRIMARY,0.0,0 days 00:16:00
GKT,2019-07-02 09:20:00+00:00,68.0,66.2,93.97,80.0,3.0,,10.0,30.02,0.0,M,KGKT 020920Z AUTO 08003KT 10SM SCT050 20/19 A3002 RMK A01,GKT,KGKT,2019-07-02 09:30:00+00:00,ERA19TA222,PRIMARY,0.0,0 days 00:10:00
HLN,2019-06-30 10:53:00+00:00,55.0,38.0,52.4,0.0,0.0,,10.0,30.13,0.0,M,KHLN 301053Z AUTO 00000KT 10SM CLR 13/03 A3013 RMK AO2 SLP193 T01280033,S69,HLN,2019-06-30 11:00:00+00:00,WPR19LA184,FALLBACK,43.75495365290537,0 days 00:07:00
FFC,2019-05-27 09:53:00+00:00,67.0,65.0,93.29,0.0,0.0,,7.0,30.07,0.0,M,KFFC 270953Z AUTO 00000KT 7SM CLR 19/18 A3007 RMK AO2 SLP176 T01940183 $,2GA5,FFC,2019-05-27 10:00:00+00:00,ERA19TA182,FALLBACK,19.8305912108742,0 days 00:07:00
MDH,2019-05-26 13:52:00+00:00,78.0,69.0,73.88,190.0,4.0,,10.0,30.04,0.0,M,KMDH 261352Z 19004KT 10SM FEW065 26/21 A3004 RMK AO2 SLP169 T02560206 $,MDH,KMDH,2019-05-26 13:35:00+00:00,GAA19CA288,PRIMARY,0.0,0 days 00:17:00
VAY,2019-03-09 18:54:00+00:00,48.0,19.9,32.5,0.0,0.0,,10.0,30.29,0.0,M,KVAY 091854Z AUTO 00000KT 10SM CLR 09/M07 A3029 RMK AO2 SLP258 T00891067,VAY,KVAY,2019-03-09 19:05:00+00:00,ERA19LA194,PRIMARY,0.0,0 days 00:11:00
SIY,2019-02-15 08:53:00+00:00,33.0,30.0,88.23,0.0,0.0,,10.0,29.52,0.0,M,KSIY 150853Z AUTO 00000KT 10SM FEW120 01/M01 A2952 RMK AO2 SLP012 60000 T00061011 51023,1O5,SIY,2019-02-15 09:17:00+00:00,WPR19LA094,FALLBACK,4.305883827063335,0 days 00:24:00
DRT,2019-01-12 12:53:00+00:00,50.0,50.0,100.0,310.0,8.0,,10.0,30.09,0.0,M,KDRT 121253Z AUTO 31008KT 10SM CLR 10/10 A3009 RMK AO2 SLP183 T01000100,01TX,DRT,2019-01-12 12:30:00+00:00,CEN19LA054,FALLBACK,42.80247300052605,0 days 00:23:00
W99,2018-11-18 13:55:00+00:00,27.9,27.5,98.37,0.0,0.0,,1.5,30.31,0.0,BR,KW99 181355Z AUTO 00000KT 1 1/2SM BR OVC001 M02/M02 A3031 RMK AO2 T10231025,W99,KW99,2018-11-18 13:47:00+00:00,ERA19LA086,PRIMARY,0.0,0 days 00:08:00
BDL,2018-10-28 16:51:00+00:00,47.0,44.0,89.92,190.0,6.0,,10.0,29.73,0.0,M,KBDL 281651Z 19006KT 10SM OVC012 08/07 A2973 RMK AO2 SLP069 T00830067,4B9,BDL,2018-10-28 16:45:00+00:00,ERA19LA030,FALLBACK,4.429218781993342,0 days 00:06:00
AMG,2018-10-13 23:53:00+00:00,65.0,58.0,78.05,0.0,0.0,,10.0,29.95,0.0,M,KAMG 132353Z AUTO 00000KT 10SM CLR 18/14 A2995 RMK AO2 SLP142 T01830144 10289 20183 53013,RVJ,AMG,2018-10-14 13:45:00+00:00,CEN19WA010,FALLBACK,36.031472959746736,0 days 13:52:00
AMG,2018-10-13 12:53:00+00:00,62.0,53.0,72.33,320.0,5.0,,10.0,29.96,0.0,M,KAMG 131253Z AUTO 32005KT 10SM CLR 17/12 A2996 RMK AO2 SLP143 T01670117,RVJ,AMG,2018-10-13 13:15:00+00:00,ERA19TA011,FALLBACK,36.031472959746736,0 days 00:22:00
MLD,2018-09-26 16:30:00+00:00,71.0,,,,,,,,,M,METAR MLD 261630Z AUTO /////KT 22/ RMK AO2 T0217 IEM_GHCNH,MLD,KMLD,2018-09-26 16:50:00+00:00,WPR18LA275,PRIMARY,0.0,0 days 00:20:00
SLC,2018-09-13 08:54:00+00:00,60.0,40.0,47.15,330.0,8.0,,10.0,29.83,0.0,M,KSLC 130854Z 33008KT 10SM CLR 16/04 A2983 RMK AO2 SLP052 T01560044 53015,SPK,SLC,2018-09-13 08:30:00+00:00,GAA18CA553,FALLBACK,39.96301327030285,0 days 00:24:00
SLC,2018-09-13 00:54:00+00:00,77.0,27.0,15.74,350.0,8.0,,10.0,29.76,0.0,M,KSLC 130054Z 35008KT 10SM FEW100 SCT180 BKN250 25/M03 A2976 RMK AO2 SLP029 VIRGA W-N T02501028,SPK,SLC,2018-09-12 21:10:00+00:00,WPR18WA277,FALLBACK,39.96301327030285,0 days 03:44:00
BJC,2018-09-09 11:59:00+00:00,59.0,41.0,51.18,0.0,0.0,,10.0,30.08,0.0,M,KBJC 091159Z AUTO 00000KT 10SM CLR 15/05 A3008 RMK AO2,BJC,KBJC,2018-09-09 12:10:00+00:00,GAA18CA544,PRIMARY,0.0,0 days 00:11:00
GDJ,2018-08-19 20:15:00+00:00,97.0,66.7,37.32,190.0,5.0,,10.0,29.87,0.0,M,KGDJ 192015Z AUTO 19005KT 10SM CLR 36/19 A2987 RMK AO2 T03610193,GDJ,KGDJ,2018-08-19 20:19:00+00:00,CEN18LA341,PRIMARY,0.0,0 days 00:04:00
GDJ,2018-08-19 00:15:00+00:00,87.8,69.3,54.35,350.0,4.0,,10.0,29.87,0.0,VCTS,KGDJ 190015Z AUTO 35004KT 10SM VCTS CLR 31/21 A2987 RMK AO2 LTG DSNT W THRU N T03100207,GDJ,KGDJ,2018-08-18 09:46:00+00:00,CEN18LA345,PRIMARY,0.0,0 days 14:29:00
RWF,2018-08-15 11:53:00+00:00,64.0,64.0,100.0,0.0,0.0,,8.0,29.95,0.0,M,KRWF 151153Z AUTO 00000KT 8SM SCT049 18/18 A2995 RMK AO2 SLP138 70049 T01780178 10206 20178 51004,3MN4,RWF,2018-08-15 11:45:00+00:00,CEN18LA332,FALLBACK,38.08994632941419,0 days 00:08:00
LVJ,2018-08-13 10:53:00+00:00,78.0,77.0,96.43,0.0,0.0,,8.0,30.05,0.0,M,KLVJ 131053Z AUTO 00000KT 8SM FEW022 BKN034 26/25 A3005 RMK AO2 SLP175 T02560250,7XS0,LVJ,2018-08-13 11:00:00+00:00,CEN18TA330,FALLBACK,3.6088287562391392,0 days 00:07:00
ESC,2018-08-02 18:56:00+00:00,63.0,56.0,77.61,,3.0,,10.0,30.0,0.0,M,KESC 021856Z AUTO VRB03KT 10SM OVC016 17/13 A3000 RMK AO2 SLP183 T01720133,ESC,KESC,2018-08-02 19:00:00+00:00,CEN18LA307,PRIMARY,0.0,0 days 00:04:00
HOU,2018-07-15 23:53:00+00:00,90.0,74.0,59.26,200.0,8.0,,8.0,29.96,0.0,M,KHOU 152353Z 20008KT 8SM FEW040 SCT250 32/23 A2996 RMK AO2 SLP148 TCU DSNT NE 60000 T03220233 10350 20306 56015,T41,HOU,2018-07-17 13:00:00+00:00,CEN18WA375,FALLBACK,11.90166047585251,1 days 13:07:00
HOU,2018-07-15 08:53:00+00:00,79.0,78.0,97.08,190.0,4.0,,10.0,30.03,0.0,M,KHOU 150853Z 19004KT 10SM SCT250 26/26 A3003 RMK AO2 SLP172 T02610256 56007,T41,HOU,2018-07-15 09:00:00+00:00,CEN18FA267,FALLBACK,11.90166047585251,0 days 00:07:00
LHZ,2018-07-05 15:35:00+00:00,84.2,71.6,65.95,,,,10.0,30.32,0.0,M,KLHZ 051535Z AUTO 10SM SCT029 SCT037 29/22 A3032 RMK AO2,LHZ,KLHZ,2018-07-05 15:30:00+00:00,GAA18CA394,PRIMARY,0.0,0 days 00:05:00
DAB,2018-07-05 13:53:00+00:00,83.0,75.0,77.12,70.0,8.0,,10.0,30.16,0.0,M,KDAB 051353Z 07008KT 10SM FEW020 SCT110 SCT200 28/24 A3016 RMK AO2 SLP212 T02830239,7FL6,DAB,2018-07-05 13:45:00+00:00,ERA18LA184,FALLBACK,5.76464554672825,0 days 00:08:00
ORD,2018-06-21 09:51:00+00:00,65.0,63.0,93.56,60.0,11.0,,6.0,29.78,,BR,KORD 210951Z 06011KT 6SM BR OVC005 18/17 A2978 RMK AO2 DZB0852E26 SLP080 P0000 T01830172,KORD,KORD,2018-06-21 09:58:00+00:00,OPS18IA015,PRIMARY,0.0,0 days 00:07:00
FUL,2018-06-17 07:53:00+00:00,63.0,53.0,70.07,220.0,4.0,,10.0,29.88,0.0,M,KFUL 170753Z AUTO 22004KT 10SM OVC037 17/12 A2988 RMK AO2 SLP116 T01720117 402170172,FUL,KFUL,2018-06-17 07:30:00+00:00,ANC18LA079,PRIMARY,0.0,0 days 00:23:00
LEE,2018-06-14 09:53:00+00:00,73.0,72.0,96.68,260.0,3.0,,10.0,30.07,0.0,M,KLEE 140953Z AUTO 26003KT 10SM CLR 23/22 A3007 RMK AO2 SLP181 T02280222,X23,LEE,2018-06-14 09:50:00+00:00,ERA18LA178,FALLBACK,10.356945853760172,0 days 00:03:00
DMO,2018-06-07 16:53:00+00:00,88.0,71.0,57.43,210.0,7.0,,10.0,30.01,0.0,M,KDMO 071653Z AUTO 21007KT 10SM CLR 31/22 A3001 RMK AO2 SLP152 T03110217,DMO,KDMO,2018-06-07 16:45:00+00:00,CEN18LA220,PRIMARY,0.0,0 days 00:08:00
DMO,2018-06-07 00:53:00+00:00,83.0,67.0,58.55,170.0,5.0,,10.0,29.87,0.0,M,KDMO 070053Z AUTO 17005KT 10SM CLR 28/19 A2987 RMK AO2 SLP105 T02830194,DMO,KDMO,2018-06-06 11:00:00+00:00,CEN18WA212,PRIMARY,0.0,0 days 13:53:00
MEM,2018-05-31 10:54:00+00:00,76.0,72.0,87.73,200.0,8.0,,10.0,29.86,0.0,M,KMEM 311054Z 20008KT 10SM FEW090 FEW250 24/22 A2986 RMK AO2 SLP106 T02440222,PVT,MEM,2018-05-31 11:15:00+00:00,CEN18LA211,FALLBACK,30.79558123539064,0 days 00:21:00
NFL,2018-05-28 13:56:00+00:00,58.0,47.0,66.7,160.0,3.0,,10.0,30.08,0.0,M,KNFL 281356Z AUTO 16003KT 10SM CLR 14/08 A3008 RMK AO2 SLP154 T01440083,O43,NFL,2018-05-28 13:00:00+00:00,ANC18LA039,FALLBACK,32.06642214753405,0 days 00:56:00
MLE,2018-05-27 08:35:00+00:00,71.0,63.7,77.46,0.0,0.0,,10.0,29.79,0.0,M,KMLE 270835Z AUTO 00000KT 10SM CLR 22/18 A2979 RMK AO2 T02170176,MLE,KMLE,2018-05-27 08:40:00+00:00,CEN18FA193,PRIMARY,0.0,0 days 00:05:00
BJC,2018-05-16 15:47:00+00:00,68.0,39.2,34.8,0.0,0.0,,50.0,30.1,0.0,M,KBJC 161547Z 00000KT 50SM SKC 20/04 A3010,BJC,KBJC,2018-05-16 15:20:00+00:00,CEN18LA180,PRIMARY,0.0,0 days 00:27:00
NHK,2018-05-05 15:52:00+00:00,70.0,47.0,43.66,30.0,9.0,,10.0,30.13,0.0,M,KNHK 051552Z 03009KT 10SM FEW120 SCT200 BKN280 21/09 A3013 RMK AO2 SLP204 T02110083,MD50,NHK,2018-05-05 15:45:00+00:00,GAA18CA259,FALLBACK,3.71602798098861,0 days 00:07:00
NHK,2018-05-05 00:52:00+00:00,81.0,61.0,50.65,210.0,11.0,,10.0,29.9,0.0,M,KNHK 050052Z 21011KT 10SM SCT140 BKN250 27/16 A2990 RMK AO2 SLP125 T02720161 $,MD50,NHK,2018-03-31 04:00:00+00:00,CEN18WA380,FALLBACK,3.71602798098861,34 days 20:52:00
FAR,2018-02-07 18:53:00+00:00,1.0,-5.0,74.89,210.0,5.0,,10.0,30.37,0.0,M,KFAR 071853Z 21005KT 10SM CLR M17/M21 A3037 RMK AO2 SLP309 T11721206,FAR,KFAR,2018-02-07 19:00:00+00:00,CEN18LA097,PRIMARY,0.0,0 days 00:07:00
FAR,2018-02-07 00:04:00+00:00,10.0,4.0,75.83,180.0,8.0,,5.0,30.23,,-SN,KFAR 070004Z 18008KT 5SM -SN OVC036 M12/M16 A3023 RMK AO2 P0000 T11221156,FAR,KFAR,2018-01-25 15:18:00+00:00,WPR18WA083,PRIMARY,0.0,12 days 08:46:00
RIW,2017-12-24 18:53:00+00:00,-0.9,-2.0,94.94,0.0,0.0,,10.0,30.15,,M,KRIW 241853Z AUTO 00000KT 10SM CLR M18/M19 A3015 RMK AO2 SNE02 SLP322 P0000 T11831189,RIW,KRIW,2017-12-24 18:40:00+00:00,CEN18LA052,PRIMARY,0.0,0 days 00:13:00
LMO,2017-12-20 16:35:00+00:00,48.7,23.2,36.4,0.0,0.0,,10.0,29.78,0.0,M,KLMO 201635Z AUTO 00000KT 10SM CLR 09/M05 A2978 RMK AO2 T00931049,LMO,KLMO,2017-12-20 16:30:00+00:00,CEN18LA071,PRIMARY,0.0,0 days 00:05:00
LBX,2017-12-20 09:53:00+00:00,69.0,64.0,83.81,310.0,5.0,,10.0,29.98,0.0,M,KLBX 200953Z AUTO 31005KT 10SM BKN055 21/18 A2998 RMK AO2 SLP153 T02060178,LBX,KLBX,2017-12-20 09:50:00+00:00,CEN18LA059,PRIMARY,0.0,0 days 00:03:00
GEU,2017-12-04 19:47:00+00:00,71.6,32.0,23.13,230.0,5.0,,10.0,29.92,0.0,M,KGEU 041947Z 23005KT 10SM FEW200 FEW250 22/00 A2992,GEU,KGEU,2017-12-04 19:35:00+00:00,WPR18LA044,PRIMARY,0.0,0 days 00:12:00
PKB,2017-12-01 16:53:00+00:00,45.0,36.0,70.53,0.0,0.0,,10.0,30.3,0.0,BCFG,KPKB 011653Z 00000KT 10SM BCFG FEW005 07/02 A3030 RMK AO2 SLP266 T00720022,I18,PKB,2017-12-01 17:15:00+00:00,ERA18LA040,FALLBACK,29.98732922209289,0 days 00:22:00
MGG,2017-11-22 15:13:00+00:00,19.9,15.8,83.82,200.0,3.0,,10.0,30.28,0.0,M,KMGG 221513Z AUTO 20003KT 10SM CLR M07/M09 A3028 RMK AO2 T10671090,MGG,KMGG,2017-11-22 15:23:00+00:00,WPR18WA086,PRIMARY,0.0,0 days 00:10:00
MGG,2017-11-22 12:54:00+00:00,12.4,10.9,93.57,0.0,0.0,,10.0,30.32,0.0,M,KMGG 221254Z AUTO 00000KT 10SM CLR M11/M12 A3032 RMK AO2 T11091117,MGG,KMGG,2017-11-22 13:00:00+00:00,CEN18LA056,PRIMARY,0.0,0 days 00:06:00
