ntsbno,eventtype,mkey,eventdate_ntsb,city,state,country,reportno,n,hassafetyrec,reporttype,originalpublishdate,highestinjurylevel,fatalinjurycount,seriousinjurycount,minorinjurycount,probablecause,eventid,latitude,longitude,make,model,aircraftcategory,airportid_ntsb,airportname,amateurbuilt,numberofengines,scheduled,purposeofflight,far,aircraftdamage,weathercondition,operator,reportstatus,repgenflag,docketurl,docketpublishdate,station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,airportid_metar,weatherstation,eventdate_metar,weather_source,distance_nm,time_diff
CEN21FA360,ACC,103651,2021-08-07 18:40:00+00:00,Victoria,Minnesota,United States,,N9156Z,FALSE,DirectorBrief,2023-03-22T04:00:00Z,Fatal,3,0,0,"The pilot’s loss of airplane control due to spatial disorientation during final approach, which led to a spiral dive that overstressed the airplane and resulted in an in-flight breakup.",,44.859074,-93.663331,MOONEY,M20M,AIR,FCM,FLYING CLOUD,FALSE,1,,PERS,091,Destroyed,IMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103651,3/22/2023 17:00,FCM,2021-08-07 18:48:00+00:00,71.6,69.8,94.06,90,9,,5,29.79,0,BR,KFCM 071848Z 09009KT 5SM BR OVC010 22/21 A2979 RMK AO2,FCM,KFCM,2021-08-07 18:40:00+00:00,PRIMARY,0,0 days 00:08:00
CEN21LA326,ACC,103499,2021-07-17 17:10:00+00:00,Blossom,Texas,United States,,N9667Z,FALSE,DirectorBrief,2023-01-19T05:00:00Z,Serious,0,2,0,"The improper swaging of the rudder control cable, which disconnected during flight and resulted in the loss of control.",,33.632825,-95.380461,GARY JAMES LAIL,ZENITH CH 750 CRUZER,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103499,12/29/2022 20:00,DEQ,2021-07-17 16:53:00+00:00,87,75,67.39,,3,,10,30.06,0,M,KDEQ 171653Z AUTO VRB03KT 10SM SCT025 SCT034 31/24 A3006 RMK AO2 SLP175 T03060239 $,,DEQ,2021-07-17 17:10:00+00:00,FALLBACK,54.81187977113013,0 days 00:17:00
ERA21LA282,ACC,103449,2021-06-25 17:00:00+00:00,Mount Pocono,Pennsylvania,United States,,N5185U,FALSE,DirectorBrief,2022-05-17T04:00:00Z,None,0,0,0,The pilot’s loss of aircraft control following a bounced landing.,,41.137694,-75.380055,CESSNA,172S,AIR,MPO,POCONO MOUNTAINS MUNI,FALSE,1,,PERS,091,Substantial,VMC,MOYER AVIATION INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103449,4/29/2022 4:00,MPO,2021-06-25 16:53:00+00:00,69,51,52.67,230,4,,10,30.32,0,M,KMPO 251653Z AUTO 23004KT 10SM CLR 21/11 A3032 RMK AO2 SLP265 T02060106,MPO,KMPO,2021-06-25 17:00:00+00:00,PRIMARY,0,0 days 00:07:00
CEN21LA229,ACC,103125,2021-05-20 20:45:00+00:00,Washington Court House,Ohio,United States,,N15033,FALSE,DirectorBrief,2021-07-16T04:00:00Z,Minor,0,0,1,The pilot's failure to maintain directional control during a soft field takeoff.,,39.5704,-83.4172,PIPER,PA-28-140,AIR,I23,Fayette County,FALSE,1,NSCH,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103125,7/7/2021 4:00,I23,2021-05-20 20:35:00+00:00,84.2,48.2,28.63,140,10,,10,30.3,0,M,KI23 202035Z AUTO 14010KT 10SM CLR 29/09 A3030 RMK AO1,I23,KI23,2021-05-20 20:45:00+00:00,PRIMARY,0,0 days 00:10:00
ERA21LA268,ACC,103340,2021-05-19 12:00:00+00:00,Bloomsburg,Pennsylvania,United States,,N7568N,FALSE,DirectorBrief,2022-02-18T05:00:00Z,Minor,0,0,1,"The pilot’s unstable approach and delayed go-around attempt, which resulted in a porpoised landing, a nose landing gear collapse, and runway excursion.",,40.998553,-76.428836,CESSNA,T210,AIR,N13,BLOOMSBURG MUNI,FALSE,1,,AOBV,091,Substantial,VMC,KEYSTONE AERIAL SURVEYS INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103340,1/13/2022 5:00,SEG,2021-05-19 11:53:00+00:00,57,52,83.33,0,0,,10,30.38,0,M,KSEG 191153Z AUTO 00000KT 10SM CLR 14/11 A3038 RMK AO2 SLP285 T01390111 10139 20083 52018,N13,SEG,2021-05-19 12:00:00+00:00,FALLBACK,22.56080919112615,0 days 00:07:00
ERA21LA208,ACC,103036,2021-05-05 11:33:00+00:00,Ridgeland,South Carolina,United States,,N22ST,FALSE,DirectorBrief,2023-08-15T04:00:00Z,None,0,0,0,"The flight crew’s continuation of an unstable approach and the failure of the ground air brakes to deploy upon touchdown, both of which resulted in the runway overrun. Contributing was the crew’s motivation and response to external pressures to complete the flight as quickly as possible to accommodate passenger wishes and the crew’s decision to land with a quartering tailwind that exceeded the airplane’s limitations.",,32.504158,-80.992736,ISRAEL AEROSPACE INDUSTRIES LTD,GULFSTREAM G150,AIR,3J1,RIDGELAND-CLAUDE DEAN,FALSE,2,,EXEC,091,Substantial,VMC,Snider Fleet Solutions,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103036,7/24/2023 4:00,NBC,2021-05-05 15:56:00+00:00,83,66,56.75,260,13,,10,29.98,0,M,KNBC 051556Z 26013KT 10SM FEW030 BKN150 BKN200 28/19 A2998 RMK AO2 SLP152 T02830189,3J1,NBC,2021-05-05 11:33:00+00:00,FALLBACK,14.036108523345709,0 days 04:23:00
ERA21LA202,ACC,103014,2021-05-02 17:38:00+00:00,Martinsville,Virginia,United States,,N1089D,FALSE,DirectorBrief,2021-09-20T04:00:00Z,None,0,0,0,"The pilot’s improper pitch control during a go-around in gusting crosswind conditions, which resulted in a tail strike and a runway excursion.",,36.631359,-80.018125,CESSNA,172S,AIR,MTV,BLUE RIDGE,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103014,8/24/2021 19:00,MTV,2021-05-02 17:35:00+00:00,79.2,45,29.97,220,9,,10,29.97,0,M,KMTV 021735Z AUTO 22009KT 10SM CLR 26/07 A2997 RMK AO2 T02620073,MTV,KMTV,2021-05-02 17:38:00+00:00,PRIMARY,0,0 days 00:03:00
ERA21LA198,ACC,103003,2021-04-24 17:00:00+00:00,Fredericksburg,Virginia,United States,,N80874,FALSE,DirectorBrief,2022-01-26T05:00:00Z,None,0,0,0,"The student pilot reported that, during the landing roll, he applied brakes and the airplane veered right. He was unable to correct back to the centerline or brake effectively; the airplane exited the runway and struck an embankment before coming to rest. The airplane sustained substantial damage to the left horizontal stabilizer. Postaccident examination of the airplane revealed damage to the right brake torque plate. The right brake became stuck when actuated and sometimes required prying to release. After the torque plate was replaced, the brake functioned without any anomalies.",,38.266708,-77.448452,CESSNA,172M,AIR,EZF,SHANNON,FALSE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103003,1/26/2022 5:00,EZF,2021-04-24 16:55:00+00:00,65,30.4,27.29,210,9,,10,30.04,0,M,KEZF 241655Z AUTO 21009KT 10SM CLR 18/M01 A3004 RMK AO2 T01831009,EZF,KEZF,2021-04-24 17:00:00+00:00,PRIMARY,0,0 days 00:05:00
ERA21LA152,ACC,102748,2021-03-11 21:53:00+00:00,Franklin,North Carolina,United States,,N80056,FALSE,DirectorBrief,2023-03-01T05:00:00Z,None,0,0,0,The reason for this accident could not be determined based on the available information.,,35.222312,-83.419997,CESSNA,421,AIR,1A5,MACON COUNTY,FALSE,2,,PERS,091,Substantial,VMC,Duotech Services Inc.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102748,3/1/2023 19:00,1A5,2021-03-11 21:55:00+00:00,68.5,41.7,37.69,170,5,14,10,30.34,0,M,K1A5 112155Z AUTO 17005G14KT 10SM CLR 20/05 A3034 RMK AO2 T02030054,1A5,K1A5,2021-03-11 21:53:00+00:00,PRIMARY,0,0 days 00:02:00
ERA21LA153,ACC,102749,2021-03-07 14:58:00+00:00,Brevard,North Carolina,United States,,N94GF,FALSE,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,"The pilot’s improper landing flare, which resulted in a hard landing, overstress fracture of components of the left main landing gear, and subsequent runway excursion.",,35.270278,-82.644167,PIPER,PA-32RT-300,AIR,3NR3,TRANSYLVANIA COMMUNITY,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102749,7/20/2021 19:00,AVL,2021-03-07 14:54:00+00:00,42,15.1,33.07,340,12,17,10,30.37,0,M,KAVL 071454Z 34012G17KT 10SM OVC060 06/M09 A3037 RMK AO2 SLP286 T00561094 53021,3NR3,AVL,2021-03-07 14:58:00+00:00,FALLBACK,11.005510961505102,0 days 00:04:00
ERA21LA149,ACC,102716,2021-03-03 17:15:00+00:00,Rogersville,Tennessee,United States,,N2374J,FALSE,DirectorBrief,2021-08-20T04:00:00Z,None,0,0,0,"The pilot's improper landing flare, which resulted in an initial hard landing, separation of the left main landing gear, and a runway excursion during a subsequent landing attempt.",,36.457583,-82.885028,BEECH,23,AIR,RVN,HAWKINS COUNTY,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102716,7/16/2021 19:00,TRI,2021-03-03 16:53:00+00:00,50,21,31.6,0,0,,10,30.07,0,M,KTRI 031653Z 00000KT 10SM CLR 10/M06 A3007 RMK AO2 SLP177 T01001061,RVN,TRI,2021-03-03 17:15:00+00:00,FALLBACK,23.507816826038496,0 days 00:22:00
ERA21LA138,ACC,102675,2021-02-25 13:26:00+00:00,Panama City,Florida,United States,,N601AX,FALSE,DirectorBrief,2023-09-07T04:00:00Z,Serious,0,2,0,"Nose landing gear contact with a raised aircraft arresting system during takeoff, which damaged components of the nose wheel steering system and resulted in an uncommanded left turn and loss of directional control.",,30.071363,-85.568849,DASSAULT AVIATION,MIRAGE F1 B,AIR,PAM,Tyndall AFB,FALSE,1,,PUBU,PUBU,Substantial,VMC,AIRBORNE TACTICAL ADVANTAGE COMPANY,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102675,9/7/2023 17:00,PAM,2021-02-25 13:16:00+00:00,62.6,60.8,93.83,0,0,,10,30.17,0,M,KPAM 251316Z AUTO 00000KT 10SM BKN006 OVC065 17/16 A3017 RMK AO2 CIG 006V065 SLP220 $,PAM,KPAM,2021-02-25 13:26:00+00:00,PRIMARY,0,0 days 00:10:00
CEN21LA129,ACC,102635,2021-02-05 14:00:00+00:00,Larned,Kansas,United States,,N115FP,FALSE,DirectorBrief,2023-02-07T05:00:00Z,None,0,0,0,"The pilot’s failure to allow sufficient time for the brakes to cool after a previous aborted takeoff, resulting in a runway excursion during a second aborted takeoff due to degraded braking performance. Contributing to the accident was the contact of the hot brakes with a dry grassy area during the second aborted takeoff.",,38.1806,-99.0987,COLUMBIA AIRCRAFT MFG,LC42-550FG,AIR,LQR,Pawnee County Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102635,2/7/2023 19:00,RSL,2021-02-05 13:53:00+00:00,27,21.9,80.83,230,7,,10,29.89,0,M,KRSL 051353Z AUTO 23007KT 10SM FEW070 OVC095 M03/M06 A2989 RMK AO2 SLP140 T10281056,LQR,RSL,2021-02-05 14:00:00+00:00,FALLBACK,43.71024416992567,0 days 00:07:00
ERA21LA065,INC,102391,2020-12-06 21:10:00+00:00,Leesburg,Virginia,United States,,N282ST,FALSE,DirectorBrief,2022-05-03T04:00:00Z,None,0,0,0,The pilot’s loss of directional control during landing in crosswind conditions. Contributing to the loss of control was the significantly underinflated nose landing gear tire.,,39.077972,-77.5575,PIPER,PA46,AIR,JYO,Leesburg Executive Airport,FALSE,1,,PERS,091,Minor,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102391,2/2/2022 5:00,JYO,2020-12-06 21:15:00+00:00,41,26.6,56.22,330,9,,10,29.95,0,M,KJYO 062115Z AUTO 33009KT 10SM CLR 05/M03 A2995 RMK AO2,JYO,KJYO,2020-12-06 21:10:00+00:00,PRIMARY,0,0 days 00:05:00
WPR21LA037,ACC,102241,2020-11-04 14:20:00+00:00,Glendale,Arizona,United States,,N87GX,FALSE,DirectorBrief,2022-08-16T04:00:00Z,None,0,0,0,The material overstress failure of the airframe’s aluminum carry-through of the main landing gear.,,33.526917,-112.29513,REMOS AIRCRAFT GMBH FLUGZEUGBAU,GX,AIR,GEU,Glendale Municipal Airport,FALSE,1,,INST,091,Substantial,VMC,Fly Eagle Sport,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102241,7/27/2022 11:00,GEU,2020-11-04 13:50:00+00:00,60.8,35.6,38.85,,,,10,30.07,0,M,KGEU 041350Z CALMKT 10SM FEW160 16/02 A3007,GEU,KGEU,2020-11-04 14:20:00+00:00,PRIMARY,0,0 days 00:30:00
ERA21LA036,ACC,102225,2020-11-01 16:00:00+00:00,Fernandina Beach,Florida,United States,,N456FL,FALSE,DirectorBrief,2022-12-07T05:00:00Z,Minor,0,0,1,"The flight crew's improper decision to land with a tailwind on a wet runway, which resulted in a runway overrun. Contributing to the accident was the copilot’s early retraction of the speed brakes and the pilot’s decision to turn off the anti-skid system.",,30.611833,-81.461194,RAYTHEON,400A,AIR,FHB,Fernandina Beach Municipal Airport,FALSE,2,NSCH,OWRK,135,Substantial,IMC,Georgia Jet Inc.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102225,11/18/2022 20:00,FHB,2020-11-01 15:55:00+00:00,79.5,69,70.56,210,6,,10,30.13,0,M,KFHB 011555Z AUTO 21006KT 10SM SCT060 26/21 A3013 RMK AO2 T02640206,FHB,KFHB,2020-11-01 16:00:00+00:00,PRIMARY,0,0 days 00:05:00
ERA21LA019,ACC,102138,2020-10-11 09:10:00+00:00,Atlanta,Georgia,United States,,N3595W,FALSE,DirectorBrief,2023-01-31T05:00:00Z,None,0,0,0,"A partial loss of engine power during takeoff due to a right magneto anomaly, which resulted in the pilot’s decision to abort the takeoff and the subsequent runway excursion.",,33.868074,-84.306181,PIPER,PA32,AIR,PDK,Dekalb-Peachtree Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,,,PDK,2020-10-11 08:53:00+00:00,70,70,100,160,3,,10,29.79,0.01,M,KPDK 110853Z AUTO 16003KT 10SM BKN015 OVC023 21/21 A2979 RMK AO2 SLP072 P0001 60001 T02110211 58007,PDK,KPDK,2020-10-11 09:10:00+00:00,PRIMARY,0,0 days 00:17:00
ERA20LA342,ACC,102088,2020-09-30 11:40:00+00:00,DeFuniak Springs,Florida,United States,,N8950R,FALSE,DirectorBrief,2021-06-24T04:00:00Z,None,0,0,0,"The failure of the left landing gear airframe cross tube during landing, due to corrosion hidden under riveted fairing.",,30.732518,-86.15249,BELLANCA,7GCB,AIR,54J,DeFuniak Springs Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102088,6/9/2021 19:00,54J,2020-09-30 11:35:00+00:00,51.3,49,92.15,0,0,,10,30.1,0,M,K54J 301135Z AUTO 00000KT 10SM CLR 11/10 A3010 RMK AO2 T01070095,54J,K54J,2020-09-30 11:40:00+00:00,PRIMARY,0,0 days 00:05:00
WPR20LA289,ACC,101871,2020-08-27 07:30:00+00:00,Redding,California,United States,,N1550G,FALSE,DirectorBrief,2022-12-06T05:00:00Z,Fatal,2,2,0,"The pilot’s failure to recognize the airplane’s inadequate takeoff performance given the length of the available runway and to abort the takeoff, which resulted in a runway excursion.",,40.573612,-122.407218,Beech,A36,AIR,O85,Benton Field,FALSE,,,PERS,091,Destroyed,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101871,11/2/2022 14:00,RDD,2020-08-27 07:53:00+00:00,75,60,59.81,0,0,,6,29.74,0,HZ,KRDD 270753Z AUTO 00000KT 6SM HZ OVC032 24/16 A2974 RMK AO2 SLP064 T02390156 403440200,O85,RDD,2020-08-27 07:30:00+00:00,FALLBACK,6.123651758232168,0 days 00:23:00
ERA20CA269,ACC,101714,2020-07-29 15:00:00+00:00,Hudson,New York,United States,,N6705E,FALSE,DirectorBrief,2021-06-24T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the takeoff, which resulted in a runway excursion and impact with vegetation.",,42.291389,-73.710281,Cessna,172,AIR,1B1,Columbia County,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101714,4/15/2021 19:00,PSF,2020-07-29 14:54:00+00:00,80,62,54.23,200,6,,10,29.95,0,M,KPSF 291454Z AUTO 20006KT 10SM FEW085 27/17 A2995 RMK AO2 SLP114 T02670167 58003,1B1,PSF,2020-07-29 15:00:00+00:00,FALLBACK,20.380830607093788,0 days 00:06:00
ERA20CA265,ACC,101699,2020-07-25 10:40:00+00:00,Fernandina Beach,Florida,United States,,N31720,FALSE,DirectorBrief,2021-06-10T04:00:00Z,None,0,0,0,"The failure of the right main landing gear to extend prior to landing, which could not be duplicated during postaccident tests.",,30.613056,-81.46611,Piper,PA28R,AIR,FHB,Fernandina Beach Muni,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101699,4/13/2021 19:00,FHB,2020-07-25 10:35:00+00:00,80.4,78.8,94.89,130,4,,10,30.09,0,M,KFHB 251035Z AUTO 13004KT 10SM SCT021 27/26 A3009 RMK AO2 T02690260,FHB,KFHB,2020-07-25 10:40:00+00:00,PRIMARY,0,0 days 00:05:00
ERA20CA264,ACC,101698,2020-07-18 19:05:00+00:00,Block Island,Rhode Island,United States,,N58066,FALSE,DirectorBrief,2021-06-01T04:00:00Z,None,0,0,0,A hard landing and subsequent loss of control.,,41.168056,-71.577774,Mooney,M20J,AIR,BID,Block Island State,FALSE,1,,PERS,091,Substantial,VMC,Unicorn Aviation Inc,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101698,4/12/2021 19:00,BID,2020-07-18 18:56:00+00:00,80,70,71.35,200,9,,10,30.04,0,M,KBID 181856Z AUTO 20009KT 10SM CLR 27/21 A3004 RMK AO2 SLP172 T02670211,BID,KBID,2020-07-18 19:05:00+00:00,PRIMARY,0,0 days 00:09:00
CEN20CA280,ACC,101600,2020-07-14 08:30:00+00:00,New Carlisle,Ohio,United States,,N14139,FALSE,DirectorBrief,2021-05-06T04:00:00Z,None,0,0,0,"The pilot's failure to maintain proper approach speed and descent path to the runway, which resulted in excessive speed at touchdown and insufficient runway remaining to safely bring the airplane to a stop before the end of the runway. Contributing to the accident was the airplane's diminished braking due to the dew-covered grass runway condition.",,39.931388,-84.016944,Waco,YKC,AIR,3OH0,Andy Barnhart Memorial Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101600,9/22/2020 18:18,DAY,2020-07-14 08:56:00+00:00,64,59,83.78,0,0,,10,30.03,0,M,KDAY 140856Z 00000KT 10SM FEW060 18/15 A3003 RMK AO2 SLP162 T01780150 53003,3OH0,DAY,2020-07-14 08:30:00+00:00,FALLBACK,9.403331537590429,0 days 00:26:00
ERA20CA240,ACC,101554,2020-07-06 12:40:00+00:00,Bardstown,Kentucky,United States,,N3725T,FALSE,DirectorBrief,2021-01-29T05:00:00Z,None,0,0,0,The commercial pilot's exceedance of the airplane's critical angle of attack and subsequent loss of lateral bank control during a soft field takeoff.,,37.814445,-85.499725,Piper,PA28R,AIR,BRY,Samuels Field,FALSE,1,,INST,091,Substantial,VMC,NexGen Aviation LLC.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101554,8/5/2020 12:19,BRY,2020-07-06 12:35:00+00:00,73.4,68,83.21,0,0,,10,30.02,0,M,KBRY 061235Z AUTO 00000KT 10SM CLR 23/20 A3002 RMK AO1,BRY,KBRY,2020-07-06 12:40:00+00:00,PRIMARY,0,0 days 00:05:00
CEN20LA174,ACC,101259,2020-05-06 17:50:00+00:00,Gonazales,Texas,United States,,N25HE,FALSE,DirectorBrief,2021-05-05T04:00:00Z,None,0,0,0,"The pilot's failure to retract the speedbrakes during a delayed go-around attempt, which resulted in a runway excursion.",,29.524999,-97.462219,CESSNA,T240,AIR,T20,Roger M Dreyer Memorial,FALSE,1,,PERS,091,Substantial,VMC,Clearshot Air LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101259,6/22/2020 10:22,T20,2020-05-06 17:55:00+00:00,81.5,52.2,36.25,30,9,14,10,30.16,0,M,KT20 061755Z AUTO 03009G14KT 350V050 10SM BKN095 28/11 A3016 RMK AO2 T02750112 10275 20209,T20,KT20,2020-05-06 17:50:00+00:00,PRIMARY,0,0 days 00:05:00
ERA20LA162,ACC,101209,2020-04-24 16:18:00+00:00,Fort Lauderdale,Florida,United States,,YV3427,FALSE,DirectorBrief,2022-06-21T04:00:00Z,None,0,0,0,"The pilot’s inadequate preflight planning, resulting in an attempted takeoff in excess of the airplane’s maximum allowable weight given it’s configuration and the temperature.",,26.197221,-80.170829,IAI,1125,AIR,FXE,Fort Lauderdale Executive,FALSE,2,,PERS,091,Substantial,VMC,Inversiones SC 2012 C.A,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=101209,5/16/2022 19:00,FXE,2020-04-24 15:53:00+00:00,92,69,47.45,230,17,23,10,29.94,0,M,KFXE 241553Z 23017G23KT 10SM SCT030 33/21 A2994 RMK AO2 SLP139 T03330206,FXE,KFXE,2020-04-24 16:18:00+00:00,PRIMARY,0,0 days 00:25:00
ERA20LA089,ACC,100877,2020-01-25 17:35:00+00:00,Summerland Key,Florida,United States,,N41VK,FALSE,DirectorBrief,2022-04-06T04:00:00Z,None,0,0,0,"The pilot's failure to remove the flight control gust lock before takeoff, which resulted in an inability to rotate, aborted takeoff, and subsequent runway overrun. Contributing to the accident was a missing piece of the flight control gust lock, which did not give the pilot the intended warning that the gust lock was engaged.",,24.660833,-81.449447,Beech,A36,AIR,FD51,Summerland Key Cove Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100877,3/15/2022 19:00,NQX,2020-01-25 17:33:00+00:00,72,65,78.35,350,15,,10,30.11,0,M,KNQX 251733Z 35015KT 10SM BKN010 BKN090 22/18 A3011 RMK AO2 T02220183 $,FD51,NQX,2020-01-25 17:35:00+00:00,FALLBACK,13.58730645398092,0 days 00:02:00
WPR20LA054,ACC,100754,2019-12-30 16:45:00+00:00,Big Piney,Wyoming,United States,,N43866,FALSE,DirectorBrief,2022-05-03T04:00:00Z,None,0,0,0,The failure of the right propeller position to correspond to the throttle change when moved to the beta position for reasons that could not be determined based on available evidence.,,42.582221,-110.108886,Mitsubishi,MU2B,AIR,BPI,Miley Memorial Field,FALSE,2,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100754,4/26/2022 11:00,BPI,2019-12-30 16:53:00+00:00,-9.9,-15,77.52,0,0,,10,30.18,0,M,KBPI 301653Z AUTO 00000KT 10SM CLR M23/M26 A3018 RMK AO2 SLP356 T12331261,BPI,KBPI,2019-12-30 16:45:00+00:00,PRIMARY,0,0 days 00:08:00
WPR20CA052,ACC,100745,2019-12-23 11:30:00+00:00,Chandler,Arizona,United States,,N924PA,FALSE,DirectorBrief,2020-06-16T04:00:00Z,None,0,0,0,"The student pilot's loss of directional control during the landing roll, which resulted in a collision with a taxiway sign.",,33.269165,-111.811111,Piper,PA28,AIR,CHD,Chandler Municipal Airport,FALSE,1,,INST,091,Substantial,VMC,AeroGuard Flight Training Center,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100745,4/17/2020 16:22,CHD,2019-12-23 12:47:00+00:00,50,30.2,46.31,70,7,,10,29.94,0,M,KCHD 231247Z 07007KT 10SM SKC 10/M01 A2994,CHD,KCHD,2019-12-23 11:30:00+00:00,PRIMARY,0,0 days 01:17:00
CEN20TA031,ACC,100667,2019-12-06 15:15:00+00:00,Spring Branch,Texas,United States,,N408P,FALSE,DirectorBrief,2021-05-05T04:00:00Z,None,0,0,0,"The pilot's inadequate preflight performance planning and his operation of the airplane outside of the manufacturer's specified weight and balance limitations, which resulted in a failure of the airplane to become airborne, an aborted takeoff, and subsequent runway excursion.",,29.811666,-98.426109,Beech,36,AIR,1T7,Kestrel Airpark,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100667,3/19/2020 22:14,SAT,2019-12-06 14:51:00+00:00,61,42,49.73,340,12,19,10,30.18,0,M,KSAT 061451Z 34012G19KT 10SM CLR 16/06 A3018 RMK AO2 SLP208 T01610056 51029,1T7,SAT,2019-12-06 15:15:00+00:00,FALLBACK,16.334463151770397,0 days 00:24:00
DCA20LA013,ACC,100545,2019-11-11 08:42:00+00:00,Chicago,Illinois,United States,,N619AE,FALSE,DirectorBrief,2023-02-06T05:00:00Z,None,0,0,0,"The flight crew’s inability to maintain the airplane on the runway centerline after touchdown due to the reduced braking action resulting from the deteriorating weather conditions, which caused the airplane’s departure from the runway surface.  Contributing to the accident were the delay in performing the runway assessment for undetermined reasons and failure to close the runway.  Also contributing to the accident was the controller’s failure to advise the accident flight crew that braking action was no longer consistent with the previously published notice to air mission, which described braking action as good across all three runway zones.",,41.582778,-87.542221,Embraer,EMB145,AIR,KORD,Chicago O'Hare,FALSE,2,SCHD,,121,Substantial,IMC,Envoy Air Inc.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100545,12/15/2022 22:00,ORD,2019-11-11 08:51:00+00:00,32,30.9,95.65,10,15,,1,30.11,0.04,#NAME?,KORD 110851Z 01015KT 1SM R10L/6000VP6000FT -SN BR VV006 00/M01 A3011 RMK AO2 SLP204 P0004 60007 T00001006 58002,KORD,KORD,2019-11-11 08:42:00+00:00,PRIMARY,0,0 days 00:09:00
CEN20WA065,ACC,100849,2019-11-05 05:00:00+00:00,Cabo San Lucas,,Mexico,,XA-VBD,FALSE,,,None,0,0,0,,,0,0,LEARJET,35,AIR,MMSL,Cabo San Lucas Airport,FALSE,,,,NUSN,,,,,FALSE,,,MMSL,2019-11-05 02:48:00+00:00,77,69.8,78.48,260,4,,7,29.94,0,M,MMSL 050248Z 26004KT 7SM SCT260 25/21 A2994 RMK 8/001,MMSL,MMSL,2019-11-05 05:00:00+00:00,PRIMARY,0,0 days 02:12:00
ANC19LA051,ACC,100243,2019-09-03 13:15:00+00:00,Girdwood,Alaska,United States,,N6672L,FALSE,DirectorBrief,2020-11-19T05:00:00Z,None,0,0,0,"The pilot's loss of directional control while landing, which resulted in a runway excursion and collision with terrain.",,60.968887,-149.119445,Lake,LA-4-200,AIR,AQY,Girdwood,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=100243,11/13/2019 15:15,SFF,2019-08-19 23:53:00+00:00,88,41,19.28,230,10,,10,29.9,0,M,KSFF 192353Z 23010KT 10SM CLR 31/05 A2990 RMK AO2 SLP111 T03110050 10311 20244 56005,SFF,KSFF,2019-09-03 13:15:00+00:00,PRIMARY,0,14 days 13:22:00
