ntsbno,eventtype,mkey,eventdate_ntsb,city,state,country,reportno,n,hassafetyrec,reporttype,originalpublishdate,highestinjurylevel,fatalinjurycount,seriousinjurycount,minorinjurycount,probablecause,eventid,latitude,longitude,make,model,aircraftcategory,airportid_ntsb,airportname,amateurbuilt,numberofengines,scheduled,purposeofflight,far,aircraftdamage,weathercondition,operator,reportstatus,repgenflag,docketurl,docketpublishdate,station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,airportid_metar,weatherstation,eventdate_metar,weather_source,distance_nm,time_diff
ERA16WA310,ACC,93943,2016-08-25 19:03:00+00:00,Eleuthera,,Bahamas,,N666TK,FALSE,,,None,0,0,0,,,25.472221,-76.69139,LEARJET,55,AIR,myeh,North Eleuthera Airport,FALSE,2,,,NUSN,Substantial,VMC,,,FALSE,,,PMP,2016-08-25 18:53:00+00:00,90,78,68.2,40,13,,10,29.94,0,M,KPMP 251853Z 04013KT 10SM FEW020 32/26 A2994 RMK AO2 LTG DSNT W SLP140 T03220256,MYEH,PMP,2016-08-25 19:03:00+00:00,FALLBACK,190.50839848806584,0 days 00:10:00
GAA16CA449,ACC,93892,2016-08-24 14:25:00+00:00,Fallbrook,California,United States,,N4810N,FALSE,DirectorBrief,2017-01-18T05:00:00Z,Minor,0,0,2,"The flight instructor's failure to go-around and the subsequent long landing and his failure to maintain directional control, which resulted in a runway excursion.",,33.354442,-117.250556,CESSNA,182,AIR,L18,FALLBROOK COMMUNITY AIRPARK,FALSE,1,,INST,091,Substantial,VMC,CIVIL AIR PATROL INC.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93892,11/7/2016 19:47,L18,2016-08-24 14:15:00+00:00,62.6,60.8,93.83,0,0,,0.5,30.06,0,FG,KL18 241415Z AUTO 00000KT 1/2SM FG OVC002 17/16 A3006 RMK AO2,L18,KL18,2016-08-24 14:25:00+00:00,PRIMARY,0,0 days 00:10:00
GAA16CA438,ACC,93867,2016-08-21 12:00:00+00:00,Fayetteville,Tennessee,United States,,N185DK,FALSE,DirectorBrief,2016-12-05T05:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion and a ground loop.",,35.063331,-86.563056,CESSNA,A185,AIR,FYM,FAYETTEVILLE MUNI,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93867,10/5/2016 11:01,FYM,2016-08-21 11:55:00+00:00,73.4,73.4,100,220,6,,7,29.95,0,M,KFYM 211155Z AUTO 22006KT 7SM FEW001 SCT008 BKN039 23/23 A2995 RMK A01,FYM,KFYM,2016-08-21 12:00:00+00:00,PRIMARY,0,0 days 00:05:00
GAA16CA429,ACC,93833,2016-08-13 14:20:00+00:00,Joseph,Oregon,United States,,N53331,FALSE,DirectorBrief,2016-09-12T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and damage to the left aileron and elevator.",,45.357223,-117.253334,CONSOLIDATED VULTEE,BT13,AIR,JSY,JOSEPH STATE,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93833,8/25/2016 13:44,BKE,2016-08-13 13:53:00+00:00,49,44,83.23,0,0,,10,30.15,0,M,KBKE 131353Z AUTO 00000KT 10SM CLR 09/07 A3015 RMK AO2 SLP191 T00940067 TSNO,JSY,BKE,2016-08-13 14:20:00+00:00,FALLBACK,38.85203236081505,0 days 00:27:00
ERA16LA282,ACC,93781,2016-08-07 11:23:00+00:00,St. Croix,,United States,,N828BB,FALSE,DirectorBrief,2017-07-26T04:00:00Z,Serious,0,2,0,"The flight instructor's improper recovery from a bounced landing, which resulted in a loss of airplane control. Contributing to the accident was the flight instructor's inadequate supervision of the student pilot.",,18.335657,-64.897193,DIAMOND,DA20,AIR,STX,HENRY E ROHLSEN,FALSE,1,,INST,091,Destroyed,VMC,BOHLKE INTERNATIONAL AIRWAYS INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93781,6/7/2017 12:08,HIO,2016-08-06 23:53:00+00:00,74,52,46.17,70,10,,10,29.9,0,M,KHIO 062353Z 07010KT 10SM CLR 23/11 A2990 RMK AO2 SLP123 T02330111 10244 20183 56017,7S3,HIO,2016-08-07 11:23:00+00:00,FALLBACK,7.184546645651736,0 days 11:30:00
GAA16CA422,ACC,93793,2016-08-06 08:20:00+00:00,Hillsborough,Oregon,United States,,N4026A,FALSE,DirectorBrief,2017-01-18T05:00:00Z,None,0,0,0,"The pilot's failure to attain a proper touchdown point and loss of directional control and her subsequent excessive brake application, which resulted in a nose-over.",,45.428333,-122.942222,CESSNA,195,AIR,7S3,STARK'S TWIN OAKS AIRPARK,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93793,11/18/2016 19:13,HIO,2016-08-06 07:53:00+00:00,55,48,77.15,300,5,,10,29.99,0,M,KHIO 060753Z 30005KT 10SM CLR 13/09 A2999 RMK AO2 SLP154 T01280089 402720128,7S3,HIO,2016-08-06 08:20:00+00:00,FALLBACK,7.184546645651736,0 days 00:27:00
CEN16LA356,ACC,93960,2016-08-05 17:00:00+00:00,Waco,Texas,United States,,N323DC,FALSE,DirectorBrief,2018-01-25T05:00:00Z,None,0,0,0,"The failure of the right main landing gear (MLG) down-lock mechanism, which resulted in the collapse of the landing gear. The root cause of the right MLG down-lock mechanism could not be determined because the components were not available for examination.",,31.612222,-97.230278,CESSNA,P210N,AIR,KACT,Waco Regional,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93960,11/20/2017 20:30,ACT,2016-08-05 16:51:00+00:00,94,69,44.53,180,7,,10,29.99,0,M,KACT 051651Z 18007KT 150V210 10SM CLR 34/21 A2999 RMK AO2 SLP145 T03440206,KACT,KACT,2016-08-05 17:00:00+00:00,PRIMARY,0,0 days 00:09:00
GAA16CA402,ACC,93723,2016-07-28 16:00:00+00:00,Henderson,Nevada,United States,,N341CP,FALSE,DirectorBrief,2016-09-12T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a landing gear collapse.",,35.978889,-115.133056,CIRRUS DESIGN CORP,SR,AIR,HND,HENDERSON EXECUTIVE,FALSE,1,,PERS,091,Substantial,VMC,KCB Air LLC.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93723,8/31/2016 14:23,HND,2016-07-28 15:56:00+00:00,98,49,19.06,240,10,,10,29.94,0,M,KHND 281556Z 24010KT 10SM CLR 37/09 A2994 RMK AO2 SLP098 T03670094,HND,KHND,2016-07-28 16:00:00+00:00,PRIMARY,0,0 days 00:04:00
CEN16FA286,ACC,93689,2016-07-26 15:10:00+00:00,Sugar Land,Texas,United States,,N362FX,FALSE,DirectorBrief,2021-06-25T04:00:00Z,Minor,0,0,2,"The airplane’s hydroplaning during the landing roll, which resulted in a runway excursion. Contributing to the accident was the pilot’s continuation of an unstabilized approach, his decision to land in heavy rain conditions, and his improper use of the main and emergency brake systems. Also contributing was the air traffic controller’s failure to disseminate current airport weather conditions to the flight crew in a timely manner.",,29.633611,-95.657775,EMBRAER,EMB-505,AIR,SGR,Sugar Land Regional,FALSE,2,NSCH,,135,Substantial,VMC,Flight Options LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93689,5/28/2021 18:00,SGR,2016-07-26 14:53:00+00:00,77,73,87.6,0,0,,10,29.95,,M,KSGR 261453Z 00000KT 10SM BKN036 25/23 A2995 RMK AO2 RAE11B39E49 SLP142 P0000 60002 T02500228 50007,SGR,KSGR,2016-07-26 15:10:00+00:00,PRIMARY,0,0 days 00:17:00
CEN16LA288,ACC,93696,2016-07-21 14:00:00+00:00,Baldwin,Wisconsin,United States,,N7581F,FALSE,DirectorBrief,2017-09-06T04:00:00Z,None,0,0,0,"The pilot's decision to land the fully loaded parachutist drop airplane on a wet grass runway that had insufficient length for the landing in high temperature conditions, which resulted in a runway overrun, when a more suitable longer runway was available at a nearby airport.",,44.966388,-92.387496,CESSNA,208B,AIR,WI14,Baldwin Airport,FALSE,1,,SKYD,091,Substantial,VMC,Sky Dive Twin Cities,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93696,6/29/2017 20:54,STP,2016-07-21 13:53:00+00:00,76,69,79.37,150,12,,10,29.9,0,M,KSTP 211353Z 15012KT 10SM CLR 24/21 A2990 RMK AO2 SLP119 T02440206,WI14,STP,2016-07-21 14:00:00+00:00,FALLBACK,28.47386669419549,0 days 00:07:00
ERA16LA263,ACC,93636,2016-07-19 12:33:00+00:00,Warrenton,Virginia,United States,,N615BS,FALSE,DirectorBrief,2017-05-25T04:00:00Z,None,0,0,0,"The pilot’s decision to begin the takeoff roll with helicopter traffic on the runway, which led to a rejected takeoff. Contributing to the accident was the pilot’s improper use of the toe brakes, which he had limited experience using and resulted in a runway excursion.",,38.632221,-77.87722,TECNAM,P2008,AIR,HWY,Warrenton-Fauquier,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93636,4/11/2017 16:39,HWY,2016-07-19 12:55:00+00:00,81.5,67.46,62.47,30,6,,10,30.17,0,M,KHWY 191255Z AUTO 03006KT 10SM 28/20 A3017 RMK AO2 T02750197,HWY,KHWY,2016-07-19 12:33:00+00:00,PRIMARY,0,0 days 00:22:00
ERA16WA340,ACC,95196,2016-07-16 10:24:00+00:00,Valday-avia,,Russia,,RA-67480,FALSE,,,Minor,0,0,3,,,57.959445,33.237499,CESSNA,172,AIR,,Valdai-Avia Airfield,FALSE,1,,PERS,NUSN,Substantial,,,,FALSE,,,HWY,2016-07-19 12:55:00+00:00,81.5,67.46,62.47,30,6,,10,30.17,0,M,KHWY 191255Z AUTO 03006KT 10SM 28/20 A3017 RMK AO2 T02750197,HWY,KHWY,2016-07-16 10:24:00+00:00,PRIMARY,0,3 days 02:31:00
CEN16LA259,ACC,93568,2016-07-07 20:30:00+00:00,Bridgeport,Texas,United States,,N5331B,FALSE,DirectorBrief,2018-04-09T04:00:00Z,None,0,0,0,"The pilot's unstabilized approach and uneven braking due to insufficient runway remaining, which resulted in a loss of directional control during landing. Contributing to the accident was the bound flap jackscrew, which jammed the flaps and led to the pilot’s inability to operate the airplane normally.",,33.180278,-97.828613,CESSNA,152,AIR,XBP,BRIDGEPORT MUNI,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93568,1/5/2018 16:52,XBP,2016-07-07 20:35:00+00:00,96,71,44.57,180,14,20,10,29.88,0,M,KXBP 072035Z AUTO 18014G20KT 150V210 10SM CLR 36/22 A2988 RMK AO2 T03560217,XBP,KXBP,2016-07-07 20:30:00+00:00,PRIMARY,0,0 days 00:05:00
CEN16LA250,ACC,93530,2016-07-04 14:00:00+00:00,Oak Ridge,Louisiana,United States,,N87083,FALSE,DirectorBrief,2016-09-01T04:00:00Z,None,0,0,0,"The pilot's failure to maintain airplane control during the aborted takeoff, which resulted in it becoming  airborne momentarily and then over running the runway.",,32.638889,-91.773612,BELLANCA,7ECA,AIR,01LA,Barham Airport,FALSE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93530,7/27/2016 12:34,MLU,2016-07-04 13:53:00+00:00,83,78,85.31,220,9,,10,30.01,0,M,KMLU 041353Z 22009KT 10SM BKN017 BKN023 28/26 A3001 RMK AO2 SLP159 T02830256 $,01LA,MLU,2016-07-04 14:00:00+00:00,FALLBACK,14.935368941087336,0 days 00:07:00
ERA16WA249,INC,93584,2016-06-21 19:39:00+00:00,Lima,,Peru,,OB-2104-P,FALSE,,,None,0,0,0,,,-12.021944,-77.11444,BEECH,B200,AIR,SPJC,Jorge Chavez International,FALSE,,,,,Minor,Unknown,Aerolinea Del Caribe Peru,,FALSE,,,SPJC,2016-06-21 20:00:00+00:00,64.4,59,82.62,270,5,,3.11,29.94,0,BR,SPJC 212000Z 27005KT 220V320 5000 BR SCT012 OVC020 18/15 Q1014 NOSIG RMK PP000,SPJC,SPJC,2016-06-21 19:39:00+00:00,PRIMARY,0,0 days 00:21:00
ERA16LA225,ACC,93426,2016-06-17 17:09:00+00:00,Punta Gorda,Florida,United States,,N8161X,FALSE,DirectorBrief,2018-09-10T04:00:00Z,None,0,0,0,"The tower controller’s failure to identify and mitigate jet blast from an airplane conducting an engine test run, and the effect of the jet blast on landing traffic, which resulted in a runway excursion when a landing airplane encountered the blast. Contributing to the accident was the lack of procedures for positioning high-powered airplanes conducting engine test runs in the airport movement area.",,26.918888,-81.990837,PIPER,PA 28-236,AIR,PGD,PUNTA GORDA,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93426,6/21/2018 11:25,PGD,2016-06-17 17:05:00+00:00,79,74,84.69,300,16,23,10,30.02,0.01,#NAME?,KPGD 171705Z 30016G23KT 10SM -RA SCT028 SCT050 BKN070 26/23 A3002 RMK AO2 LTG DSNT ALQDS P0001 T02610233 IEM_GHCNH,PGD,KPGD,2016-06-17 17:09:00+00:00,PRIMARY,0,0 days 00:04:00
ERA16WA221,INC,93414,2016-06-16 16:03:00+00:00,Rionegro,,Colombia,,N963CH,FALSE,,,None,0,0,0,,,6.171666,-75.424446,GULFSTREAM,GULFSTREAM150,AIR,SKRG,Jose Maria Cordova Int'l,FALSE,2,,BUS,091,Minor,VMC,,,FALSE,,,SKRG,2016-06-16 16:00:00+00:00,71.6,50,46.43,150,8,,6.21,30.36,0,M,SKRG 161600Z 15008KT 080V180 9999 SCT020 22/10 A3036,SKRG,SKRG,2016-06-16 16:03:00+00:00,PRIMARY,0,0 days 00:03:00
GAA16CA304,ACC,93370,2016-06-10 13:49:00+00:00,Climax,North Carolina,United States,,N77216,FALSE,DirectorBrief,2016-08-31T04:00:00Z,None,0,0,0,"An evasive maneuver during the landing roll to avoid deer on the runway, which resulted in a runway excursion and a nose over. Contributing to the accident was the lack of an airport perimeter fence.",,35.942222,-79.685554,CESSNA,120,AIR,3A4,SOUTHEAST GREENSBORO,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93370,8/24/2016 15:01,BUY,2016-06-10 13:54:00+00:00,74,49,41.21,80,5,,10,30.15,0,M,KBUY 101354Z AUTO 08005KT 10SM CLR 23/09 A3015 RMK AO2 SLP205 T02330094,3A4,BUY,2016-06-10 13:49:00+00:00,FALLBACK,12.075630218249335,0 days 00:05:00
GAA16CA337,ACC,93474,2016-06-09 10:00:00+00:00,Buena Vista,Colorado,United States,,N9915Y,FALSE,DirectorBrief,2016-07-25T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and substantial damage to the firewall.",,38.816665,-106.121665,CESSNA,T210,AIR,AEJ,CENTRAL COLORADO RGNL,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93474,7/15/2016 19:59,AEJ,2016-06-09 09:55:00+00:00,47.3,40,75.93,80,4,,10,30.22,0,M,KAEJ 090955Z AUTO 08004KT 10SM SCT100 SCT120 09/05 A3022 RMK AO2 T00850045,AEJ,KAEJ,2016-06-09 10:00:00+00:00,PRIMARY,0,0 days 00:05:00
GAA16CA278,ACC,93311,2016-05-31 18:35:00+00:00,Wadsworth,Ohio,United States,,N991K,FALSE,DirectorBrief,2016-08-03T04:00:00Z,None,0,0,0,"The pilot's inadvertent power reduction during landing, which resulted in a runway undershoot, collision with the runway threshold, nose and right main landing gear collapse, and runway excursion.",,41.002498,-81.754997,PIPER,PA24,AIR,3G3,WADSWORTH MUNI,FALSE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93311,7/22/2016 14:18,BJJ,2016-05-31 18:56:00+00:00,84,55,37.08,60,8,,10,30.01,0,M,KBJJ 311856Z AUTO 06008KT 10SM FEW060 29/13 A3001 RMK AO2 SLP156 T02890128,3G3,BJJ,2016-05-31 18:35:00+00:00,FALLBACK,9.847342788,0 days 00:21:00
CEN16LA202,ACC,93285,2016-05-29 11:00:00+00:00,Carlsbad,New Mexico,United States,,N95R,FALSE,DirectorBrief,2018-09-11T04:00:00Z,None,0,0,0,The pilot's failure to maintain directional control while landing in crosswind conditions.,,32.337501,-104.263336,Harry Oas,Pitts S1C,AIR,CNM,Cavern City Air Terminal,TRUE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93285,6/7/2018 17:41,CNM,2016-05-29 10:53:00+00:00,69,61,75.4,120,5,,10,30.01,0,M,KCNM 291053Z AUTO 12005KT 10SM BKN026 21/16 A3001 RMK AO2 SLP104 T02060161,CNM,KCNM,2016-05-29 11:00:00+00:00,PRIMARY,0,0 days 00:07:00
GAA16CA311,ACC,93378,2016-05-27 13:30:00+00:00,Groveland,California,United States,,N2675E,FALSE,DirectorBrief,2016-08-31T04:00:00Z,Minor,0,0,1,"The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a collision with a concrete barrier wall.",,37.862499,-120.179443,CHAMPION,AERONCA 7AC,AIR,E45,PINE MOUNTAIN LAKE,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93378,8/17/2016 17:02,MCE,2016-05-27 13:53:00+00:00,59,48,66.88,0,0,,10,29.92,0,M,KMCE 271353Z AUTO 00000KT 10SM CLR 15/09 A2992 RMK AO2 SLP131 T01500089 TSNO,E45,MCE,2016-05-27 13:30:00+00:00,FALLBACK,38.17803116727374,0 days 00:23:00
GAA16CA247,ACC,93209,2016-05-18 19:20:00+00:00,Redding,California,United States,,N7610S,FALSE,DirectorBrief,2016-07-25T04:00:00Z,None,0,0,0,"The student pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and nose over.",,40.569721,-122.406669,CESSNA,182,AIR,O85,BENTON FIELD,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93209,7/14/2016 11:15,RDD,2016-05-18 18:53:00+00:00,90,48,23.68,,4,,10,29.93,0,M,KRDD 181853Z VRB04KT 10SM CLR 32/09 A2993 RMK AO2 SLP129 T03220089,O85,RDD,2016-05-18 19:20:00+00:00,FALLBACK,5.970812161652223,0 days 00:27:00
GAA16CA242,ACC,93198,2016-05-17 16:30:00+00:00,Grass Valley,California,United States,,N99SZ,FALSE,DirectorBrief,2016-07-25T04:00:00Z,Minor,0,0,1,"The pilot's failure to maintain a stabilized approach and landing, which resulted in a hard landing, loss of directional control, runway excursion, and collision with a parked airplane.",,39.223331,-121.004165,VAN B ANTHONY,ZODIAC,AIR,GOO,NEVADA COUNTY AIR PARK,TRUE,1,,PERS,091,Destroyed,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93198,7/14/2016 12:31,GOO,2016-05-17 16:20:00+00:00,64.4,39.2,39.43,300,5,,10,30.03,0,M,KGOO 171620Z AUTO 30005KT 10SM CLR 18/04 A3003 RMK AO1,GOO,KGOO,2016-05-17 16:30:00+00:00,PRIMARY,0,0 days 00:10:00
WPR16LA109,ACC,93161,2016-05-13 14:15:00+00:00,Las Vegas,Nevada,United States,,N6281V,FALSE,DirectorBrief,2017-05-01T04:00:00Z,None,0,0,0,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion.",,36.210556,-115.193611,CESSNA,172RG,AIR,VGT,NORTH LAS VEGAS,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93161,3/30/2017 17:00,BJJ,2016-05-13 13:56:00+00:00,60,51,72.13,280,14,,10,29.95,0,M,KBJJ 131356Z AUTO 28014KT 10SM FEW022 16/11 A2995 RMK AO2 SLP138 T01560106,10G,BJJ,2016-05-13 14:15:00+00:00,FALLBACK,20.438170177718494,0 days 00:19:00
GAA16CA238,ACC,93186,2016-05-13 11:55:00+00:00,Millersburg,Ohio,United States,,N17734,FALSE,DirectorBrief,2016-09-12T04:00:00Z,None,0,0,0,"The pilot's loss of directional control during landing in gusting wind conditions resulting in excessive brake application, and airplane nose over.",,40.536666,-81.955833,WACO,YKS 7,AIR,10G,HOLMES COUNTY,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93186,9/1/2016 12:17,BJJ,2016-05-13 11:56:00+00:00,56,51,83.69,280,13,,10,29.92,0,M,KBJJ 131156Z AUTO 28013KT 10SM BKN075 13/11 A2992 RMK AO2 SLP127 60002 70026 T01330106 10144 20133 53017,10G,BJJ,2016-05-13 11:55:00+00:00,FALLBACK,20.438170177718494,0 days 00:01:00
CEN16LA178,ACC,93151,2016-05-10 15:00:00+00:00,Akron,Ohio,United States,,N57535,FALSE,DirectorBrief,2016-10-06T04:00:00Z,None,0,0,0,"A missing bolt in the nose landing gear assembly, which resulted in the airplane suddenly turning left and the pilot's inability to maintain directional control during a crosswind takeoff.",,40.915,-81.443611,MOONEY AIRCRAFT CORP.,M20K,AIR,CAK,AKRON-CANTON RGNL,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93151,8/8/2016 19:10,CAK,2016-05-10 14:51:00+00:00,55,46,71.6,130,10,,10,30.16,0,M,KCAK 101451Z 13010KT 10SM OVC100 13/08 A3016 RMK AO2 SLP214 60000 T01280078 52003,CAK,KCAK,2016-05-10 15:00:00+00:00,PRIMARY,0,0 days 00:09:00
GAA16CA223,ACC,93129,2016-05-06 11:01:00+00:00,Jasper,Texas,United States,,N917CF,FALSE,DirectorBrief,2016-07-14T04:00:00Z,None,0,0,0,"The pilot's failure to maintain pitch control during the landing flare, which resulted in abnormal runway contact, a nose wheel landing gear collapse, and runway excursion.",,30.886667,-94.035278,CESSNA,T206,AIR,JAS,JASPER COUNTY-BELL FIELD,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93129,6/10/2016 17:35,JAS,2016-05-06 10:55:00+00:00,51,50.18,97.36,0,0,,10,30.04,0,M,KJAS 061055Z AUTO 00000KT 10SM CLR 11/10 A3004 RMK AO2 T01050101,JAS,KJAS,2016-05-06 11:01:00+00:00,PRIMARY,0,0 days 00:06:00
GAA16CA219,ACC,93122,2016-05-02 10:30:00+00:00,Mesa,Arizona,United States,,N509ND,FALSE,DirectorBrief,2016-07-14T04:00:00Z,None,0,0,0,"The student pilot's failure to maintain pitch control during the landing flare, which resulted in an abnormal runway contact, porpoise, nose gear collapse, runway excursion, and impact with terrain.",,33.304164,-111.656387,CESSNA,172,AIR,IWA,PHOENIX-MESA GATEWAY,FALSE,1,,PERS,091,Substantial,VMC,UND AEROSPACE FOUNDATION,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93122,7/12/2016 10:52,IWA,2016-05-02 10:35:00+00:00,55.4,37.4,50.64,140,4,,10,29.97,0,M,KIWA 021035Z AUTO 14004KT 10SM CLR 13/03 A2997 RMK AO2,IWA,KIWA,2016-05-02 10:30:00+00:00,PRIMARY,0,0 days 00:05:00
ERA16LA173,ACC,93083,2016-04-30 10:00:00+00:00,Calverton,New York,United States,,N8660K,FALSE,DirectorBrief,2019-03-18T04:00:00Z,None,0,0,0,The pilot's failure to maintain directional control during the landing roll.,,40.915,-72.791946,UNIVERSAL STINSON,108,AIR,3C8,CALVERTON EXECUTIVE AIRPARK,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93083,12/18/2018 20:22,HWV,2016-04-30 09:56:00+00:00,45,39,79.54,0,0,,10,30.19,0,M,KHWV 300956Z AUTO 00000KT 10SM BKN050 OVC065 07/04 A3019 RMK AO2 SLP223 T00720039 TSNO,3C8,HWV,2016-04-30 10:00:00+00:00,FALLBACK,6.591910118,0 days 00:04:00
WPR16LA092,ACC,93014,2016-04-13 11:05:00+00:00,Death Valley,California,United States,,N21SG,FALSE,DirectorBrief,2020-04-13T04:00:00Z,None,0,0,0,A runway overrun for reasons that could not be determined based on the available information.,,36.460556,-116.879722,CESSNA,421C,AIR,L06,Furnace Creek Airport,FALSE,2,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93014,1/16/2020 18:18,DRA,2016-04-13 10:53:00+00:00,57,40,52.7,60,6,,10,30.05,0,M,KDRA 131053Z AUTO 06006KT 10SM CLR 14/04 A3005 RMK AO2 SLP142 T01390044,L06,DRA,2016-04-13 11:05:00+00:00,FALLBACK,42.20385634515985,0 days 00:12:00
GAA16CA192,ACC,93008,2016-04-12 11:35:00+00:00,Lee's Summit,Missouri,United States,,N7027F,FALSE,DirectorBrief,2016-06-01T04:00:00Z,None,0,0,0,"The flight instructor's failure to maintain directional control during an aborted landing, which resulted in a runway excursion and collision with a taxiway sign.",,38.963611,-94.371665,CESSNA AIRCRAFT CO,E162,AIR,LXT,Lee's Summit,FALSE,1,,INST,091,Substantial,VMC,Air Associates Inc.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93008,5/17/2016 18:36,LXT,2016-04-12 11:53:00+00:00,34,23,63.77,80,5,,10,30.33,0,M,KLXT 121153Z AUTO 08005KT 10SM CLR 01/M05 A3033 RMK AO2 SLP275 T00111050 10050 20011 52010,LXT,KLXT,2016-04-12 11:35:00+00:00,PRIMARY,0,0 days 00:18:00
CEN16LA153,ACC,93022,2016-04-01 17:20:00+00:00,Addison,Texas,United States,,N992BC,FALSE,DirectorBrief,2017-01-18T05:00:00Z,None,0,0,0,"Collapse of the nose landing gear during landing for reasons that could not be determined, because postaccident examination did not detect any anomalies consistent with a preimpact failure or malfunction.",,32.968612,-96.836387,GILL CRAIG,LANCAIR IV P PROPJET,AIR,ADS,Addison,TRUE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=93022,11/15/2016 12:55,ADS,2016-04-01 17:48:00+00:00,55.4,24.8,30.4,30,10,18,13,30.08,0,M,KADS 011748Z AUTO 03010G18KT 13SM SCT043 OVC070 13/M04 A3008 RMK RB 1725 RE 1738.,ADS,KADS,2016-04-01 17:20:00+00:00,PRIMARY,0,0 days 00:28:00
CEN16LA138,ACC,92935,2016-03-31 11:45:00+00:00,Shiprock,New Mexico,United States,,N180XV,FALSE,DirectorBrief,2016-08-16T04:00:00Z,Serious,0,1,0,The pilot's failure to maintain directional control after encountering a sudden change in wind direction during the landing roll.,,36.698333,-108.700553,CESSNA,180D,AIR,5V5,Shiprock Airstrip,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=92935,4/21/2016 20:21,FMN,2016-03-31 11:53:00+00:00,24,16,70.81,280,5,,10,29.88,0,M,KFMN 311153Z 28005KT 10SM CLR M04/M09 A2988 RMK AO2 SLP126 T10441089 11006 21056 56006,5V5,FMN,2016-03-31 11:45:00+00:00,FALLBACK,22.840797348352744,0 days 00:08:00
