station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,AirportID,WeatherStation,EventDate,NtsbNo
APA,2025-08-22 00:53,88.0,38.0,17.19,340.0,9.0,,10.0,30.17,0.0,M,KAPA 220053Z 34009KT 10SM FEW100 SCT140 SCT220 31/03 A3017 RMK AO2 SLP133 VIRGA T03110033,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 01:36,86.0,43.0,22.24,170.0,10.0,17.0,10.0,30.18,0.0,M,KAPA 220136Z 17010G17KT 10SM FEW100 SCT140 BKN220 30/06 A3018 RMK AO2 WSHFT 0116 T03000061,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 01:53,84.0,42.0,22.81,150.0,10.0,,10.0,30.19,0.0,M,KAPA 220153Z 15010KT 10SM FEW100 SCT140 BKN220 29/06 A3019 RMK AO2 WSHFT 0116 SLP135 T02890056,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 02:53,80.0,41.0,24.98,170.0,13.0,,10.0,30.21,0.0,M,KAPA 220253Z 17013KT 10SM SCT120 BKN220 27/05 A3021 RMK AO2 SLP143 T02670050 53011,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 03:53,80.0,40.0,24.03,200.0,9.0,,10.0,30.24,0.0,M,KAPA 220353Z 20009KT 10SM BKN120 BKN220 27/04 A3024 RMK AO2 SLP151 T02670044,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 04:53,74.0,49.0,41.29,350.0,12.0,,10.0,30.25,0.0,M,KAPA 220453Z 35012KT 10SM SCT120 BKN220 23/09 A3025 RMK AO2 SLP156 T02330094,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 05:53,72.0,49.0,44.17,280.0,6.0,,10.0,30.26,0.0,M,KAPA 220553Z 28006KT 10SM SCT140 BKN220 22/09 A3026 RMK AO2 SLP159 T02220094 10328 20222 51015,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 06:53,72.0,48.0,42.54,290.0,6.0,,10.0,30.27,0.0,M,KAPA 220653Z 29006KT 10SM FEW140 BKN220 22/09 A3027 RMK AO2 SLP162 T02220089 403390172,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 07:53,70.0,49.0,47.27,290.0,3.0,,10.0,30.27,0.0,M,KAPA 220753Z 29003KT 10SM FEW140 SCT220 21/09 A3027 RMK AO2 SLP161 T02110094,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 08:53,67.0,50.0,54.38,0.0,0.0,,10.0,30.26,0.0,M,KAPA 220853Z 00000KT 10SM FEW220 19/10 A3026 RMK AO2 SLP158 T01940100 58001,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 09:53,66.0,50.0,56.29,210.0,3.0,,10.0,30.25,0.0,M,KAPA 220953Z 21003KT 10SM FEW220 19/10 A3025 RMK AO2 SLP156 T01890100,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 10:53,63.0,48.0,58.01,180.0,5.0,,10.0,30.24,0.0,M,KAPA 221053Z 18005KT 10SM FEW220 17/09 A3024 RMK AO2 SLP154 T01720089,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 11:53,63.0,47.0,55.87,160.0,6.0,,10.0,30.24,0.0,M,KAPA 221153Z 16006KT 10SM FEW220 17/08 A3024 RMK AO2 SLP157 T01720083 10222 20167 56007,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 12:53,63.0,47.0,55.87,160.0,6.0,,10.0,30.23,0.0,M,KAPA 221253Z 16006KT 10SM SCT120 BKN220 17/08 A3023 RMK AO2 SLP156 T01720083,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 13:53,68.0,49.0,50.62,0.0,0.0,,10.0,30.24,0.0,M,KAPA 221353Z 00000KT 10SM BKN120 BKN220 20/09 A3024 RMK AO2 SLP159 T02000094,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 14:53,72.0,49.0,44.17,360.0,4.0,,10.0,30.26,0.0,M,KAPA 221453Z 36004KT 10SM FEW070 SCT120 BKN220 22/09 A3026 RMK AO2 SLP165 T02220094 53005,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 15:53,76.0,52.0,43.18,20.0,9.0,,10.0,30.27,0.0,M,KAPA 221553Z 02009KT 10SM FEW070 SCT120 BKN220 24/11 A3027 RMK AO2 SLP167 T02440111,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 16:53,78.0,52.0,40.42,340.0,12.0,,10.0,30.3,0.0,M,KAPA 221653Z COR 34012KT 10SM FEW080 BKN120 BKN220 26/11 A3030 RMK AO2 SLP182 T02560111,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 17:53,78.0,54.0,43.49,340.0,13.0,20.0,10.0,30.32,0.0,M,KAPA 221753Z 34013G20KT 10SM FEW100 BKN110 BKN200 26/12 A3032 RMK AO2 SLP188 T02560122 10261 20167 51017,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 18:53,79.0,56.0,45.26,360.0,11.0,21.0,10.0,30.32,0.0,M,KAPA 221853Z 36011G21KT 10SM SCT080 BKN130 BKN220 26/13 A3032 RMK AO2 SLP187 T02610133,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 19:53,79.0,57.0,46.93,360.0,14.0,21.0,10.0,30.33,0.0,M,KAPA 221953Z 36014G21KT 10SM SCT041 BKN120 BKN220 26/14 A3033 RMK AO2 SLP194 T02610139,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 20:53,74.0,58.0,57.42,360.0,18.0,,10.0,30.35,0.0,M,KAPA 222053Z 36018KT 10SM FEW039 SCT047 BKN055 BKN130 23/14 A3035 RMK AO2 PK WND 35028/2039 SLP209 T02330144 53010,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 21:53,74.0,57.0,55.39,10.0,11.0,,10.0,30.35,,M,KAPA 222153Z 01011KT 10SM FEW047 SCT100 SCT140 SCT220 23/14 A3035 RMK AO2 PK WND 36026/2055 RAB12E29 SLP211 P0000 T02330139,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 22:53,71.0,57.0,61.28,20.0,9.0,,10.0,30.36,0.0,M,KAPA 222253Z 02009KT 10SM SCT060 BKN110 BKN140 BKN220 22/14 A3036 RMK AO2 SLP219 OCNL LTGICCG DSNT SW CB DSNT SW MOV SE T02170139,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 23:38,70.0,57.0,63.4,360.0,7.0,,10.0,30.35,0.0,M,KAPA 222338Z 36007KT 10SM SCT060 BKN110 BKN140 BKN220 21/14 A3035 RMK AO2 OCNL LTGICCG DSNT SW CB DSNT SW MOV E T02110139,KAPA,KAPA,2025-08-22,CEN25LA333
APA,2025-08-22 23:53,69.0,57.0,65.6,340.0,9.0,,10.0,30.36,0.0,M,KAPA 222353Z 34009KT 10SM FEW060 BKN110 BKN140 BKN220 21/14 A3036 RMK AO2 SLP223 OCNL LTGICCG DSNT W CB DSNT W MOV E 60000 T02060139 10267 20206 53003,KAPA,KAPA,2025-08-22,CEN25LA333
FRG,2025-07-22 00:53,76.0,60.0,57.69,20.0,7.0,,10.0,29.97,,-RA,KFRG 220053Z 02007KT 10SM -RA FEW034 SCT044 OVC055 24/16 A2997 RMK AO2 RAB47 SLP146 P0000 T02440156,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 01:53,74.0,55.0,51.52,20.0,7.0,,10.0,29.99,0.01,M,KFRG 220153Z 02007KT 10SM SCT060 23/13 A2999 RMK AO2 RAE09 SLP153 P0001 T02330128,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 02:53,73.0,56.0,55.24,30.0,6.0,,10.0,30.01,0.0,M,KFRG 220253Z AUTO 03006KT 10SM BKN070 OVC080 23/13 A3001 RMK AO2 SLP160 60001 T02280133 51022,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 03:53,71.0,57.0,61.28,20.0,5.0,,10.0,30.02,0.0,M,KFRG 220353Z AUTO 02005KT 10SM FEW090 22/14 A3002 RMK AO2 SLP165 T02170139,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 04:53,70.0,56.0,61.15,20.0,5.0,,10.0,30.03,0.0,M,KFRG 220453Z AUTO 02005KT 10SM BKN070 21/13 A3003 RMK AO2 SLP168 T02110133 402940206,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 05:53,67.0,54.0,63.02,30.0,5.0,,10.0,30.04,0.0,M,KFRG 220553Z AUTO 03005KT 10SM CLR 19/12 A3004 RMK AO2 SLP170 60001 T01940122 10256 20194 51010,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 06:53,66.0,54.0,65.24,20.0,5.0,,10.0,30.04,0.0,M,KFRG 220653Z AUTO 02005KT 10SM CLR 19/12 A3004 RMK AO2 SLP172 T01890122,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 07:53,66.0,58.0,75.41,40.0,6.0,,10.0,30.04,0.0,M,KFRG 220753Z AUTO 04006KT 10SM CLR 19/14 A3004 RMK AO2 SLP171 T01890144,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 08:53,66.0,61.0,83.93,30.0,7.0,,10.0,30.06,0.0,M,KFRG 220853Z AUTO 03007KT 10SM CLR 19/16 A3006 RMK AO2 SLP177 T01890161 53007,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 09:53,66.0,59.0,78.16,40.0,7.0,,10.0,30.07,0.0,M,KFRG 220953Z AUTO 04007KT 10SM FEW029 19/15 A3007 RMK AO2 SLP183 T01890150,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 10:53,67.0,56.0,67.78,50.0,7.0,,10.0,30.1,0.0,M,KFRG 221053Z 05007KT 10SM FEW036 19/13 A3010 RMK AO2 SLP191 T01940133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 11:53,68.0,55.0,63.15,50.0,8.0,,10.0,30.12,0.0,M,KFRG 221153Z 05008KT 10SM BKN043 BKN055 20/13 A3012 RMK AO2 SLP199 70001 T02000128 10200 20189 53022,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 12:53,71.0,55.0,57.0,40.0,8.0,,10.0,30.14,0.0,M,KFRG 221253Z 04008KT 10SM SCT046 SCT060 22/13 A3014 RMK AO2 SLP204 T02170128,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 13:53,74.0,56.0,53.42,,5.0,,10.0,30.14,0.0,M,KFRG 221353Z VRB05KT 10SM FEW041 23/13 A3014 RMK AO2 SLP205 T02330133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 14:53,74.0,56.0,53.42,110.0,7.0,,10.0,30.14,0.0,M,KFRG 221453Z 11007KT 10SM BKN043 BKN050 23/13 A3014 RMK AO2 SLP206 T02330133 51007,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 15:53,75.0,56.0,51.67,110.0,4.0,,10.0,30.14,0.0,M,KFRG 221553Z 11004KT 10SM OVC046 24/13 A3014 RMK AO2 SLP206 T02390133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 16:53,74.0,56.0,53.42,150.0,10.0,,10.0,30.14,0.0,M,KFRG 221653Z 15010KT 10SM BKN046 OVC055 23/13 A3014 RMK AO2 SLP204 T02330133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 17:53,77.0,57.0,50.12,130.0,10.0,,10.0,30.14,0.0,M,KFRG 221753Z 13010KT 10SM FEW055 25/14 A3014 RMK AO2 SLP205 T02500139 10250 20200 55001,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 18:53,76.0,56.0,49.97,150.0,8.0,,10.0,30.13,0.0,M,KFRG 221853Z 15008KT 10SM FEW055 24/13 A3013 RMK AO2 SLP203 T02440133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 19:53,75.0,55.0,49.82,160.0,8.0,,10.0,30.13,0.0,M,KFRG 221953Z 16008KT 10SM FEW070 24/13 A3013 RMK AO2 SLP201 T02390128,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 20:53,74.0,57.0,55.39,150.0,6.0,,10.0,30.13,0.0,M,KFRG 222053Z 15006KT 10SM BKN065 23/14 A3013 RMK AO2 SLP202 T02330139 55003,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 21:53,75.0,56.0,51.67,150.0,7.0,,10.0,30.14,0.0,M,KFRG 222153Z 15007KT 10SM FEW070 24/13 A3014 RMK AO2 SLP207 T02390133,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 22:53,73.0,55.0,53.28,150.0,9.0,,10.0,30.15,0.0,M,KFRG 222253Z 15009KT 10SM CLR 23/13 A3015 RMK AO2 SLP210 T02280128,FRG,KFRG,2025-07-22,ERA25LA276
FRG,2025-07-22 23:53,72.0,55.0,55.1,160.0,10.0,,10.0,30.16,0.0,M,KFRG 222353Z 16010KT 10SM CLR 22/13 A3016 RMK AO2 SLP213 T02220128 10250 20222 51011,FRG,KFRG,2025-07-22,ERA25LA276
ANE,2025-07-17 00:46,59.0,53.6,82.26,10.0,10.0,,10.0,30.01,0.0,M,KANE 170046Z 01010KT 10SM SCT019 BKN039 15/12 A3001,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 01:48,57.2,51.8,82.13,360.0,12.0,17.0,10.0,30.03,0.0,M,KANE 170148Z 36012G17KT 10SM SCT017 BKN039 14/11 A3003,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 02:45,57.2,51.8,82.13,20.0,12.0,17.0,10.0,30.05,0.0,M,KANE 170245Z 02012G17KT 10SM BKN043 14/11 A3005,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 03:15,57.2,51.8,82.13,10.0,9.0,,10.0,30.05,0.0,M,KANE 170315Z AUTO 01009KT 10SM SCT043 14/11 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 03:35,57.2,51.8,82.13,20.0,9.0,14.0,10.0,30.05,0.0,M,KANE 170335Z AUTO 02009G14KT 10SM CLR 14/11 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 03:55,57.2,51.8,82.13,10.0,8.0,,10.0,30.06,0.0,M,KANE 170355Z AUTO 01008KT 10SM CLR 14/11 A3006 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 04:15,57.2,51.8,82.13,20.0,9.0,,10.0,30.05,0.0,M,KANE 170415Z AUTO 02009KT 10SM CLR 14/11 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 04:35,57.2,50.0,76.83,30.0,6.0,,10.0,30.05,0.0,M,KANE 170435Z AUTO 03006KT 10SM SCT120 14/10 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 04:55,57.2,50.0,76.83,10.0,7.0,,10.0,30.05,0.0,M,KANE 170455Z AUTO 01007KT 10SM CLR 14/10 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 05:15,57.2,50.0,76.83,10.0,6.0,,10.0,30.05,0.0,M,KANE 170515Z AUTO 01006KT 10SM CLR 14/10 A3005 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 05:35,55.4,48.2,76.67,360.0,7.0,,10.0,30.06,0.0,M,KANE 170535Z AUTO 36007KT 10SM CLR 13/09 A3006 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 05:55,55.4,48.2,76.67,350.0,6.0,,10.0,30.07,0.0,M,KANE 170555Z AUTO 35006KT 10SM CLR 13/09 A3007 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 06:15,55.4,48.2,76.67,350.0,6.0,,10.0,30.07,0.0,M,KANE 170615Z AUTO 35006KT 10SM CLR 13/09 A3007 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 06:35,53.6,48.2,81.87,350.0,5.0,,10.0,30.07,0.0,M,KANE 170635Z AUTO 35005KT 10SM CLR 12/09 A3007 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 06:55,53.6,50.0,87.56,350.0,4.0,,10.0,30.06,0.0,M,KANE 170655Z AUTO 35004KT 10SM CLR 12/10 A3006 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 07:15,53.6,48.2,81.87,340.0,3.0,,10.0,30.07,0.0,M,KANE 170715Z AUTO 34003KT 10SM CLR 12/09 A3007 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 07:35,53.6,50.0,87.56,340.0,4.0,,10.0,30.07,0.0,M,KANE 170735Z AUTO 34004KT 10SM CLR 12/10 A3007 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 07:55,53.6,51.8,93.6,340.0,5.0,,10.0,30.08,0.0,M,KANE 170755Z AUTO 34005KT 10SM CLR 12/11 A3008 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 08:15,51.8,51.8,100.0,350.0,6.0,,10.0,30.08,0.0,M,KANE 170815Z AUTO 35006KT 10SM CLR 11/11 A3008 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 08:35,51.8,51.8,100.0,340.0,4.0,,10.0,30.08,0.0,M,KANE 170835Z AUTO 34004KT 10SM CLR 11/11 A3008 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 08:55,51.8,51.8,100.0,340.0,5.0,,10.0,30.08,0.0,M,KANE 170855Z AUTO 34005KT 10SM CLR 11/11 A3008 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 09:15,51.8,51.8,100.0,0.0,0.0,,10.0,30.09,0.0,M,KANE 170915Z AUTO 00000KT 10SM CLR 11/11 A3009 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 09:35,51.8,51.8,100.0,0.0,0.0,,10.0,30.09,0.0,M,KANE 170935Z AUTO 00000KT 10SM CLR 11/11 A3009 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 09:55,51.8,51.8,100.0,0.0,0.0,,10.0,30.11,0.0,M,KANE 170955Z AUTO 00000KT 10SM CLR 11/11 A3011 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 10:15,51.8,51.8,100.0,0.0,0.0,,10.0,30.11,0.0,M,KANE 171015Z AUTO 00000KT 10SM CLR 11/11 A3011 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 10:35,51.8,51.8,100.0,290.0,3.0,,10.0,30.12,0.0,M,KANE 171035Z AUTO 29003KT 10SM CLR 11/11 A3012 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 10:55,48.2,48.2,100.0,300.0,3.0,,10.0,30.13,0.0,M,KANE 171055Z AUTO 30003KT 10SM CLR 09/09 A3013 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 11:15,50.0,50.0,100.0,0.0,0.0,,10.0,30.14,0.0,M,KANE 171115Z AUTO 00000KT 10SM CLR 10/10 A3014 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 11:35,51.8,51.8,100.0,0.0,0.0,,10.0,30.14,0.0,M,KANE 171135Z AUTO 00000KT 10SM CLR 11/11 A3014 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 11:55,53.6,53.6,100.0,0.0,0.0,,10.0,30.15,0.0,M,KANE 171155Z AUTO 00000KT 10SM CLR 12/12 A3015 RMK AO2,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 11:57,53.6,53.6,100.0,0.0,0.0,,10.0,30.15,0.0,M,KANE 171157Z 00000KT 10SM CLR 12/12 A3015,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 12:45,57.2,53.6,87.75,0.0,0.0,,10.0,30.15,0.0,M,KANE 171245Z 00000KT 10SM CLR 14/12 A3015,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 13:55,62.6,51.8,67.76,320.0,5.0,,10.0,30.16,0.0,M,KANE 171355Z COR 32005KT 10SM CLR 17/11 A3016,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 14:49,66.2,55.4,68.18,350.0,5.0,,10.0,30.16,0.0,M,KANE 171449Z 35005KT 10SM CLR 19/13 A3016,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 15:49,68.0,51.8,56.16,320.0,4.0,,10.0,30.15,0.0,M,KANE 171549Z 32004KT 10SM CLR 20/11 A3015,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 16:50,69.8,50.0,49.4,350.0,4.0,,10.0,30.13,0.0,M,KANE 171650Z 35004KT 10SM SCT049 21/10 A3013,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 17:45,71.6,48.2,43.45,20.0,6.0,,10.0,30.13,0.0,M,KANE 171745Z 02006KT 10SM SCT049 22/09 A3013,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 18:50,71.6,48.2,43.45,330.0,7.0,,10.0,30.13,0.0,M,KANE 171850Z 33007KT 320V020 10SM FEW049 22/09 A3013,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 19:47,73.4,50.0,43.73,10.0,7.0,,10.0,30.13,0.0,M,KANE 171947Z 01007KT 10SM CLR 23/10 A3013,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 20:46,71.6,48.2,43.45,10.0,7.0,,10.0,30.13,0.0,M,KANE 172046Z 01007KT 10SM SCT055 22/09 A3013,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 21:45,73.4,48.2,40.89,40.0,8.0,,10.0,30.11,0.0,M,KANE 172145Z 04008KT 10SM SCT055 23/09 A3011,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 22:52,73.4,46.4,38.21,,4.0,,10.0,30.1,0.0,M,KANE 172252Z VRB04KT 10SM CKR 23/08 A3010,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 22:53,73.4,46.4,38.21,,4.0,,10.0,30.1,0.0,M,KANE 172253Z COR VRB04KT 10SM CLR 23/08 A3010,ANE,KANE,2025-07-17,CEN25LA258
ANE,2025-07-17 23:46,71.6,46.4,40.6,0.0,0.0,,10.0,30.1,0.0,M,KANE 172346Z 00000KT 10SM CLR 22/08 A3010,ANE,KANE,2025-07-17,CEN25LA258
M21,2025-07-03 00:15,84.2,68.0,58.4,0.0,0.0,,10.0,29.98,0.0,M,KM21 030015Z AUTO 00000KT 10SM CLR 29/20 A2998 RMK AO2 T02900200,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 00:35,83.0,68.0,60.7,0.0,0.0,,10.0,29.98,0.0,M,KM21 030035Z AUTO 00000KT 10SM CLR 28/20 A2998 RMK AO2 T02830199,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 00:55,80.4,69.4,69.28,0.0,0.0,,10.0,29.98,0.0,M,KM21 030055Z AUTO 00000KT 10SM CLR 27/21 A2998 RMK AO2 T02690208,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 01:15,78.6,68.5,71.25,0.0,0.0,,10.0,29.99,0.0,M,KM21 030115Z AUTO 00000KT 10SM CLR 26/20 A2999 RMK AO2 T02590203,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 01:35,75.2,74.0,96.07,0.0,0.0,,10.0,29.99,0.0,M,KM21 030135Z AUTO 00000KT 10SM CLR 24/23 A2999 RMK AO2 T02400233,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 01:55,74.5,73.4,96.38,0.0,0.0,,10.0,29.99,0.0,M,KM21 030155Z AUTO 00000KT 10SM CLR 24/23 A2999 RMK AO2 T02360230,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 02:15,74.0,72.5,95.08,0.0,0.0,,10.0,29.99,0.0,M,KM21 030215Z AUTO 00000KT 10SM CLR 23/23 A2999 RMK AO2 T02340225,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 02:35,74.0,72.0,93.49,0.0,0.0,,10.0,30.0,0.0,M,KM21 030235Z AUTO 00000KT 10SM CLR 23/22 A3000 RMK AO2 T02340222,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 02:55,72.3,72.0,98.99,0.0,0.0,,10.0,30.0,0.0,M,KM21 030255Z AUTO 00000KT 10SM CLR 22/22 A3000 RMK AO2 T02240222,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 03:15,71.6,71.0,97.99,0.0,0.0,,10.0,30.01,0.0,M,KM21 030315Z AUTO 00000KT 10SM CLR 22/22 A3001 RMK AO2 T02200217,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 03:35,71.2,71.0,99.32,0.0,0.0,,10.0,30.01,0.0,M,KM21 030335Z AUTO 00000KT 10SM CLR 22/22 A3001 RMK AO2 T02180216,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 03:55,71.0,70.7,98.99,0.0,0.0,,10.0,30.01,0.0,M,KM21 030355Z AUTO 00000KT 10SM CLR 22/22 A3001 RMK AO2 T02160215,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 04:15,71.4,71.0,98.65,0.0,0.0,,10.0,30.01,0.0,M,KM21 030415Z AUTO 00000KT 10SM CLR 22/22 A3001 RMK AO2 T02190217,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 04:35,71.0,70.7,98.99,0.0,0.0,,10.0,30.01,0.0,M,KM21 030435Z AUTO 00000KT 10SM SCT060 22/22 A3001 RMK AO2 T02170215,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 04:55,71.0,70.7,98.99,0.0,0.0,,10.0,30.01,0.0,M,KM21 030455Z AUTO 00000KT 10SM BKN060 BKN070 22/22 A3001 RMK AO2 T02170215,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 05:15,70.7,70.3,98.65,0.0,0.0,,10.0,30.01,0.0,M,KM21 030515Z AUTO 00000KT 10SM SCT070 22/21 A3001 RMK AO2 T02150213,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 05:35,70.3,70.0,98.98,0.0,0.0,,7.0,30.01,0.0,M,KM21 030535Z AUTO 00000KT 7SM CLR 21/21 A3001 RMK AO2 T02130211,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 05:55,69.8,69.4,98.64,0.0,0.0,,10.0,30.01,0.0,M,KM21 030555Z AUTO 00000KT 10SM CLR 21/21 A3001 RMK AO2 T02100208 10292 20210 403110183,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 06:15,69.3,69.0,98.98,0.0,0.0,,7.0,30.0,0.0,M,KM21 030615Z AUTO 00000KT 7SM CLR 21/21 A3000 RMK AO2 T02070206,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 06:35,69.3,69.0,98.98,0.0,0.0,,7.0,30.0,0.0,M,KM21 030635Z AUTO 00000KT 7SM CLR 21/21 A3000 RMK AO2 T02070206,M21,KM21,2025-07-03,ERA25LA257
M21,2025-07-03 06:55,69.0,69.0,100.0,0.0,0.0,,7.0,30.0,0.0,M,KM21 030655Z AUTO 00000KT 7SM SCT060 21/21 A3000 RMK AO2 T02060205,M21,KM21,2025-07-03,ERA25LA257
