station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,NtsbNo,AirportID,EventDate,WeatherStation,Distance_nm
DUJ,2025-09-29 00:53,69.0,57.0,65.6,330.0,4.0,,10.0,30.19,0.0,M,KDUJ 290053Z AUTO 33004KT 10SM CLR 21/14 A3019 RMK AO2 SLP218 T02060139 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 01:53,66.0,57.0,72.74,360.0,5.0,,10.0,30.2,0.0,M,KDUJ 290153Z AUTO 36005KT 10SM CLR 19/14 A3020 RMK AO2 SLP222 T01890139 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 02:53,63.0,56.0,77.91,0.0,0.0,,10.0,30.22,0.0,M,KDUJ 290253Z AUTO 00000KT 10SM CLR 17/13 A3022 RMK AO2 SLP229 T01720133 53013 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 03:53,62.0,55.0,77.82,0.0,0.0,,10.0,30.23,0.0,M,KDUJ 290353Z AUTO 00000KT 10SM CLR 17/13 A3023 RMK AO2 SLP227 T01670128 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 04:53,59.0,54.0,83.47,30.0,3.0,,10.0,30.23,0.0,M,KDUJ 290453Z AUTO 03003KT 10SM CLR 15/12 A3023 RMK AO2 SLP228 T01500122 402670111 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 05:53,59.0,54.0,83.47,60.0,3.0,,10.0,30.22,0.0,M,KDUJ 290553Z AUTO 06003KT 10SM CLR 15/12 A3022 RMK AO2 SLP225 T01500122 10217 20144 50000 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 06:53,57.0,54.0,89.68,70.0,5.0,,10.0,30.23,0.0,M,KDUJ 290653Z AUTO 07005KT 10SM CLR 14/12 A3023 RMK AO2 SLP229 T01390122 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 07:53,54.0,52.0,92.92,40.0,4.0,,10.0,30.23,0.0,M,KDUJ 290753Z AUTO 04004KT 10SM CLR 12/11 A3023 RMK AO2 SLP226 T01220111 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 08:53,56.0,51.0,83.27,70.0,5.0,,10.0,30.23,0.0,M,KDUJ 290853Z AUTO 07005KT 10SM CLR 13/11 A3023 RMK AO2 SLP229 T01330106 51004 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 09:53,53.0,50.0,89.51,80.0,5.0,,10.0,30.24,0.0,M,KDUJ 290953Z AUTO 08005KT 10SM CLR 12/10 A3024 RMK AO2 SLP232 T01170100 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 10:53,52.0,49.0,89.46,80.0,6.0,,10.0,30.25,0.0,M,KDUJ 291053Z AUTO 08006KT 10SM CLR 11/09 A3025 RMK AO2 SLP239 T01110094 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 11:53,52.0,48.0,86.18,80.0,6.0,,10.0,30.27,0.0,M,KDUJ 291153Z AUTO 08006KT 10SM CLR 11/09 A3027 RMK AO2 SLP245 T01110089 10150 20106 53011 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 12:53,55.0,49.0,80.16,80.0,6.0,,10.0,30.28,0.0,M,KDUJ 291253Z AUTO 08006KT 10SM CLR 13/09 A3028 RMK AO2 SLP248 T01280094 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 13:53,59.0,49.0,69.39,80.0,6.0,,10.0,30.29,0.0,M,KDUJ 291353Z AUTO 08006KT 10SM CLR 15/09 A3029 RMK AO2 SLP250 T01500094 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 14:53,63.0,49.0,60.22,70.0,5.0,,10.0,30.29,0.0,M,KDUJ 291453Z AUTO 07005KT 10SM CLR 17/09 A3029 RMK AO2 SLP250 T01720094 51005 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 15:53,66.0,49.0,54.23,110.0,5.0,,10.0,30.29,0.0,M,KDUJ 291553Z AUTO 11005KT 10SM CLR 19/09 A3029 RMK AO2 SLP251 T01890094 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 16:53,69.0,50.0,50.77,100.0,5.0,,10.0,30.27,0.0,M,KDUJ 291653Z AUTO 10005KT 10SM CLR 21/10 A3027 RMK AO2 SLP245 T02060100 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 17:53,71.0,53.0,52.98,,3.0,,10.0,30.26,0.0,M,KDUJ 291753Z AUTO VRB03KT 10SM CLR 22/12 A3026 RMK AO2 SLP238 T02170117 10217 20111 58009 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 18:53,72.0,54.0,53.13,130.0,4.0,,10.0,30.24,0.0,M,KDUJ 291853Z AUTO 13004KT 10SM CLR 22/12 A3024 RMK AO2 SLP232 T02220122 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 19:53,72.0,54.0,53.13,100.0,3.0,,10.0,30.23,0.0,M,KDUJ 291953Z AUTO 10003KT 10SM CLR 22/12 A3023 RMK AO2 SLP230 T02220122 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 20:53,72.0,54.0,53.13,0.0,0.0,,10.0,30.23,0.0,M,KDUJ 292053Z AUTO 00000KT 10SM CLR 22/12 A3023 RMK AO2 SLP229 T02220122 56009 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 21:53,70.0,55.0,58.97,40.0,3.0,,10.0,30.23,0.0,M,KDUJ 292153Z AUTO 04003KT 10SM CLR 21/13 A3023 RMK AO2 SLP231 T02110128 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 22:53,68.0,55.0,63.15,0.0,0.0,,10.0,30.23,0.0,M,KDUJ 292253Z AUTO 00000KT 10SM CLR 20/13 A3023 RMK AO2 SLP233 T02000128 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
DUJ,2025-09-29 23:53,66.0,55.0,67.66,70.0,4.0,,10.0,30.22,0.0,M,KDUJ 292353Z AUTO 07004KT 10SM CLR 19/13 A3022 RMK AO2 SLP232 T01890128 10228 20189 58001 PWINO,ERA25LA375,N35,2025-09-29 19:05:00+00:00,DUJ,12.873873679286174
FSD,2025-07-20 00:50,73.4,66.2,78.23,90.0,8.0,,10.0,29.96,,M,KFSD 200050Z 09008KT 10SM BKN018 BKN130 BKN200 23/19 A2996 RMK AO2 RAE01 P0000,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 00:56,73.0,67.0,81.51,100.0,9.0,,10.0,29.95,,M,KFSD 200056Z 10009KT 10SM BKN018 OVC130 23/19 A2995 RMK AO2 RAE01 SLP136 P0000 T02280194,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 01:56,72.0,66.0,81.44,130.0,8.0,,10.0,29.98,,-RA,KFSD 200156Z 13008KT 10SM -RA BKN020 OVC130 22/19 A2998 RMK AO2 RAB14 SLP145 P0000 T02220189,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 02:42,70.0,66.0,87.16,100.0,8.0,,10.0,29.97,,-RA,KFSD 200242Z 10008KT 10SM -RA SCT023 OVC120 21/19 A2997 RMK AO2 P0000 T02110189,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 02:56,70.0,66.0,87.16,100.0,9.0,,10.0,29.97,,-RA,KFSD 200256Z 10009KT 10SM -RA SCT023 OVC110 21/19 A2997 RMK AO2 SLP143 P0000 60000 T02110189 50006,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 03:56,69.0,66.0,90.18,110.0,11.0,,10.0,29.97,,-RA,KFSD 200356Z 11011KT 10SM -RA FEW023 OVC110 21/19 A2997 RMK AO2 PRESFR SLP140 P0000 T02060189,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 04:56,68.0,66.0,93.33,30.0,5.0,,10.0,29.96,,M,KFSD 200456Z 03005KT 10SM FEW130 BKN170 20/19 A2996 RMK AO2 RAE31 SLP140 P0000 T02000189 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 05:56,67.0,65.0,93.3,50.0,7.0,,10.0,29.96,0.0,M,KFSD 200556Z AUTO 05007KT 10SM CLR 19/18 A2996 RMK AO2 SLP138 60000 T01940183 10228 20194 402560194 56005 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 06:56,66.0,64.0,93.27,60.0,9.0,,10.0,29.95,0.0,M,KFSD 200656Z AUTO 06009KT 10SM CLR 19/18 A2995 RMK AO2 SLP134 T01890178 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 07:56,66.0,64.0,93.27,80.0,7.0,,10.0,29.93,0.0,M,KFSD 200756Z AUTO 08007KT 10SM FEW080 19/18 A2993 RMK AO2 SLP129 T01890178 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 08:56,65.0,63.0,93.24,50.0,7.0,,10.0,29.94,0.0,M,KFSD 200856Z AUTO 05007KT 10SM SCT080 18/17 A2994 RMK AO2 SLP133 T01830172 55005 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 09:56,64.0,63.0,96.56,70.0,5.0,,10.0,29.94,0.0,M,KFSD 200956Z 07005KT 10SM FEW080 SCT130 18/17 A2994 RMK AO2 SLP131 T01780172 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 10:21,65.0,63.0,93.24,80.0,7.0,,10.0,29.94,0.0,M,KFSD 201021Z 08007KT 10SM SCT008 BKN110 18/17 A2994 RMK AO2 T01830172 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 10:27,65.0,63.0,93.24,80.0,11.0,19.0,10.0,29.94,0.0,M,KFSD 201027Z 08011G19KT 10SM BKN008 BKN110 18/17 A2994 RMK AO2 T01830172 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 10:56,65.0,64.0,96.57,70.0,11.0,,10.0,29.94,0.0,M,KFSD 201056Z 07011KT 10SM OVC005 18/18 A2994 RMK AO2 SLP131 T01830178 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 11:37,66.0,64.0,93.27,80.0,8.0,,10.0,29.95,0.0,M,KFSD 201137Z 08008KT 10SM SCT007 BKN060 19/18 A2995 RMK AO2 T01890178 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 11:56,66.0,64.0,93.27,70.0,8.0,,10.0,29.95,0.0,M,KFSD 201156Z 07008KT 10SM FEW007 BKN065 19/18 A2995 RMK AO2 SLP136 70002 T01890178 10194 20178 53003 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 12:56,68.0,64.0,87.05,80.0,10.0,,10.0,29.95,0.0,M,KFSD 201256Z 08010KT 10SM FEW065 20/18 A2995 RMK AO2 SLP135 T02000178 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 13:56,71.0,65.0,81.37,70.0,8.0,,10.0,29.96,0.0,M,KFSD 201356Z 07008KT 10SM FEW065 22/18 A2996 RMK AO2 SLP137 T02170183 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 14:56,73.0,67.0,81.51,70.0,8.0,,10.0,29.97,0.0,M,KFSD 201456Z 07008KT 10SM FEW035 SCT065 BKN100 23/19 A2997 RMK AO2 SLP142 T02280194 53007 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 15:56,76.0,68.0,76.32,100.0,10.0,,10.0,29.95,0.0,M,KFSD 201556Z 10010KT 10SM FEW070 SCT100 24/20 A2995 RMK AO2 SLP133 T02440200 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 16:42,77.0,69.0,76.41,120.0,14.0,,10.0,29.94,0.0,M,KFSD 201642Z 12014KT 10SM BKN019 BKN070 25/21 A2994 RMK AO2 T02500206 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 16:56,77.0,69.0,76.41,100.0,13.0,,10.0,29.95,0.0,M,KFSD 201656Z 10013KT 10SM BKN019 25/21 A2995 RMK AO2 SLP133 T02500206 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 17:56,78.0,70.0,76.49,110.0,6.0,,10.0,29.94,0.0,M,KFSD 201756Z 11006KT 10SM BKN019 26/21 A2994 RMK AO2 SLP131 T02560211 10261 20183 56009 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 18:56,80.0,70.0,71.64,130.0,12.0,,10.0,29.94,0.0,M,KFSD 201856Z 13012KT 10SM BKN024 BKN029 27/21 A2994 RMK AO2 SLP130 T02670211 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 19:56,81.0,70.0,69.34,100.0,13.0,,10.0,29.93,0.0,M,KFSD 201956Z 10013KT 10SM BKN027 BKN200 27/21 A2993 RMK AO2 SLP128 T02720211 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 20:18,80.0,69.0,69.23,130.0,14.0,19.0,10.0,29.94,0.0,M,KFSD 202018Z 13014G19KT 10SM BKN030 BKN140 BKN200 27/21 A2994 RMK AO2 T02670206 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 20:56,81.0,70.0,69.34,120.0,11.0,20.0,10.0,29.94,0.0,M,KFSD 202056Z 12011G20KT 10SM SCT032 BKN130 BKN200 27/21 A2994 RMK AO2 SLP130 T02720211 55001 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 21:45,79.0,68.0,69.12,50.0,7.0,,10.0,29.99,0.0,TS,KFSD 202145Z 05007KT 10SM TS FEW031 SCT043 BKN085CB BKN130 26/20 A2999 RMK AO2 TSB44 FRQ LTGICCG W TS W MOV E T02610200 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 21:56,78.0,69.0,73.93,40.0,9.0,,10.0,29.99,0.0,TS,KFSD 202156Z 04009KT 10SM TS FEW043 BKN080CB BKN110 OVC130 26/21 A2999 RMK AO2 TSB44 SLP147 FRQ LTGICCG W TS W MOV E T02560206 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 22:42,76.0,71.0,84.55,50.0,7.0,,8.0,29.98,0.01,-RA,KFSD 202242Z 05007KT 8SM -RA FEW040 BKN085 BKN110 BKN140 24/22 A2998 RMK AO2 RAB11 TSE41 P0001 T02440217 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 22:56,77.0,71.0,81.79,90.0,10.0,,10.0,29.93,0.01,-RA,KFSD 202256Z 09010KT 10SM -RA FEW037 BKN080 BKN110 BKN140 25/22 A2993 RMK AO2 RAB11 TSE41 SLP127 P0001 T02500217 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
FSD,2025-07-20 23:56,80.0,71.0,74.12,110.0,10.0,,10.0,29.91,,M,KFSD 202356Z 11010KT 10SM FEW025 FEW100 SCT140 SCT250 27/22 A2991 RMK AO2 RAE16 SLP120 ACC DSNT NE-SE P0000 60001 T02670217 10278 20244 58009 $,CEN25LA264,PQN,2025-07-20 14:15:00+00:00,FSD,31.287803138668735
AKR,2024-08-06 00:14,83.0,70.0,64.92,260.0,6.0,,10.0,30.0,0.0,VCTS,KAKR 060014Z AUTO 26006KT 10SM VCTS FEW041 BKN110 28/21 A3000 RMK AO2 T02830211,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 00:29,79.0,71.0,76.53,360.0,6.0,,10.0,30.0,0.0,M,KAKR 060029Z AUTO 36006KT 10SM BKN041 BKN050 OVC110 26/22 A3000 RMK AO2 LTG DSNT E T02610217,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 00:54,77.0,71.0,81.76,20.0,3.0,,10.0,30.0,0.0,M,KAKR 060054Z AUTO 02003KT 10SM FEW040 SCT065 25/22 A3000 RMK AO2 SLP151 T02500217,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 01:54,77.0,72.0,84.58,0.0,0.0,,10.0,30.01,0.0,M,KAKR 060154Z AUTO 00000KT 10SM FEW036 BKN043 OVC075 25/22 A3001 RMK AO2 SLP154 T02500222,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 02:54,77.0,72.0,84.58,0.0,0.0,,10.0,30.02,0.0,M,KAKR 060254Z AUTO 00000KT 10SM CLR 25/22 A3002 RMK AO2 SLP156 T02500222 51009,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 03:54,76.0,71.0,84.52,0.0,0.0,,10.0,30.02,0.0,M,KAKR 060354Z AUTO 00000KT 10SM CLR 24/22 A3002 RMK AO2 SLP155 T02440217,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 04:54,75.0,71.0,87.38,0.0,0.0,,10.0,30.01,0.0,M,KAKR 060454Z AUTO 00000KT 10SM CLR 24/22 A3001 RMK AO2 SLP152 T02390217 403110206,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 05:54,73.0,70.0,90.32,190.0,3.0,,10.0,29.99,0.0,M,KAKR 060554Z AUTO 19003KT 10SM CLR 23/21 A2999 RMK AO2 SLP145 T02280211 10289 20222 58010,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 06:54,72.0,69.0,90.28,0.0,0.0,,8.0,29.98,0.0,M,KAKR 060654Z AUTO 00000KT 8SM CLR 22/21 A2998 RMK AO2 SLP143 T02220206,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 07:54,73.0,70.0,90.32,0.0,0.0,,10.0,29.98,0.0,M,KAKR 060754Z AUTO 00000KT 10SM CLR 23/21 A2998 RMK AO2 SLP143 T02280211,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 08:54,72.0,70.0,93.43,0.0,0.0,,6.0,29.99,0.0,BR,KAKR 060854Z AUTO 00000KT 6SM BR SCT041 22/21 A2999 RMK AO2 SLP144 T02220211 55001,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 09:54,72.0,69.0,90.28,50.0,3.0,,7.0,29.98,0.0,M,KAKR 060954Z AUTO 05003KT 7SM FEW037 22/21 A2998 RMK AO2 SLP142 T02220206,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 10:54,72.0,70.0,93.43,0.0,0.0,,6.0,29.98,0.0,BR,KAKR 061054Z AUTO 00000KT 6SM BR BKN030 BKN035 22/21 A2998 RMK AO2 SLP142 T02220211,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 11:03,73.0,70.0,90.32,0.0,0.0,,6.0,29.98,0.0,BR,KAKR 061103Z AUTO 00000KT 6SM BR BKN028 BKN035 23/21 A2998 RMK AO2 T02280211,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 11:30,73.0,71.0,93.45,130.0,3.0,,5.0,29.98,0.0,BR,KAKR 061130Z AUTO 13003KT 5SM BR BKN031 23/22 A2998 RMK AO2 T02280217,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 11:54,74.0,71.0,90.36,100.0,4.0,,6.0,29.98,0.0,BR,KAKR 061154Z AUTO 10004KT 6SM BR SCT029 SCT049 BKN065 23/22 A2998 RMK AO2 SLP142 T02330217 10233 20217 56000,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 12:54,76.0,72.0,87.43,0.0,0.0,,7.0,29.97,0.0,M,KAKR 061254Z AUTO 00000KT 7SM SCT046 SCT055 BKN070 24/22 A2997 RMK AO2 SLP140 T02440222,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 13:09,76.0,71.0,84.52,130.0,4.0,,8.0,29.97,0.0,M,KAKR 061309Z AUTO 13004KT 8SM FEW009 BKN047 BKN075 24/22 A2997 RMK AO2 T02440217,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 13:54,79.0,72.0,79.17,160.0,4.0,,10.0,29.97,0.0,M,KAKR 061354Z AUTO 16004KT 10SM FEW013 SCT029 SCT055 26/22 A2997 RMK AO2 SLP137 T02610222,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 14:39,81.0,72.0,74.15,210.0,8.0,,10.0,29.96,0.0,M,KAKR 061439Z AUTO 21008KT 10SM FEW021 BKN029 BKN075 27/22 A2996 RMK AO2 LTG DSNT NE T02720222,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 14:49,82.4,73.4,74.28,210.0,8.0,,10.0,29.96,,-RA,KAKR 061449Z AUTO 21008KT 10SM -RA SCT028 BKN033 BKN048 28/23 A2996 RMK AO2 RAB49 P0000,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 14:54,82.0,73.0,74.24,210.0,6.0,,10.0,29.96,,-RA,KAKR 061454Z AUTO 21006KT 10SM -RA BKN028 BKN035 BKN075 28/23 A2996 RMK AO2 LTG DSNT NE RAB49 SLP136 P0000 60000 T02780228 55004,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 15:15,84.0,73.0,69.59,230.0,8.0,,10.0,29.95,,M,KAKR 061515Z AUTO 23008KT 10SM SCT027 29/23 A2995 RMK AO2 RAE1459 P0000 T02890228 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 15:54,85.0,73.0,67.39,220.0,7.0,,10.0,29.94,,M,KAKR 061554Z AUTO 22007KT 10SM SCT025 SCT037 BKN047 29/23 A2994 RMK AO2 RAE1459 SLP127 P0000 T02940228 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 16:30,86.0,73.0,65.27,240.0,11.0,20.0,10.0,29.93,0.0,VCTS,KAKR 061630Z AUTO 24011G20KT 10SM VCTS BKN028 BKN035 OVC050 30/23 A2993 RMK AO2 LTG DSNT NE T03000228 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 16:37,83.0,73.0,71.88,250.0,14.0,20.0,5.0,29.94,0.0,VCTS HZ,KAKR 061637Z AUTO 25014G20KT 5SM VCTS HZ BKN030 BKN050 BKN065 28/23 A2994 RMK AO2 T02830228 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 16:50,80.6,69.8,69.71,240.0,11.0,19.0,10.0,29.93,0.0,M,KAKR 061650Z AUTO 24011G19KT 10SM FEW020 SCT032 BKN060 27/21 A2993 RMK AO2 LTG DSNT NE PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 16:54,79.0,69.0,71.48,240.0,10.0,,10.0,29.93,0.0,M,KAKR 061654Z AUTO 24010KT 10SM FEW032 SCT043 BKN100 26/21 A2993 RMK AO2 SLP126 T02610206 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 17:54,82.0,73.0,74.24,170.0,8.0,,10.0,29.9,0.0,M,KAKR 061754Z AUTO 17008KT 10SM FEW038 SCT090 28/23 A2990 RMK AO2 SLP115 60000 T02780228 10306 20233 58012 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 18:54,86.0,75.0,69.8,210.0,6.0,,10.0,29.87,0.0,M,KAKR 061854Z AUTO 21006KT 10SM CLR 30/24 A2987 RMK AO2 SLP105 T03000239 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 19:54,89.0,69.0,51.79,250.0,12.0,19.0,10.0,29.84,0.0,M,KAKR 061954Z AUTO 25012G19KT 10SM FEW041 SCT055 32/21 A2984 RMK AO2 SLP093 T03170206 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 20:51,82.4,66.2,58.08,320.0,30.0,52.0,10.0,29.9,0.0,TS,KAKR 062051Z AUTO 32030G52KT 10SM TS FEW036 SCT049 BKN060 28/19 A2990 RMK AO2 PK WND 27052/2047 LTG DSNT ALQDS TSB51 PRESRR PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
AKR,2024-08-06 20:54,76.0,67.0,73.69,320.0,28.0,52.0,6.0,29.92,0.0,TS HZ,KAKR 062054Z AUTO 32028G52KT 6SM TS HZ FEW024 SCT040 BKN050 24/19 A2992 RMK AO2 PK WND 27052/2047 WSHFT 2038 LTG DSNT ALQDS TSB51 PRESRR SLP123 T02440194 53006 PWINO $,ERA24LA339,1G5,2024-08-06 11:00:00+00:00,AKR,14.767529897019697
