station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,NtsbNo,AirportID,EventDate,WeatherStation,Distance_nm
BKE,2016-08-13 09:53,47.0,44.0,89.65,0.0,0.0,,10.0,30.14,0.0,M,KBKE 130953Z AUTO 00000KT 10SM CLR 08/07 A3014 RMK AO2 SLP184 T00830067 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 10:53,46.0,43.0,88.99,0.0,0.0,,10.0,30.14,0.0,M,KBKE 131053Z AUTO 00000KT 10SM CLR 08/06 A3014 RMK AO2 SLP186 T00780061 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 11:53,47.0,42.0,83.09,0.0,0.0,,10.0,30.14,0.0,M,KBKE 131153Z AUTO 00000KT 10SM CLR 08/06 A3014 RMK AO2 SLP186 T00830056 10150 20061 53001 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 12:53,46.0,42.0,85.97,0.0,0.0,,10.0,30.14,0.0,M,KBKE 131253Z AUTO 00000KT 10SM CLR 08/06 A3014 RMK AO2 SLP187 T00780056 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 13:53,49.0,44.0,83.23,0.0,0.0,,10.0,30.15,0.0,M,KBKE 131353Z AUTO 00000KT 10SM CLR 09/07 A3015 RMK AO2 SLP191 T00940067 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 14:53,59.0,44.0,57.57,0.0,0.0,,10.0,30.16,0.0,M,KBKE 131453Z AUTO 00000KT 10SM CLR 15/07 A3016 RMK AO2 SLP192 T01500067 53005 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 15:53,67.0,45.0,45.09,160.0,4.0,,10.0,30.16,0.0,M,KBKE 131553Z AUTO 16004KT 10SM CLR 19/07 A3016 RMK AO2 SLP193 T01940072 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 16:53,73.0,44.0,35.36,,3.0,,10.0,30.15,0.0,M,KBKE 131653Z AUTO VRB03KT 10SM CLR 23/07 A3015 RMK AO2 SLP189 T02280067 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 17:53,79.0,46.0,31.28,0.0,0.0,,10.0,30.14,0.0,M,KBKE 131753Z AUTO 00000KT 10SM CLR 26/08 A3014 RMK AO2 SLP185 T02610078 10261 20056 58004 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 18:53,82.0,46.0,28.3,,4.0,,10.0,30.12,0.0,M,KBKE 131853Z AUTO VRB04KT 10SM CLR 28/08 A3012 RMK AO2 SLP176 T02780078 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 19:53,85.0,44.0,23.92,,5.0,,10.0,30.1,0.0,M,KBKE 131953Z AUTO VRB05KT 10SM CLR 29/07 A3010 RMK AO2 SLP168 T02940067 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 20:53,88.0,42.0,20.11,280.0,6.0,,10.0,30.08,0.0,M,KBKE 132053Z AUTO 28006KT 10SM CLR 31/06 A3008 RMK AO2 SLP160 T03110056 58021 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 21:53,89.0,43.0,20.12,300.0,9.0,,10.0,30.06,0.0,M,KBKE 132153Z AUTO 30009KT 10SM CLR 32/06 A3006 RMK AO2 SLP154 T03170061 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 22:53,90.0,42.0,18.89,320.0,10.0,,10.0,30.04,0.0,M,KBKE 132253Z AUTO 32010KT 10SM CLR 32/06 A3004 RMK AO2 SLP150 T03220056 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
BKE,2016-08-13 23:53,89.0,44.0,20.97,300.0,6.0,,10.0,30.03,0.0,M,KBKE 132353Z AUTO 30006KT 10SM CLR 32/07 A3003 RMK AO2 SLP146 T03170067 10322 20261 56014 TSNO,GAA16CA429,JSY,2016-08-13 14:20:00+00:00,BKE,38.85203236081505
HIO,2016-08-06 00:53,76.0,42.0,29.76,330.0,15.0,,10.0,29.91,0.0,M,KHIO 060053Z 33015KT 10SM CLR 24/06 A2991 RMK AO2 SLP127 T02440056,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 01:53,73.0,45.0,36.59,320.0,12.0,,10.0,29.93,0.0,M,KHIO 060153Z 32012KT 10SM CLR 23/07 A2993 RMK AO2 SLP132 T02280072,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 02:53,67.0,48.0,50.62,310.0,14.0,,10.0,29.94,0.0,M,KHIO 060253Z 31014KT 10SM CLR 19/09 A2994 RMK AO2 SLP137 T01940089 53010,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 03:53,62.0,48.0,59.99,310.0,11.0,,10.0,29.97,0.0,M,KHIO 060353Z 31011KT 10SM CLR 17/09 A2997 RMK AO2 SLP148 T01670089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 04:53,59.0,48.0,66.88,320.0,9.0,,10.0,30.0,0.0,M,KHIO 060453Z 32009KT 10SM CLR 15/09 A3000 RMK AO2 SLP156 T01500089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 05:53,56.0,48.0,74.67,320.0,5.0,,10.0,30.0,0.0,M,KHIO 060553Z 32005KT 10SM CLR 13/09 A3000 RMK AO2 SLP156 T01330089 10256 20133 50019,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 06:53,55.0,48.0,77.15,300.0,5.0,,10.0,30.0,0.0,M,KHIO 060653Z 30005KT 10SM CLR 13/09 A3000 RMK AO2 SLP156 T01280089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 07:53,55.0,48.0,77.15,300.0,5.0,,10.0,29.99,0.0,M,KHIO 060753Z 30005KT 10SM CLR 13/09 A2999 RMK AO2 SLP154 T01280089 402720128,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 08:53,53.0,48.0,82.94,300.0,5.0,,10.0,29.99,0.0,M,KHIO 060853Z 30005KT 10SM CLR 12/09 A2999 RMK AO2 SLP154 T01170089 58002,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 09:53,50.0,45.0,82.73,0.0,0.0,,10.0,29.99,0.0,M,KHIO 060953Z 00000KT 10SM CLR 10/07 A2999 RMK AO2 SLP154 T01000072,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 10:53,49.0,44.0,83.23,0.0,0.0,,10.0,30.0,0.0,M,KHIO 061053Z 00000KT 10SM FEW028 09/07 A3000 RMK AO2 SLP157 T00940067,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 11:10,50.0,45.0,82.73,60.0,3.0,,10.0,30.0,0.0,M,KHIO 061110Z 06003KT 10SM BKN027 10/07 A3000 RMK AO2 T01000072,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 11:53,53.0,48.0,82.94,0.0,0.0,,10.0,30.01,0.0,M,KHIO 061153Z 00000KT 10SM OVC027 12/09 A3001 RMK AO2 SLP160 T01170089 10139 20089 53006,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 12:13,54.0,49.0,83.0,70.0,3.0,,10.0,30.01,0.0,M,KHIO 061213Z 07003KT 10SM OVC030 12/09 A3001 RMK AO2 T01220094,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 12:53,54.0,49.0,83.0,280.0,3.0,,10.0,30.01,0.0,M,KHIO 061253Z 28003KT 10SM OVC030 12/09 A3001 RMK AO2 SLP160 T01220094,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 13:53,52.0,47.0,82.87,240.0,3.0,,10.0,30.01,0.0,M,KHIO 061353Z 24003KT 10SM CLR 11/08 A3001 RMK AO2 SLP162 T01110083,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 14:53,56.0,48.0,74.67,0.0,0.0,,10.0,30.02,0.0,M,KHIO 061453Z 00000KT 10SM CLR 13/09 A3002 RMK AO2 SLP164 T01330089 53003,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 15:53,60.0,48.0,64.35,0.0,0.0,,10.0,30.02,0.0,M,KHIO 061553Z 00000KT 10SM BKN032 16/09 A3002 RMK AO2 SLP165 T01560089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 16:53,64.0,48.0,55.95,10.0,6.0,,10.0,30.01,0.0,M,KHIO 061653Z 01006KT 10SM BKN031 18/09 A3001 RMK AO2 SLP161 T01780089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 17:53,66.0,48.0,52.22,40.0,4.0,,10.0,30.0,0.0,M,KHIO 061753Z 04004KT 10SM BKN034 19/09 A3000 RMK AO2 SLP157 T01890089 10189 20111 58007,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 18:53,67.0,48.0,50.62,320.0,4.0,,10.0,29.98,0.0,M,KHIO 061853Z 32004KT 10SM SCT038 19/09 A2998 RMK AO2 SLP151 T01940089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 19:53,71.0,48.0,43.92,0.0,0.0,,10.0,29.97,0.0,M,KHIO 061953Z 00000KT 10SM CLR 22/09 A2997 RMK AO2 SLP146 T02170089,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 20:53,73.0,49.0,42.48,,,,10.0,29.95,0.0,M,KHIO 062053Z 10SM SCT048 23/09 A2995 RMK AO2 SLP141 T02280094 56016,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 21:53,74.0,50.0,42.91,40.0,7.0,,10.0,29.93,0.0,M,KHIO 062153Z 04007KT 340V060 10SM FEW046 23/10 A2993 RMK AO2 SLP135 T02330100,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 22:53,75.0,51.0,43.08,10.0,7.0,,10.0,29.92,0.0,M,KHIO 062253Z AUTO 01007KT 10SM CLR 24/11 A2992 RMK AO2 SLP129 T02390106,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
HIO,2016-08-06 23:53,74.0,52.0,46.17,70.0,10.0,,10.0,29.9,0.0,M,KHIO 062353Z 07010KT 10SM CLR 23/11 A2990 RMK AO2 SLP123 T02330111 10244 20183 56017,GAA16CA422,7S3,2016-08-06 08:20:00+00:00,HIO,7.184546645651736
STP,2016-07-21 00:53,85.0,77.0,77.23,150.0,11.0,,10.0,29.92,0.0,M,KSTP 210053Z 15011KT 10SM BKN037 BKN044 29/25 A2992 RMK AO2 SLP123 T02940250,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 01:51,84.2,77.0,79.04,160.0,14.97,,10.0,29.91,,M,SPECI KSTP 210151Z 16015KT 10SM BKN025 OVC032 29/25 A2991 RMK AO2 FIBI (FD),CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 01:53,85.0,77.0,77.23,170.0,11.0,,10.0,29.91,0.0,M,KSTP 210153Z 17011KT 10SM BKN025 OVC032 29/25 A2991 RMK AO2 SLP120 T02940250,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 02:53,83.0,77.0,82.32,160.0,11.0,,10.0,29.9,0.0,M,KSTP 210253Z AUTO 16011KT 10SM BKN025 BKN030 28/25 A2990 RMK AO2 SLP119 T02830250 56008,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 03:53,83.0,78.0,85.31,170.0,10.0,18.0,10.0,29.91,0.0,M,KSTP 210353Z AUTO 17010G18KT 10SM CLR 28/26 A2991 RMK AO2 SLP121 T02830256,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 04:53,81.0,77.0,87.79,160.0,7.0,,10.0,29.9,0.0,M,KSTP 210453Z AUTO 16007KT 10SM CLR 27/25 A2990 RMK AO2 SLP118 T02720250,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 05:53,80.0,77.0,90.41,130.0,4.0,,10.0,29.91,0.0,M,KSTP 210553Z AUTO 13004KT 10SM CLR 27/25 A2991 RMK AO2 SLP121 T02670250 10300 20267 403330217 51003,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 06:53,80.0,77.0,90.41,130.0,6.0,,10.0,29.9,0.0,M,KSTP 210653Z AUTO 13006KT 10SM CLR 27/25 A2990 RMK AO2 SLP116 T02670250,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 07:53,79.0,77.0,93.67,160.0,6.0,,10.0,29.87,0.0,M,KSTP 210753Z AUTO 16006KT 10SM CLR 26/25 A2987 RMK AO2 SLP105 T02610250,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 08:53,81.0,76.0,84.69,180.0,4.0,,10.0,29.87,0.0,M,KSTP 210853Z AUTO 18004KT 10SM CLR 27/24 A2987 RMK AO2 SLP108 T02720244 55013,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 09:48,71.6,68.0,88.43,350.0,17.0,34.0,2.5,29.97,0.06,VCTS -RA BR,KSTP 210948Z AUTO 35017G34KT 2 1/2SM VCTS -RA BR FEW024 BKN049 OVC075 22/20 A2997 RMK AO2 PK WND 34043/0932 LTG DSNT W RAB33 P0006,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 09:49,71.6,68.0,88.43,350.0,15.0,32.0,3.0,29.97,0.06,VCTS -RA BR,KSTP 210949Z AUTO 35015G32KT 3SM VCTS -RA BR FEW024 BKN049 OVC075 22/20 A2997 RMK AO2 PK WND 34043/0932 LTG DSNT W RAB33 P0006,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 09:51,71.6,68.0,88.43,340.0,14.0,24.1,5.0,29.97,,TS -RA BR,SPECI KSTP 210951Z 34014G24KT 5SM -TSRA BR FEW024 BKN049 OVC075 22/20 A2997 RMK AO2 PK WND 34043/0932 LTG DSNT W RAB33 TSB50 P0007 FIBI,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 09:53,72.0,68.0,87.35,350.0,12.0,24.0,5.0,29.97,0.12,-TSRA BR,KSTP 210953Z AUTO 35012G24KT 5SM -TSRA BR SCT027 BKN048 OVC055 22/20 A2997 RMK AO2 PK WND 34043/0932 LTG DSNT W RAB33 TSB50 SLP142 P0012 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 09:59,72.0,68.0,87.35,10.0,15.0,21.0,1.75,29.96,0.15,+TSRA BR,KSTP 210959Z AUTO 01015G21KT 1 3/4SM +TSRA BR BKN024 BKN039 OVC060 22/20 A2996 RMK AO2 LTG DSNT NE AND SW AND W P0015 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:07,71.0,68.0,90.06,10.0,10.0,22.0,3.0,29.96,0.18,-TSRA BR,KSTP 211007Z AUTO 01010G22KT 3SM -TSRA BR BKN026 BKN045 OVC075 22/20 A2996 RMK AO2 LTG DSNT NE AND SW AND W P0018 T02170200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:10,71.0,67.0,86.77,10.0,8.0,17.0,6.0,29.96,0.18,VCTS -RA BR,KSTP 211010Z AUTO 01008G17KT 6SM VCTS -RA BR SCT026 BKN050 OVC090 22/19 A2996 RMK AO2 LTG DSNT S-W TSE10 P0018 T02170194,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:24,71.0,68.0,90.06,330.0,5.0,,10.0,29.96,0.18,-RA,KSTP 211024Z AUTO 33005KT 10SM -RA FEW028 BKN090 BKN110 22/20 A2996 RMK AO2 LTG DSNT E-SW TSE10 P0018 T02170200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:41,72.0,68.0,87.35,0.0,0.0,,10.0,29.97,0.18,VCTS,KSTP 211041Z AUTO 00000KT 10SM VCTS SCT050 SCT070 BKN110 22/20 A2997 RMK AO2 LTG DSNT E-SW RAE28 TSE10 P0018 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:51,71.6,66.2,83.09,,5.05,,10.0,29.98,,TS -RA,SPECI KSTP 211051Z VRB05KT 10SM -TSRA FEW050 SCT065 BKN120 22/19 A2998 RMK AO2 LTG DSNT E-SW RAE28B43 TSE10B50 P0018 FIBI (FD),CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 10:53,72.0,68.0,87.35,120.0,7.0,,10.0,29.96,0.18,-TSRA,KSTP 211053Z 12007KT 10SM -TSRA FEW050 SCT070 BKN090 22/20 A2996 RMK AO2 LTG DSNT E-SW RAE28B43 TSE10B50 SLP139 P0018 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 11:18,72.0,68.0,87.35,190.0,6.0,,10.0,29.95,,VCTS,KSTP 211118Z 19006KT 10SM VCTS FEW046 FEW065 22/20 A2995 RMK AO2 RAE09 TSE12 P0000 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 11:28,72.0,68.0,87.35,140.0,8.0,,10.0,29.95,,M,KSTP 211128Z 14008KT 10SM CLR 22/20 A2995 RMK AO2 RAE09 TSE12 P0000 T02220200,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 11:53,71.0,68.0,90.06,150.0,8.0,,10.0,29.94,,M,KSTP 211153Z 15008KT 10SM CLR 22/20 A2994 RMK AO2 RAE09 TSE12 SLP131 P0000 60030 70037 T02170200 10278 20217 58009,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 12:51,73.4,69.8,88.51,150.0,7.97,,10.0,29.93,,M,SPECI KSTP 211251Z 15008KT 10SM FEW002 23/21 A2993 RMK AO2 FIBI (FD),CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 12:53,74.0,70.0,87.45,150.0,8.0,,10.0,29.92,0.0,M,KSTP 211253Z 15008KT 10SM FEW002 23/21 A2992 RMK AO2 SLP126 T02330211,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 13:53,76.0,69.0,79.37,150.0,12.0,,10.0,29.9,0.0,M,KSTP 211353Z 15012KT 10SM CLR 24/21 A2990 RMK AO2 SLP119 T02440206,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 14:53,78.0,69.0,73.88,140.0,14.0,20.0,10.0,29.89,0.0,M,KSTP 211453Z 14014G20KT 10SM CLR 26/21 A2989 RMK AO2 SLP116 T02560206 56015,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 15:53,83.0,71.0,67.44,150.0,9.0,,10.0,29.9,0.0,M,KSTP 211553Z 15009KT 10SM CLR 28/22 A2990 RMK AO2 SLP115 T02830217,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 16:53,86.0,71.0,61.12,,3.0,,10.0,29.94,0.0,M,KSTP 211653Z VRB03KT 10SM CLR 30/22 A2994 RMK AO2 SLP130 T03000217,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 17:53,87.0,73.0,63.14,130.0,8.0,,10.0,29.91,0.0,M,KSTP 211753Z 13008KT 10SM CLR 31/23 A2991 RMK AO2 SLP119 T03060228 10311 20217 50005,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 18:53,91.0,75.0,59.55,0.0,0.0,,10.0,29.92,0.0,M,KSTP 211853Z 00000KT 10SM CLR 33/24 A2992 RMK AO2 LTG DSNT E SLP124 T03280239,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 19:53,92.0,75.0,57.9,150.0,6.0,,10.0,29.89,0.0,M,KSTP 211953Z 15006KT 10SM CLR 33/24 A2989 RMK AO2 SLP114 T03330239,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 20:53,91.0,74.0,57.44,10.0,5.0,,10.0,29.89,0.0,M,KSTP 212053Z 01005KT 10SM SCT043 33/23 A2989 RMK AO2 SLP114 T03280233 58005,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 21:53,93.0,75.0,55.99,,6.0,,10.0,29.88,0.0,M,KSTP 212153Z VRB06KT 10SM CLR 34/24 A2988 RMK AO2 SLP111 T03390239,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 22:53,91.0,74.0,57.44,10.0,7.0,,10.0,29.89,0.0,M,KSTP 212253Z 01007KT 10SM SCT044 33/23 A2989 RMK AO2 SLP115 T03280233,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
STP,2016-07-21 23:53,91.0,71.0,52.11,360.0,10.0,,10.0,29.9,0.0,M,KSTP 212353Z 36010KT 10SM BKN050 33/22 A2990 RMK AO2 SLP119 T03280217 10344 20306 53003,CEN16LA288,WI14,2016-07-21 14:00:00+00:00,STP,28.47386669419549
MLU,2016-07-04 00:53,89.0,74.0,61.13,170.0,5.0,,10.0,29.91,0.0,M,KMLU 040053Z 17005KT 10SM CLR 32/23 A2991 RMK AO2 SLP128 T03170233 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 01:53,86.0,76.0,71.98,170.0,6.0,,10.0,29.92,0.0,M,KMLU 040153Z 17006KT 10SM CLR 30/24 A2992 RMK AO2 SLP130 T03000244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 02:53,84.0,74.0,71.78,180.0,6.0,,10.0,29.93,0.0,M,KMLU 040253Z AUTO 18006KT 10SM CLR 29/23 A2993 RMK AO2 SLP134 T02890233 53005 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 03:53,84.0,73.0,69.64,180.0,8.0,,10.0,29.95,0.0,M,KMLU 040353Z AUTO 18008KT 10SM CLR 29/23 A2995 RMK AO2 SLP141 T02890228 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 04:53,84.0,73.0,69.64,200.0,9.0,,10.0,29.96,0.0,M,KMLU 040453Z AUTO 20009KT 10SM CLR 29/23 A2996 RMK AO2 SLP145 T02890228 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 05:53,82.0,74.0,76.53,200.0,10.0,,10.0,29.97,0.0,M,KMLU 040553Z AUTO 20010KT 10SM CLR 28/23 A2997 RMK AO2 SLP145 T02780233 10333 20278 403500239 51011 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 06:53,81.0,74.0,79.27,200.0,9.0,,10.0,29.97,0.0,M,KMLU 040653Z AUTO 20009KT 10SM CLR 27/23 A2997 RMK AO2 SLP147 T02720233 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 07:53,80.0,75.0,84.64,200.0,6.0,,10.0,29.96,0.0,M,KMLU 040753Z AUTO 20006KT 10SM CLR 27/24 A2996 RMK AO2 SLP144 T02670239 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 08:53,79.0,76.0,90.37,220.0,7.0,,10.0,29.98,0.0,M,KMLU 040853Z AUTO 22007KT 10SM FEW024 26/24 A2998 RMK AO2 SLP149 T02610244 53003 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 09:07,80.0,76.0,87.22,220.0,8.0,,10.0,29.98,0.0,M,KMLU 040907Z AUTO 22008KT 10SM BKN024 27/24 A2998 RMK AO2 T02670244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 09:53,79.0,76.0,90.37,220.0,8.0,,10.0,29.98,0.0,M,KMLU 040953Z AUTO 22008KT 10SM FEW027 26/24 A2998 RMK AO2 SLP150 T02610244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 10:53,78.0,76.0,93.09,190.0,3.0,,10.0,29.98,0.0,M,KMLU 041053Z 19003KT 10SM CLR 26/24 A2998 RMK AO2 SLP151 T02560244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 11:26,77.0,76.0,96.47,0.0,0.0,,10.0,29.99,0.0,M,KMLU 041126Z 00000KT 10SM BKN020 25/24 A2999 RMK AO2 T02500244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 11:53,78.0,76.0,93.09,170.0,4.0,,10.0,29.99,0.0,M,KMLU 041153Z 17004KT 10SM OVC016 26/24 A2999 RMK AO2 SLP154 T02560244 10278 20250 53005 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
MLU,2016-07-04 12:12,78.0,76.0,93.09,190.0,4.0,,10.0,29.99,0.0,M,KMLU 041212Z 19004KT 10SM SCT016 26/24 A2999 RMK AO2 T02560244 $,CEN16LA250,01LA,2016-07-04 14:00:00+00:00,MLU,14.935368941087335
