"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"GAA16CA402","ACC","93723","2016-07-28T16:00:00Z","Henderson","Nevada","United States","","N341CP","FALSE","DirectorBrief","2016-09-12T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a landing gear collapse.","","35.978889","-115.133056","CIRRUS DESIGN CORP","SR","AIR","HND","HENDERSON EXECUTIVE","FALSE","1","","PERS","091","Substantial","VMC","KCB Air LLC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93723","8/31/2016 2:23:00 PM",
"CEN16FA286","ACC","93689","2016-07-26T15:10:00Z","Sugar Land","Texas","United States","","N362FX","FALSE","DirectorBrief","2021-06-25T04:00:00Z","Minor","0","0","2","The airplane’s hydroplaning during the landing roll, which resulted in a runway excursion. Contributing to the accident was the pilot’s continuation of an unstabilized approach, his decision to land in heavy rain conditions, and his improper use of the main and emergency brake systems. Also contributing was the air traffic controller’s failure to disseminate current airport weather conditions to the flight crew in a timely manner.","","29.633611","-95.657775","EMBRAER","EMB-505","AIR","SGR","Sugar Land Regional","FALSE","2","NSCH","","135","Substantial","VMC","Flight Options LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93689","5/28/2021 6:00:00 PM",
"CEN16LA288","ACC","93696","2016-07-21T14:00:00Z","Baldwin","Wisconsin","United States","","N7581F","FALSE","DirectorBrief","2017-09-06T04:00:00Z","None","0","0","0","The pilot's decision to land the fully loaded parachutist drop airplane on a wet grass runway that had insufficient length for the landing in high temperature conditions, which resulted in a runway overrun, when a more suitable longer runway was available at a nearby airport.","","44.966388","-92.387496","CESSNA","208B","AIR","WI14","Baldwin Airport","FALSE","1","","SKYD","091","Substantial","VMC","Sky Dive Twin Cities","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93696","6/29/2017 8:54:00 PM",
"ERA16LA263","ACC","93636","2016-07-19T12:33:00Z","Warrenton","Virginia","United States","","N615BS","FALSE","DirectorBrief","2017-05-25T04:00:00Z","None","0","0","0","The pilot’s decision to begin the takeoff roll with helicopter traffic on the runway, which led to a rejected takeoff. Contributing to the accident was the pilot’s improper use of the toe brakes, which he had limited experience using and resulted in a runway excursion.","","38.632221","-77.87722","TECNAM","P2008","AIR","HWY","Warrenton-Fauquier","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93636","4/11/2017 4:39:00 PM",
"ERA16WA340","ACC","95196","2016-07-16T10:24:00Z","Valday-avia","","Russia","","RA-67480","FALSE","None","","Minor","0","0","3","","","57.959445","33.237499","CESSNA","172","AIR","","Valdai-Avia Airfield","FALSE","1","","PERS","NUSN","Substantial","","","N/A","FALSE","","",
"CEN16LA259","ACC","93568","2016-07-07T20:30:00Z","Bridgeport","Texas","United States","","N5331B","FALSE","DirectorBrief","2018-04-09T04:00:00Z","None","0","0","0","The pilot's unstabilized approach and uneven braking due to insufficient runway remaining, which resulted in a loss of directional control during landing. Contributing to the accident was the bound flap jackscrew, which jammed the flaps and led to the pilot’s inability to operate the airplane normally.","","33.180278","-97.828613","CESSNA","152","AIR","XBP","BRIDGEPORT MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93568","1/5/2018 4:52:00 PM",
"CEN16LA250","ACC","93530","2016-07-04T14:00:00Z","Oak Ridge","Louisiana","United States","","N87083","FALSE","DirectorBrief","2016-09-01T04:00:00Z","None","0","0","0","The pilot's failure to maintain airplane control during the aborted takeoff, which resulted in it becoming  airborne momentarily and then over running the runway.","","32.638889","-91.773612","BELLANCA","7ECA","AIR","01LA","Barham Airport","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93530","7/27/2016 12:34:00 PM",
"ERA16WA249","INC","93584","2016-06-21T19:39:00Z","Lima","","Peru","","OB-2104-P","FALSE","None","","None","0","0","0","","","-12.021944","-77.11444","BEECH","B200","AIR","SPJC","Jorge Chavez International","FALSE","","","","","Minor","Unknown","Aerolinea Del Caribe Peru","N/A","FALSE","","",
"ERA16LA225","ACC","93426","2016-06-17T17:09:00Z","Punta Gorda","Florida","United States","","N8161X","FALSE","DirectorBrief","2018-09-10T04:00:00Z","None","0","0","0","The tower controller’s failure to identify and mitigate jet blast from an airplane conducting an engine test run, and the effect of the jet blast on landing traffic, which resulted in a runway excursion when a landing airplane encountered the blast. Contributing to the accident was the lack of procedures for positioning high-powered airplanes conducting engine test runs in the airport movement area.","","26.918888","-81.990837","PIPER","PA 28-236","AIR","PGD","PUNTA GORDA","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93426","6/21/2018 11:25:00 AM",
"ERA16WA221","INC","93414","2016-06-16T16:03:00Z","Rionegro","","Colombia","","N963CH","FALSE","None","","None","0","0","0","","","6.171666","-75.424446","GULFSTREAM","GULFSTREAM150","AIR","SKRG","Jose Maria Cordova Int'l","FALSE","2","","BUS","091","Minor","VMC","","N/A","FALSE","","",
"GAA16CA304","ACC","93370","2016-06-10T13:49:00Z","Climax","North Carolina","United States","","N77216","FALSE","DirectorBrief","2016-08-31T04:00:00Z","None","0","0","0","An evasive maneuver during the landing roll to avoid deer on the runway, which resulted in a runway excursion and a nose over. Contributing to the accident was the lack of an airport perimeter fence.","","35.942222","-79.685554","CESSNA","120","AIR","3A4","SOUTHEAST GREENSBORO","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93370","8/24/2016 3:01:00 PM",
"GAA16CA337","ACC","93474","2016-06-09T10:00:00Z","Buena Vista","Colorado","United States","","N9915Y","FALSE","DirectorBrief","2016-07-25T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and substantial damage to the firewall.","","38.816665","-106.121665","CESSNA","T210","AIR","AEJ","CENTRAL COLORADO RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93474","7/15/2016 7:59:00 PM",
"GAA16CA278","ACC","93311","2016-05-31T18:35:00Z","Wadsworth","Ohio","United States","","N991K","FALSE","DirectorBrief","2016-08-03T04:00:00Z","None","0","0","0","The pilot's inadvertent power reduction during landing, which resulted in a runway undershoot, collision with the runway threshold, nose and right main landing gear collapse, and runway excursion.","","41.002498","-81.754997","PIPER","PA24","AIR","3G3","WADSWORTH MUNI","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93311","7/22/2016 2:18:00 PM",
"CEN16LA202","ACC","93285","2016-05-29T11:00:00Z","Carlsbad","New Mexico","United States","","N95R","FALSE","DirectorBrief","2018-09-11T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control while landing in crosswind conditions.","","32.337501","-104.263336","Harry Oas","Pitts S1C","AIR","CNM","Cavern City Air Terminal","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93285","6/7/2018 5:41:00 PM",
"GAA16CA311","ACC","93378","2016-05-27T13:30:00Z","Groveland","California","United States","","N2675E","FALSE","DirectorBrief","2016-08-31T04:00:00Z","Minor","0","0","1","The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a collision with a concrete barrier wall.","","37.862499","-120.179443","CHAMPION","AERONCA 7AC","AIR","E45","PINE MOUNTAIN LAKE","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93378","8/17/2016 5:02:00 PM",
"GAA16CA247","ACC","93209","2016-05-18T19:20:00Z","Redding","California","United States","","N7610S","FALSE","DirectorBrief","2016-07-25T04:00:00Z","None","0","0","0","The student pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and nose over.","","40.569721","-122.406669","CESSNA","182","AIR","O85","BENTON FIELD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93209","7/14/2016 11:15:00 AM",
"GAA16CA242","ACC","93198","2016-05-17T16:30:00Z","Grass Valley","California","United States","","N99SZ","FALSE","DirectorBrief","2016-07-25T04:00:00Z","Minor","0","0","1","The pilot's failure to maintain a stabilized approach and landing, which resulted in a hard landing, loss of directional control, runway excursion, and collision with a parked airplane.","","39.223331","-121.004165","VAN B ANTHONY","ZODIAC","AIR","GOO","NEVADA COUNTY AIR PARK","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93198","7/14/2016 12:31:00 PM",
"WPR16LA109","ACC","93161","2016-05-13T14:15:00Z","Las Vegas","Nevada","United States","","N6281V","FALSE","DirectorBrief","2017-05-01T04:00:00Z","None","0","0","0","The pilot's loss of directional control during the landing roll, which resulted in a runway excursion.","","36.210556","-115.193611","CESSNA","172RG","AIR","VGT","NORTH LAS VEGAS","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93161","3/30/2017 5:00:00 PM",
"GAA16CA238","ACC","93186","2016-05-13T11:55:00Z","Millersburg","Ohio","United States","","N17734","FALSE","DirectorBrief","2016-09-12T04:00:00Z","None","0","0","0","The pilot's loss of directional control during landing in gusting wind conditions resulting in excessive brake application, and airplane nose over.","","40.536666","-81.955833","WACO","YKS 7","AIR","10G","HOLMES COUNTY","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93186","9/1/2016 12:17:00 PM",
"CEN16LA178","ACC","93151","2016-05-10T15:00:00Z","Akron","Ohio","United States","","N57535","FALSE","DirectorBrief","2016-10-06T04:00:00Z","None","0","0","0","A missing bolt in the nose landing gear assembly, which resulted in the airplane suddenly turning left and the pilot's inability to maintain directional control during a crosswind takeoff.","","40.915","-81.443611","MOONEY AIRCRAFT CORP.","M20K","AIR","CAK","AKRON-CANTON RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93151","8/8/2016 7:10:00 PM",
"GAA16CA223","ACC","93129","2016-05-06T11:01:00Z","Jasper","Texas","United States","","N917CF","FALSE","DirectorBrief","2016-07-14T04:00:00Z","None","0","0","0","The pilot's failure to maintain pitch control during the landing flare, which resulted in abnormal runway contact, a nose wheel landing gear collapse, and runway excursion.","","30.886667","-94.035278","CESSNA","T206","AIR","JAS","JASPER COUNTY-BELL FIELD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93129","6/10/2016 5:35:00 PM",
"GAA16CA219","ACC","93122","2016-05-02T10:30:00Z","Mesa","Arizona","United States","","N509ND","FALSE","DirectorBrief","2016-07-14T04:00:00Z","None","0","0","0","The student pilot's failure to maintain pitch control during the landing flare, which resulted in an abnormal runway contact, porpoise, nose gear collapse, runway excursion, and impact with terrain.","","33.304164","-111.656387","CESSNA","172","AIR","IWA","PHOENIX-MESA GATEWAY","FALSE","1","","PERS","091","Substantial","VMC","UND AEROSPACE FOUNDATION","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93122","7/12/2016 10:52:00 AM",
"ERA16LA173","ACC","93083","2016-04-30T10:00:00Z","Calverton","New York","United States","","N8660K","FALSE","DirectorBrief","2019-03-18T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll.","","40.915","-72.791946","UNIVERSAL STINSON","108","AIR","3C8","CALVERTON EXECUTIVE AIRPARK","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93083","12/18/2018 8:22:00 PM",
"WPR16LA092","ACC","93014","2016-04-13T11:05:00Z","Death Valley","California","United States","","N21SG","FALSE","DirectorBrief","2020-04-13T04:00:00Z","None","0","0","0","A runway overrun for reasons that could not be determined based on the available information.","","36.460556","-116.879722","CESSNA","421C","AIR","L06","Furnace Creek Airport","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93014","1/16/2020 6:18:00 PM",
"GAA16CA192","ACC","93008","2016-04-12T11:35:00Z","Lee's Summit","Missouri","United States","","N7027F","FALSE","DirectorBrief","2016-06-01T04:00:00Z","None","0","0","0","The flight instructor's failure to maintain directional control during an aborted landing, which resulted in a runway excursion and collision with a taxiway sign.","","38.963611","-94.371665","CESSNA AIRCRAFT CO","E162","AIR","LXT","Lee's Summit","FALSE","1","","INST","091","Substantial","VMC","Air Associates Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93008","5/17/2016 6:36:00 PM",
"CEN16LA153","ACC","93022","2016-04-01T17:20:00Z","Addison","Texas","United States","","N992BC","FALSE","DirectorBrief","2017-01-18T05:00:00Z","None","0","0","0","Collapse of the nose landing gear during landing for reasons that could not be determined, because postaccident examination did not detect any anomalies consistent with a preimpact failure or malfunction.","","32.968612","-96.836387","GILL CRAIG","LANCAIR IV P PROPJET","AIR","ADS","Addison","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93022","11/15/2016 12:55:00 PM",
"CEN16LA138","ACC","92935","2016-03-31T11:45:00Z","Shiprock","New Mexico","United States","","N180XV","FALSE","DirectorBrief","2016-08-16T04:00:00Z","Serious","0","1","0","The pilot's failure to maintain directional control after encountering a sudden change in wind direction during the landing roll.","","36.698333","-108.700553","CESSNA","180D","AIR","5V5","Shiprock Airstrip","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92935","4/21/2016 8:21:00 PM",
"GAA16CA171","ACC","92923","2016-03-26T07:45:00Z","Addison","Texas","United States","","N114P","FALSE","DirectorBrief","2016-06-01T04:00:00Z","None","0","0","0","The private pilot's failure to maintain directional control during the landing roll and the flight instructor's delayed remedial action, which resulted in a runway excursion, collision with an airport sign, and a nose gear collapse.","","32.968334","-96.836387","ROCKWELL INTERNATIONAL","114","AIR","ADS","ADDISON","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92923","5/5/2016 11:09:00 AM",
"GAA16CA152","ACC","92861","2016-03-13T13:45:00Z","Chandler","Arizona","United States","","N89939","FALSE","DirectorBrief","2016-05-03T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion, a ground loop, and a collision with an airport sign.","","33.269721","-111.811111","CESSNA","140","AIR","CHD","CHANDLER MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92861","4/27/2016 4:09:00 PM",
"ERA16LA122","ACC","92803","2016-03-01T12:30:00Z","Chester","Connecticut","United States","","N94569","FALSE","DirectorBrief","2017-05-01T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control of the airplane during the landing, which resulted in a runway excursion.","","41.383609","-72.505836","CESSNA","152","AIR","SNC","CHESTER","FALSE","1","","PERS","091","Substantial","VMC","CHESTER CHARTER INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92803","1/24/2017 5:42:00 PM",
"ERA16LA113","ACC","92772","2016-02-20T20:00:00Z","Orlando","Florida","United States","","N568XL","FALSE","DirectorBrief","2018-09-11T04:00:00Z","None","0","0","0","A failure of the right brake for reasons that could not be determined based on the available information. Contributing to the accident was the pilot's decision to continue the flight after experiencing a braking anomaly due to his perceived need for an expedited departure, his wish to avoid a flight delay, and his perceived lack of suitable maintenance facilities for timely troubleshooting of the brake system.","","28.443611","-81.282501","LIBERTY AEROSPACE INCORPORATED","LIBERTY XL","AIR","MCO","Orlando International Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92772","6/14/2018 6:53:00 PM",
"GAA16CA131","ACC","92732","2016-02-14T12:30:00Z","Bell City","Louisiana","United States","","N960RF","FALSE","DirectorBrief","2016-05-03T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during takeoff in gusty wind conditions, which resulted in a runway excursion and a nose over.","","30.039167","-93.086387","FOXWORTHY ROY","CHRISTEN EAGLE","AIR","52LA","BRUCE BEARD","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92732","3/30/2016 2:57:00 PM",
"GAA16CA141","ACC","92791","2016-02-13T13:10:00Z","Anchorage","Alaska","United States","","N2032U","FALSE","DirectorBrief","2016-05-03T04:00:00Z","None","0","0","0","The inadvertent rudder input by the passenger, resulting in a runway excursion during takeoff and collision with a taxiway sign.","","61.213611","-149.844726","MAULE","M 4","AIR","PAMR","Merrill Field Airport","FALSE","1","","PERS","091","Substantial","VMC","ADVENTURE FLIGHT LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92791","4/26/2016 11:54:00 AM",
"CEN16LA101","ACC","92699","2016-01-31T12:00:00Z","Bulverde","Texas","United States","","N47185","FALSE","DirectorBrief","2016-10-03T04:00:00Z","None","0","0","0","The failure of the left main landing gear wheel casting due to fatigue, which resulted in a loss of directional control during the landing roll.","","29.739166","-98.45111","AERONCA","O-58B","AIR","1T8","Bulverde Airpark","FALSE","1","","PERS","091","Substantial","VMC","Assend Dragon Aviation, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92699","7/27/2016 1:06:00 PM",
"CEN16LA068","ACC","92496","2015-12-19T16:55:00Z","Baytown","Texas","United States","","N2694F","FALSE","DirectorBrief","2016-08-16T04:00:00Z","Serious","0","1","1","The pilot's failure to maintain directional control during landing in gusting wind conditions.","","29.761943","-94.848052","CESSNA","182J","AIR","54T","RWJ AIRPARK","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92496","3/8/2016 9:12:00 PM",
"GAA16CA090","ACC","92503","2015-12-19T15:00:00Z","Portales","New Mexico","United States","","N97411","FALSE","DirectorBrief","2016-04-05T04:00:00Z","None","0","0","0","The pilot receiving instruction's improper brake application during the flight instructor's aborted landing, which resulted in a loss of directional control and a runway excursion. Contributing to the accident was the flight instructor's decision to perform flight training in an airplane without dual-equipped wheel brakes.","","34.145832","-103.409446","STINSON","108","AIR","PRZ","PORTALES MUNI","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92503","3/10/2016 12:44:00 PM",
"GAA16CA079","ACC","92445","2015-12-13T12:15:00Z","Rimrock","Arizona","United States","","N113LM","FALSE","DirectorBrief","2016-03-14T04:00:00Z","None","0","0","0","The pilot's loss of directional control during the landing roll, which resulted in a runway excursion and a left main landing gear collapse.","","34.651111","-111.787498","MCMICHAEL ELMER L","LANCAIR 360","AIR","48AZ","RIMROCK","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92445","3/7/2016 6:07:00 PM",
"CEN16FA062","ACC","92430","2015-12-10T12:53:00Z","Council Bluffs","Iowa","United States","","N145JR","FALSE","DirectorBrief","2017-06-13T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from power lines while returning to the airport after becoming distracted by a noncritical flight instrumentation anomaly indication.","","41.292221","-95.867225","PIPER","PA46 500TP","AIR","OMA","Eppley Airfield","FALSE","1","","PERS","091","Substantial","VMC","AIRSEA CHARTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92430","6/7/2017 1:19:00 PM",
"ERA15LA380","ACC","92759","2015-09-27T19:06:00Z","Sarasota","Florida","United States","","N622PG","FALSE","DirectorBrief","2018-07-16T04:00:00Z","Minor","0","0","2","The pilot’s failure to attain the proper touchdown point and to adequately slow the airplane within the available runway, which resulted in a runway overrun.","","27.395555","-82.554443","CESSNA","550","AIR","SRQ","SARASOTA/BRADENTON INTL","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92759","4/30/2018 2:36:00 PM",
"GAA15CA271","ACC","92038","2015-09-23T10:30:00Z","Show Low","Arizona","United States","","N5207G","FALSE","DirectorBrief","2015-12-03T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during landing in quartering tailwind conditions, which resulted in a runway excursion and a right main landing gear collapse.","","34.265277","-110.006668","CESSNA","305A","AIR","SOW","SHOW LOW RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92038","11/17/2015 1:16:00 PM",
"CEN15LA418","ACC","92032","2015-09-21T10:40:00Z","Platteville","Wisconsin","United States","","N813CA","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Minor","0","0","2","The partial loss of  right engine power for undetermined reasons with insufficient runway remaining for the aborted takeoff.","","42.689445","-90.444442","CESSNA","421B","AIR","PVB","PLATTEVILLE MUNI","FALSE","2","","BUS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92032","4/30/2019 3:19:00 PM",
"GAA15CA277","ACC","92070","2015-09-19T16:40:00Z","Manville","New Jersey","United States","","N763RC","FALSE","DirectorBrief","2016-01-15T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and collision with a fence.","","40.524444","-74.598335","MOONEY","M20M","AIR","47N","CENTRAL JERSEY RGNL","FALSE","1","","PERS","091","Substantial","VMC","Ross Adam Cole Briskman","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92070","12/21/2015 2:58:00 PM",
"ANC15LA070","ACC","91975","2015-09-13T08:40:00Z","Delta Junction","Alaska","United States","","N6464V","FALSE","DirectorBrief","2017-03-23T04:00:00Z","None","0","0","0","A partial loss of engine power during takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.","","63.783332","-146.066665","HELIO","H 295","AIR","","","FALSE","1","NSCH","","135","Substantial","VMC","Wright Air Service","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91975","1/24/2017 6:43:00 PM",
"GAA15CA260","ACC","91986","2015-09-11T08:00:00Z","Santa Rosa","New Mexico","United States","","N508RM","FALSE","DirectorBrief","2015-12-03T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and a ground loop.","","34.939167","-104.645835","ROCCI MARTIGNONI","JA30 SUPERSTOL","AIR","SXU","SANTA ROSA ROUTE 66","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91986","10/30/2015 1:29:00 PM",
"ERA15LA356","ACC","91971","2015-09-07T13:15:00Z","Stratford","Connecticut","United States","","N7708P","FALSE","DirectorBrief","2016-02-17T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control while landing in a crosswind.","","41.163333","-73.126113","PIPER","PA-24","AIR","BDR","Igor I Sikorsky","FALSE","1","","PERS","091","Substantial","VMC","KUMAR SANJAY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91971","1/12/2016 3:26:00 PM",
"GAA15CA240","ACC","91875","2015-08-26T12:00:00Z","DeFuniak Springs","Florida","United States","","N7215W","FALSE","DirectorBrief","2015-11-05T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion, and collision with a ditch.","","30.732778","-86.150833","PIPER","PA 28-180","AIR","54J","DEFUNIAK SPRINGS","FALSE","1","","PERS","091","Substantial","VMC","SOUTHERN MEDIA PARTNERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91875","10/19/2015 5:45:00 PM",
"ERA15LA300","ACC","91733","2015-08-08T10:15:00Z","Hot Springs","Virginia","United States","","N7506S","FALSE","DirectorBrief","2018-09-11T04:00:00Z","Minor","0","0","2","A partial loss of engine power during initial climb due to the failure of a magneto. Contributing to the accident was the pilot's decision to operate the airplane without a current annual inspection.","","37.946666","-79.84333","CESSNA","182","AIR","HSP","INGALLS FIELD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91733","6/19/2018 5:22:00 PM",
"WPR15LA226","ACC","91686","2015-08-01T10:30:00Z","Selma","California","United States","","N49153","FALSE","DirectorBrief","2016-01-05T05:00:00Z","Minor","0","0","2","The pilot receiving instruction's use of an excessive pitch attitude during takeoff with the airplane near its maximum gross weight in hot and humid conditions, which degraded the airplane’s climb performance and resulted in a collision with obstacles during an off-airport landing. Contributing to the accident was the flight instructor's delayed remedial action.","","36.34","-119.657218","TAYLORCRAFT","12-m","AIR","0Q4","Selma","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91686","11/4/2015 12:27:00 PM",
"ERA15LA289","ACC","91658","2015-07-23T16:05:00Z","Fort Lauderdale","Florida","United States","","N4631J","FALSE","DirectorBrief","2016-06-29T04:00:00Z","None","0","0","0","The undetected fatigue cracks in the engine and nose landing gear (NLG) strut mount assembly, which prevented the proper alignment of the NLG after it was extended and the pilots from being able to maintain directional control after touchdown.","","26.196111","-80.168052","PIPER","PA-28R-180","AIR","FXE","Fort Lauderdale Executive","FALSE","1","","INST","091","Substantial","VMC","SkyEagle Aviation Academy","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91658","5/10/2016 6:31:00 PM",
"GAA15CA194","ACC","91610","2015-07-22T14:00:00Z","Monte Vista","Colorado","United States","","N402KN","FALSE","DirectorBrief","2015-09-30T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing, which resulted in a runway excursion and collision with objects.","","37.52861","-106.045829","AIR TRACTOR INC","AT 402B","AIR","MVI","MONTE VISTA MUNICIPAL","FALSE","1","","AAPL","137","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91610","9/11/2015 12:44:00 PM",
"ERA15LA266","ACC","91549","2015-07-13T14:30:00Z","Southbridge","Massachusetts","United States","","N1356R","FALSE","DirectorBrief","2018-09-11T04:00:00Z","None","0","0","0","The pilot’s decision to abort the takeoff with insufficient runway remaining, which resulted in a runway excursion.","","42.107223","-72.036941","GRUMMAN AMERICAN AVN. CORP.","AA 5","AIR","3B0","SOUTHBRIDGE MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91549","6/19/2018 5:10:00 PM",
"WPR15WA225","INC","91681","2015-07-05T04:00:00Z","Tamuning","","United States","","HL8224","FALSE","None","","None","0","0","0","","","13.483888","144.796951","BOEING","737-800","AIR","","","FALSE","","","","","Minor","","Korean Airlines","N/A","FALSE","","",
"GAA15CA149","ACC","91466","2015-06-28T11:45:00Z","Novato","California","United States","","N9069J","FALSE","DirectorBrief","2015-08-12T04:00:00Z","Minor","0","0","2","The pilot's improper pitch control which resulted in a bounced landing, runway excursion, and collision with terrain.","","38.143611","-122.556114","PIPER","PA 28-180","AIR","DVO","NOVATO","FALSE","1","","PERS","091","Substantial","VMC","RMG PARTNERS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91466","8/10/2015 12:02:00 PM",
