"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA20CA240","ACC","101554","2020-07-06T12:40:00Z","Bardstown","Kentucky","United States","","N3725T","FALSE","DirectorBrief","2021-01-29T05:00:00Z","None","0","0","0","The commercial pilot's exceedance of the airplane's critical angle of attack and subsequent loss of lateral bank control during a soft field takeoff.","","37.814445","-85.499725","Piper","PA28R","AIR","BRY","Samuels Field","FALSE","1","","INST","091","Substantial","VMC","NexGen Aviation LLC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=101554","8/5/2020 12:19:00 PM",
"CEN20LA174","ACC","101259","2020-05-06T17:50:00Z","Gonazales","Texas","United States","","N25HE","FALSE","DirectorBrief","2021-05-05T04:00:00Z","None","0","0","0","The pilot's failure to retract the speedbrakes during a delayed go-around attempt, which resulted in a runway excursion.","","29.524999","-97.462219","CESSNA","T240","AIR","T20","Roger M Dreyer Memorial","FALSE","1","","PERS","091","Substantial","VMC","Clearshot Air LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=101259","6/22/2020 10:22:00 AM",
"ERA20LA162","ACC","101209","2020-04-24T16:18:00Z","Fort Lauderdale","Florida","United States","","YV3427","FALSE","DirectorBrief","2022-06-21T04:00:00Z","None","0","0","0","The pilot’s inadequate preflight planning, resulting in an attempted takeoff in excess of the airplane’s maximum allowable weight given it’s configuration and the temperature.","","26.197221","-80.170829","IAI","1125","AIR","FXE","Fort Lauderdale Executive","FALSE","2","","PERS","091","Substantial","VMC","Inversiones SC 2012 C.A","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=101209","5/16/2022 7:00:00 PM",
"ERA20LA089","ACC","100877","2020-01-25T17:35:00Z","Summerland Key","Florida","United States","","N41VK","FALSE","DirectorBrief","2022-04-06T04:00:00Z","None","0","0","0","The pilot's failure to remove the flight control gust lock before takeoff, which resulted in an inability to rotate, aborted takeoff, and subsequent runway overrun. Contributing to the accident was a missing piece of the flight control gust lock, which did not give the pilot the intended warning that the gust lock was engaged.","","24.660833","-81.449447","Beech","A36","AIR","FD51","Summerland Key Cove Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100877","3/15/2022 7:00:00 PM",
"WPR20LA054","ACC","100754","2019-12-30T16:45:00Z","Big Piney","Wyoming","United States","","N43866","FALSE","DirectorBrief","2022-05-03T04:00:00Z","None","0","0","0","The failure of the right propeller position to correspond to the throttle change when moved to the beta position for reasons that could not be determined based on available evidence.","","42.582221","-110.108886","Mitsubishi","MU2B","AIR","BPI","Miley Memorial Field","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100754","4/26/2022 11:00:00 AM",
"WPR20CA052","ACC","100745","2019-12-23T11:30:00Z","Chandler","Arizona","United States","","N924PA","FALSE","DirectorBrief","2020-06-16T04:00:00Z","None","0","0","0","The student pilot's loss of directional control during the landing roll, which resulted in a collision with a taxiway sign.","","33.269165","-111.811111","Piper","PA28","AIR","CHD","Chandler Municipal Airport","FALSE","1","","INST","091","Substantial","VMC","AeroGuard Flight Training Center","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100745","4/17/2020 4:22:00 PM",
"CEN20TA031","ACC","100667","2019-12-06T15:15:00Z","Spring Branch","Texas","United States","","N408P","FALSE","DirectorBrief","2021-05-05T04:00:00Z","None","0","0","0","The pilot's inadequate preflight performance planning and his operation of the airplane outside of the manufacturer's specified weight and balance limitations, which resulted in a failure of the airplane to become airborne, an aborted takeoff, and subsequent runway excursion.","","29.811666","-98.426109","Beech","36","AIR","1T7","Kestrel Airpark","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100667","3/19/2020 10:14:00 PM",
"DCA20LA013","ACC","100545","2019-11-11T08:42:00Z","Chicago","Illinois","United States","","N619AE","FALSE","DirectorBrief","2023-02-06T05:00:00Z","None","0","0","0","The flight crew’s inability to maintain the airplane on the runway centerline after touchdown due to the reduced braking action resulting from the deteriorating weather conditions, which caused the airplane’s departure from the runway surface.  Contributing to the accident were the delay in performing the runway assessment for undetermined reasons and failure to close the runway.  Also contributing to the accident was the controller’s failure to advise the accident flight crew that braking action was no longer consistent with the previously published notice to air mission, which described braking action as good across all three runway zones.","","41.582778","-87.542221","Embraer","EMB145","AIR","KORD","Chicago O'Hare","FALSE","2","SCHD","","121","Substantial","IMC","Envoy Air Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100545","12/15/2022 10:00:00 PM",
"CEN20WA065","ACC","100849","2019-11-05T05:00:00Z","Cabo San Lucas","","Mexico","","XA-VBD","FALSE","None","","None","0","0","0","","","0","0","LEARJET","35","AIR","MMSL","Cabo San Lucas Airport","FALSE","","","","NUSN","","","","N/A","FALSE","","",
"ANC19LA051","ACC","100243","2019-09-03T13:15:00Z","Girdwood","Alaska","United States","","N6672L","FALSE","DirectorBrief","2020-11-19T05:00:00Z","None","0","0","0","The pilot's loss of directional control while landing, which resulted in a runway excursion and collision with terrain.","","60.968887","-149.119445","Lake","LA-4-200","AIR","AQY","Girdwood","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100243","11/13/2019 3:15:00 PM",
"WPR19LA227","ACC","100086","2019-08-19T11:30:00Z","Spokane","Washington","United States","","N43793","FALSE","DirectorBrief","2022-05-19T04:00:00Z","None","0","0","0","A loss of directional control during landing for undetermined reasons.","","47.619167","-117.535278","Piper","PA28R","AIR","SFF","Felts Field","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100086","5/18/2022 11:00:00 AM",
"GAA19CA500","ACC","100099","2019-07-27T14:40:00Z","Tok","Alaska","United States","","N82253","FALSE","DirectorBrief","2020-04-13T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during landing and his excessive rudder input, which resulted in a runway excursion and landing gear collapse.","","63.329444","-142.95195","Piper","PA18","AIR","6K8","TOK JUNCTION","FALSE","1","","PERS","091","Substantial","VMC","Dirt Strip Dirtbags LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100099","10/24/2019 12:40:00 PM",
"CEN19LA246","ACC","99971","2019-07-27T05:35:00Z","El Paso","Texas","United States","","N681TR","FALSE","DirectorBrief","2021-02-02T05:00:00Z","None","0","0","0","Failure of the left main landing gear to fully extend due to a lack of hydraulic fluid and during emergency extension procedures, which resulted in the collapse of the landing gear during landing and the subsequent runway excursion and collision with a sign.","","31.807222","-106.376388","SWEARINGEN","SA227","AIR","ELP","El Paso Int'l","FALSE","2","","INST","091","Substantial","VMC","Pak West Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99971","4/3/2020 11:50:00 AM",
"ERA19TA222","ACC","99809","2019-07-02T09:30:00Z","Sevierville","Tennessee","United States","","N2352K","FALSE","DirectorBrief","2021-01-28T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and right main landing gear collapse.","","35.856945","-83.524444","Luscombe","8","AIR","GKT","Gatlinburg-Pigeon Forge","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99809","12/21/2019 12:31:00 AM",
"WPR19LA184","ACC","99765","2019-06-30T11:00:00Z","Lincoln","Montana","United States","","N5JB","FALSE","DirectorBrief","2022-04-01T04:00:00Z","Minor","0","0","1","A loss of control during landing, which resulted in a nose landing gear collapse and runway excursion.","","47.159805","-112.67959","Cessna","TR182","AIR","S69","Lincoln","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99765","3/17/2022 11:00:00 AM",
"ERA19TA182","ACC","99502","2019-05-27T10:00:00Z","Concord","Georgia","United States","","N1797E","FALSE","DirectorBrief","2020-12-03T05:00:00Z","None","0","0","0","The pilot's inability to maintain directional control during landing for reasons that could not be determined because postaccident examination of the airplane brake assemblies revealed no anomalies that would have caused the right brake to lock, which resulted in a runway excursion.","","33.044445","-84.43222","Aeronca","7AC","AIR","2GA5","Windrift Aerodrome","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99502","10/28/2019 6:48:00 PM",
"GAA19CA288","ACC","99506","2019-05-26T13:35:00Z","Carbondale","Illinois","United States","","N45729","FALSE","DirectorBrief","2020-04-13T04:00:00Z","None","0","0","0","The pilot's inadvertent left heel brake application during the landing roll, which resulted in a noseover.","","37.778057","-89.251945","Luscombe","8","AIR","MDH","Southern Illinois","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99506","9/4/2019 8:48:00 PM",
"ERA19LA194","ACC","99608","2019-03-09T19:05:00Z","Mount Holly","New Jersey","United States","","N7367G","FALSE","DirectorBrief","2020-12-03T05:00:00Z","None","0","0","0","Failure of the pilot's seat back due to a sheared bolt during the landing roll, which resulted in a loss of directional control and runway excursion.","","39.943","-74.845","Cessna","172","AIR","VAY","South Jersey Regional","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99608","5/14/2020 2:20:00 PM",
"WPR19LA094","ACC","99093","2019-02-15T09:17:00Z","Montague","California","United States","","N5849C","FALSE","DirectorBrief","2022-06-01T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control while landing on a wet/icy runway.","","41.729999","-122.54444","Cessna","402","AIR","1O5","Montague Airport-Yreka Rohrer Field","FALSE","2","SCHD","","135","Substantial","VMC","Redding Aero Enterprises Inc","Completed","FALSE","","",
"CEN19LA054","ACC","98838","2019-01-12T12:30:00Z","Uvalde","Texas","United States","","N813WT","FALSE","DirectorBrief","2020-06-29T04:00:00Z","None","0","0","0","The airplane’s encounter with wind shear on short final approach to the runway, which resulted in a hard landing and fracture of the right main landing gear.","","29.461389","-100.114166","Canadair","CL 600 2A12","AIR","01TX","Ox Ranch","FALSE","2","","BUS","091","Substantial","VMC","Tw 601-C Investment Llc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98838","4/13/2020 2:40:00 PM",
"ERA19LA086","ACC","98886","2018-11-18T13:47:00Z","Petersburg","West Virginia","United States","","N88VZ","FALSE","DirectorBrief","2022-03-16T04:00:00Z","None","0","0","0","A loss of control during the landing roll and subsequent runway excursion for reasons that could not be determined based on the available evidence.","","38.995555","-79.145835","Piper","PA46","AIR","W99","Grant County Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98886","2/28/2022 8:00:00 PM",
"ERA19LA030","ACC","98565","2018-10-28T16:45:00Z","Simsbury","Connecticut","United States","","N8132X","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Minor","0","0","1","Maintenance personnel's inadequate inspection of the wheel brake system during the airplane's most recent 100-hour inspection, which resulted in a loss of hydraulic fluid and the pilot's inability to control the airplane during the landing.","","41.91611","-72.776947","Piper","PA28","AIR","4B9","Simsbury Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98565","2/20/2019 2:29:00 PM",
"CEN19WA010","ACC","98514","2018-10-14T13:45:00Z","Wasserkuppe","","Germany","","D-EFJX","FALSE","None","","Fatal","3","0","0","","","0","0","CESSNA","F172","AIR","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"ERA19TA011","ACC","98482","2018-10-13T13:15:00Z","Reidsville","Georgia","United States","","N9469Q","FALSE","DirectorBrief","2019-12-16T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during landing, which resulted in a runway excursion and impact with a taxiway sign.","","32.059444","-82.15361","Beech","F33","AIR","RVJ","Swinton Smith Field","FALSE","","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98482","10/29/2018 8:01:00 PM",
"WPR18LA275","ACC","98364","2018-09-26T16:50:00Z","Malad","Idaho","United States","","N24BA","FALSE","DirectorBrief","2022-03-03T05:00:00Z","None","0","0","0","The pilot’s failure to identify that he was not utilizing the full runway for takeoff, and his delayed decision to abort the takeoff, which resulted in a runway overrun.","","42.170555","-112.28944","Piper","PA-32RT","AIR","MLD","Malad City","FALSE","1","","FERY","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98364","2/3/2022 3:00:00 PM",
"GAA18CA553","ACC","98295","2018-09-13T08:30:00Z","Spanish Fork","Utah","United States","","N7223J","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Minor","0","0","2","The student pilot’s failure to maintain the runway heading during takeoff and the flight instructor’s decision to conduct primary flight instruction in an airplane without dual controls.","","40.145","-111.666664","Piper","PA28","AIR","SPK","SPANISH FORK ARPT SPRINGVILLE-","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98295","12/11/2018 9:19:00 PM",
"WPR18WA277","INC","98370","2018-09-12T21:10:00Z","Abuja","","Nigeria","","5N-BOD","FALSE","None","","None","0","0","0","","","0","0","GULFSTREAM","GIV","AIR","","","FALSE","","","","NUSC","None","","Sky Bird Air Limited","N/A","FALSE","","",
"GAA18CA544","ACC","98276","2018-09-09T12:10:00Z","Denver","Colorado","United States","","N514RH","FALSE","DirectorBrief","2020-03-20T04:00:00Z","None","0","0","0","The pilot's failure to verify that the emergency canopy release was in the correct position when opening the canopy during landing, which resulted in the canopy separating from the airplane and subsequently impacting the empennage.","","39.908889","-105.117225","HALLADAY ROY","LOCKHEED","AIR","BJC","ROCKY MOUNTAIN METROPOLITAN","FALSE","1","","POSI","091","Substantial","VMC","T-33 Aviation Llc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98276","11/26/2019 12:21:00 PM",
"CEN18LA341","ACC","98104","2018-08-19T20:19:00Z","Granbury","Texas","United States","","N1133T","FALSE","DirectorBrief","2020-06-03T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain directional control during a crosswind landing, which resulted in the airplane exiting the runway and impacting a ditch, tree, and fence.","","32.444442","-97.816947","Cirrus","SR22","AIR","GDJ","GRANBURY RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98104","7/8/2020 4:15:00 AM",
"CEN18LA345","ACC","98116","2018-08-18T09:46:00Z","Tulsa","Oklahoma","United States","","N6958N","FALSE","DirectorBrief","2020-06-03T04:00:00Z","None","0","0","0","The pilot's decision to take off with a known electrical problem, which resulted in the loss of electrical power, problem with the landing gear extension system, and subsequent runway excursion.","","36.039722","-95.984725","Cessna","T210","AIR","RVS","Richard lloyd Jones Jr","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98116","2/3/2020 10:16:00 PM",
"CEN18LA332","ACC","98075","2018-08-15T11:45:00Z","Westbrook","Minnesota","United States","","N5521X","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Minor","0","0","1","A runway excursion during takeoff for reasons that could not be determined based on the available evidence.","","43.950832","-95.378334","AERO COMMANDER","S2R","AIR","3MN4","Rolling Hills","FALSE","","","AAPL","137","Substantial","VMC","Olsem Aerial Application Service","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98075","6/12/2019 6:43:00 PM",
"CEN18TA330","ACC","98067","2018-08-13T11:00:00Z","Friendswood","Texas","United States","","N42218","FALSE","DirectorBrief","2019-09-27T04:00:00Z","None","0","0","0","The pilot's decision to conduct a flight in an airplane that had a tailwheel with degraded locking pins, which allowed the tailwheel to unlock and swivel out of alignment and precluded the pilot from regaining directional control on the ground during a crosswind landing.","","29.504722","-95.175277","Piper","J3C","AIR","7XS0","POLLY RANCH","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98067","9/26/2018 1:34:00 PM",
"CEN18LA307","ACC","97976","2018-08-02T19:00:00Z","Escanaba","Michigan","United States","","N142NV","FALSE","DirectorBrief","2020-06-03T04:00:00Z","None","0","0","0","The loss of control during the landing rollout for reasons that could not be determined based on the available evidence, which resulted in a ground loop and runway excursion.","","45.722778","-87.093612","Gerald Dan Coppock","Bade-E","AIR","ESC","Delta County Airport","TRUE","","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97976","1/31/2020 8:00:00 PM",
"CEN18WA375","ACC","98261","2018-07-17T13:00:00Z","Les Rabassieres","","France","","G-BHYA","FALSE","None","","None","0","0","0","","","0","0","Cessna","CESSNA R182","AIR","","","FALSE","","","","UNK","Destroyed","","","N/A","FALSE","","",
"CEN18FA267","ACC","97761","2018-07-15T09:00:00Z","La Porte","Texas","United States","","N3135J","FALSE","DirectorBrief","2019-09-10T04:00:00Z","Fatal","2","0","0","The pilot's failure to maintain airspeed during a visual approach for landing, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall at an altitude too low for recovery.","","29.674444","-95.056388","Kolb","TWINSTAR","AIR","T41","La Porte Municipal Airport","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97761","7/9/2019 8:54:00 PM",
"GAA18CA394","ACC","97703","2018-07-05T15:30:00Z","Louisburg","North Carolina","United States","","N902HB","FALSE","DirectorBrief","2019-06-05T04:00:00Z","None","0","0","0","The student pilot's distraction due to a previous runway excursion and navigational issues during the accident flight and his failure to maintain adequate airspeed and his exceedance of the airplane’s critical angle of attack during the downwind leg, which resulted in an aerodynamic stall/spin.","","36.032501","-78.317497","Evektor Aerotechnik","SPORTSTAR","AIR","LHZ","TRIANGLE NORTH EXECUTIVE","FALSE","1","","INST","091","Substantial","VMC","Total Flight Aircraft Leasing Llc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97703","3/11/2019 12:24:00 PM",
"ERA18LA184","ACC","97699","2018-07-05T13:45:00Z","Daytona Beach","Florida","United States","","N42SX","FALSE","DirectorBrief","2019-07-08T04:00:00Z","Fatal","1","0","1","The pilot's failure to maintain adequate airspeed during landing, which led to the airplane exceeding its critical angle-of-attack, experiencing an aerodynamic stall and hard landing, which resulted in a landing gear collapse, loss of directional control, and runway excursion.","","29.079721","-81.048332","Swearingen","SX300","AIR","7FL6","Spruce Creek","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97699","5/14/2019 2:26:00 PM",
"OPS18IA015","INC","97552","2018-06-21T09:58:00Z","Chicago","Illinois","United States","","B-18711","FALSE","DirectorBrief","2022-05-19T04:00:00Z","None","0","0","0","Interference with the localizer signal resulting in a Multipath condition experienced by CAL5148 while conducting an ILS CAT III (autoland) approach. This condition resulted in a runway excursion and subsequent go-around. The interference was most likely caused by a previous departure flying through the ILS critical area while departing the same runway.","","41.969444","-87.918609","BOEING","747","AIR","KORD","Chicago O'Hare Intl Airport","FALSE","","SCHD","UNK","NUSC","None","IMC","CHINA AIRLINES LTD","Completed","FALSE","","",
"ANC18LA079","ACC","98412","2018-06-17T07:30:00Z","Fullerton","California","United States","","N734RS","FALSE","DirectorBrief","2020-12-03T05:00:00Z","None","0","0","0","The National Transportation Safety Board did not determine the probable cause of this event and does not plan to issue a report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.","","33.871944","-117.979721","Cessna","172","AIR","FUL","Fullerton Muni","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"ERA18LA178","ACC","97564","2018-06-14T09:50:00Z","Umatilla","Florida","United States","","N56213","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Minor","0","0","1","Maintenance personnel ‘s failure to complete and verify the proper installation of the main landing gear (MLG) torque links’ attachment hardware, which resulted in the right MLG torque link disconnecting and the pilot’s subsequent inability to maintain directional control during the landing roll.","","28.924165","-81.65139","PIPER","PA 34-200","AIR","X23","Umatilla Municipal Airport","FALSE","2","","INST","091","Substantial","VMC","Spaceport Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97564","4/3/2019 4:01:00 PM",
"CEN18LA220","ACC","97442","2018-06-07T16:45:00Z","Sedalia","Missouri","United States","","N8775M","FALSE","DirectorBrief","2020-06-03T04:00:00Z","None","0","0","0","The pilot’s loss of directional control during the landing rollout due to the unexpected wind shift, which resulted in a runway excursion.","","38.7075","-93.175834","BEECH","A23","AIR","DMO","Sedalia Minicipal","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97442","1/23/2020 4:20:00 PM",
"CEN18WA212","ACC","97411","2018-06-06T11:00:00Z","La Môle","","France","","DIULI","FALSE","None","","None","0","0","0","","","0","0","CESSNA","525","AIR","LFTZ","","FALSE","","","","UNK","Substantial","","","N/A","FALSE","","",
"CEN18LA211","ACC","97402","2018-05-31T11:15:00Z","Parkin","Arkansas","United States","","N6215P","FALSE","DirectorBrief","2019-04-30T04:00:00Z","None","0","0","0","The improper operation of the rudder pedal adjustment mechanism for an undetermined period of time, which led to the failure of the rudder pedal adjustment track, the detachment of the rudder pedal, and the pilot’s subsequent inability to maintain directional control.","","35.243331","-90.570556","THRUSH AIRCRAFT INC","S2R-H80","AIR","PVT","Private","FALSE","","","AAPL","137","Substantial","VMC","AIR AIDS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97402","11/8/2018 6:24:00 PM",
"ANC18LA039","ACC","97377","2018-05-28T13:00:00Z","Yerington","Nevada","United States","","N68AX","FALSE","DirectorBrief","2020-06-08T04:00:00Z","None","0","0","0","Loss of directional control during landing for reasons that could not be determined based on the available evidence, which resulted in a runway excursion.","","39.005554","-119.156669","CESSNA","T182T","AIR","O43","YERINGTON MUNI","FALSE","","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97377","4/15/2020 12:46:00 AM",
"CEN18FA193","ACC","97331","2018-05-27T08:40:00Z","Omaha","Nebraska","United States","","N263CE","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","2","0","0","The pilot's loss of directional control and his failure to abort the takeoff, which resulted in a runway excursion and collision with terrain.","","41.195278","-96.113609","BEECH","P35","AIR","MLE","Millard Airport","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97331","6/13/2019 8:22:00 PM",
"CEN18LA180","ACC","97274","2018-05-16T15:20:00Z","Broomfield","Colorado","United States","","N4EJ","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Minor","0","0","1","The failure of the right brake line, which resulted in a loss of directional control and runway excursion.","","39.908889","-105.117225","Roger G White","Glasair","AIR","BJC","Rocky Mountain Muni","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97274","8/23/2018 8:40:00 PM",
"GAA18CA259","ACC","97196","2018-05-05T15:45:00Z","Lusby","Maryland","United States","","N701XS","FALSE","DirectorBrief","2018-10-24T04:00:00Z","Minor","0","0","1","The pilot’s improper landing flare, which resulted in a hard, bounced landing and runway excursion.","","38.36111","-76.404167","CREECH JERRY","CREECH JERRY CH 701","AIR","MD50","CHESAPEAKE RANCH","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97196","8/1/2018 8:03:00 PM",
"CEN18WA380","ACC","98303","2018-03-31T04:00:00Z","St. Chamont","","France","","F-GIKQ","FALSE","None","","None","0","0","0","","","0","0","ROBIN","DR-400","AIR","","Saint Chamond - L'Horme airpor","FALSE","","","INST","NUSN","Substantial","","Aero-Club De Lyon Corbas","N/A","FALSE","","",
"CEN18LA097","ACC","96734","2018-02-07T19:00:00Z","Fargo","North Dakota","United States","","N9360P","FALSE","DirectorBrief","2019-02-05T05:00:00Z","None","0","0","0","The pilot's failure to use the published emergency procedures to manually extend the landing gear when an electrical failure precluded normal extension of the landing gear, resulting in the gear collapse during landing.  Contributing to the accident was the pilot’s failure to ensure, before takeoff, that the battery was fully charged after its depletion due to a faulty alternator.","","46.920555","-96.815834","PIPER","PA 24-260","AIR","FAR","HECTOR INTL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96734","4/19/2018 12:11:00 PM",
"WPR18WA083","ACC","96702","2018-01-25T15:18:00Z","Abuja","","Nigeria","","5N-BTF","FALSE","None","","None","0","0","0","","","0","0","GULFSTREAM","GULFSTREAM200","AIR","","","FALSE","","","","UNK","","","","N/A","FALSE","","",
"CEN18LA052","ACC","96485","2017-12-24T18:40:00Z","Riverton","Wyoming","United States","","N550D","FALSE","DirectorBrief","2018-04-09T04:00:00Z","None","0","0","0","The pilot's loss of directional control during the rejected takeoff. Contributing to the accident were the pilot's lack of familiarity with the airport runway configuration, which led to his premature attempt to take off, and the airplane’s inoperative landing light.","","43.064167","-108.459724","PIPER","PA 28R-200","AIR","RIW","Riverton Regional","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96485","2/12/2018 9:36:00 PM",
"CEN18LA071","ACC","96586","2017-12-20T16:30:00Z","Angleton","Texas","United States","","N47FP","FALSE","DirectorBrief","2020-05-28T04:00:00Z","None","0","0","0","The passenger's inadvertent activation of the left brake during landing, which resulted in a loss of directional control and a runway excursion.","","29.108612","-95.461944","PIPER","PA 12","AIR","LBX","Texas Gulf Coast Regional","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96586","1/3/2020 8:37:00 PM",
"CEN18LA059","ACC","96525","2017-12-20T09:50:00Z","Longmont","Colorado","United States","","N519MA","FALSE","DirectorBrief","2018-07-05T04:00:00Z","None","0","0","0","The failure of the landing gear through bolt primarily due to fatigue during a hard landing, which resulted in a landing gear collapse and runway excursion. Contributing to the accident was noncompliance with the manufacturer service letter.","","40.165832","-105.166114","AMERICAN CHAMPION AIRCRAFT","7GCAA","AIR","LMO","VANCE BRAND","FALSE","1","","INST","091","Substantial","VMC","Fly Elite Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96525","1/19/2018 8:38:00 PM",
"WPR18LA044","ACC","96439","2017-12-04T19:35:00Z","Glendale","Arizona","United States","","N47536","FALSE","DirectorBrief","2021-02-02T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control of the airplane during the landing roll. Contributing to the accident was the fatigue of the left main landing gear assembly.","","33.526943","-112.29528","PIPER","PA 34-200T","AIR","GEU","GLENDALE MUNI","FALSE","2","","INST","091","Substantial","VMC","ANGEL AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96439","12/14/2020 1:00:00 PM",
"ERA18LA040","ACC","96413","2017-12-01T17:15:00Z","Ravenswood","West Virginia","United States","","N7586E","FALSE","DirectorBrief","2020-02-11T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control of the airplane during the landing roll, which resulted in a runway excursion.","","38.933055","-81.818054","CHAMPION","7EC","AIR","I18","JACKSON COUNTY","FALSE","","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96413","10/15/2019 11:14:00 AM",
