ntsbno,eventtype,eventdate_ntsb,city,state,country,n,highestinjurylevel,fatalinjurycount,seriousinjurycount,minorinjurycount,probablecause,latitude,longitude,make,model,airportid_ntsb,airportname,amateurbuilt,numberofengines,purposeofflight,far,aircraftdamage,weathercondition,operator,docketurl,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,metar,weatherstation,weather_source,distance_nm,time_diff,crosswind_component,tailwind_component
ERA16WA249,INC,2016-06-21 19:39:00+00:00,Lima,NA,Peru,OB-2104-P,None,0,0,0,UNKNOWN,-12.021944,-77.11444,BEECH,B200,SPJC,Jorge Chavez International,False,,UNKNOWN,NA,Minor,UNKNOWN,Aerolinea Del Caribe Peru,NA,2016-06-21 20:00:00+00:00,64.4,59.0,82.62,270.0,5.0,20.5,3.11,29.94,0.0,SPJC 212000Z 27005KT 220V320 5000 BR SCT012 OVC020 18/15 Q1014 NOSIG RMK PP000,SPJC,PRIMARY,0.0,0 days 00:21:00,-5.0,-9.184850993605148e-16
ERA16LA225,ACC,2016-06-17 17:09:00+00:00,Punta Gorda,Florida,United States,N8161X,None,0,0,0,"The tower controller’s failure to identify and mitigate jet blast from an airplane conducting an engine test run, and the effect of the jet blast on landing traffic, which resulted in a runway excursion when a landing airplane encountered the blast. Contributing to the accident was the lack of procedures for positioning high-powered airplanes conducting engine test runs in the airport movement area.",26.918888,-81.990837,PIPER,PA 28-236,PGD,PUNTA GORDA,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93426,2016-06-17 17:05:00+00:00,79.0,74.0,84.69,300.0,16.0,23.0,10.0,30.02,0.01,KPGD 171705Z 30016G23KT 10SM -RA SCT028 SCT050 BKN070 26/23 A3002 RMK AO2 LTG DSNT ALQDS P0001 T02610233 IEM_GHCNH,KPGD,PRIMARY,0.0,0 days 00:04:00,-13.856406460551018,8.000000000000002
ERA16WA221,INC,2016-06-16 16:03:00+00:00,Rionegro,NA,Colombia,N963CH,None,0,0,0,UNKNOWN,6.171666,-75.424446,GULFSTREAM,GULFSTREAM150,SKRG,Jose Maria Cordova Int'l,False,2.0,BUS,091,Minor,VMC,NA,NA,2016-06-16 16:00:00+00:00,71.6,50.0,46.43,150.0,8.0,20.5,6.21,30.36,0.0,SKRG 161600Z 15008KT 080V180 9999 SCT020 22/10 A3036,SKRG,PRIMARY,0.0,0 days 00:03:00,3.9999999999999996,-6.92820323027551
GAA16CA304,ACC,2016-06-10 13:49:00+00:00,Climax,North Carolina,United States,N77216,None,0,0,0,"An evasive maneuver during the landing roll to avoid deer on the runway, which resulted in a runway excursion and a nose over. Contributing to the accident was the lack of an airport perimeter fence.",35.942222,-79.685554,CESSNA,120,3A4,SOUTHEAST GREENSBORO,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93370,2016-06-10 13:54:00+00:00,74.0,49.0,41.21,80.0,5.0,20.5,10.0,30.15,0.0,KBUY 101354Z AUTO 08005KT 10SM CLR 23/09 A3015 RMK AO2 SLP205 T02330094,BUY,FALLBACK,12.075630218249335,0 days 00:05:00,4.92403876506104,0.8682408883346521
GAA16CA337,ACC,2016-06-09 10:00:00+00:00,Buena Vista,Colorado,United States,N9915Y,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and substantial damage to the firewall.",38.816665,-106.121665,CESSNA,T210,AEJ,CENTRAL COLORADO RGNL,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93474,2016-06-09 09:55:00+00:00,47.3,40.0,75.93,80.0,4.0,20.5,10.0,30.22,0.0,KAEJ 090955Z AUTO 08004KT 10SM SCT100 SCT120 09/05 A3022 RMK AO2 T00850045,KAEJ,PRIMARY,0.0,0 days 00:05:00,3.939231012048832,0.6945927106677217
GAA16CA278,ACC,2016-05-31 18:35:00+00:00,Wadsworth,Ohio,United States,N991K,None,0,0,0,"The pilot's inadvertent power reduction during landing, which resulted in a runway undershoot, collision with the runway threshold, nose and right main landing gear collapse, and runway excursion.",41.002498,-81.754997,PIPER,PA24,3G3,WADSWORTH MUNI,False,1.0,INST,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93311,2016-05-31 18:56:00+00:00,84.0,55.0,37.08,60.0,8.0,20.5,10.0,30.01,0.0,KBJJ 311856Z AUTO 06008KT 10SM FEW060 29/13 A3001 RMK AO2 SLP156 T02890128,BJJ,FALLBACK,9.847342788,0 days 00:21:00,6.928203230275509,4.000000000000001
CEN16LA202,ACC,2016-05-29 11:00:00+00:00,Carlsbad,New Mexico,United States,N95R,None,0,0,0,The pilot's failure to maintain directional control while landing in crosswind conditions.,32.337501,-104.263336,Harry Oas,Pitts S1C,CNM,Cavern City Air Terminal,True,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93285,2016-05-29 10:53:00+00:00,69.0,61.0,75.4,120.0,5.0,20.5,10.0,30.01,0.0,KCNM 291053Z AUTO 12005KT 10SM BKN026 21/16 A3001 RMK AO2 SLP104 T02060161,KCNM,PRIMARY,0.0,0 days 00:07:00,4.330127018922194,-2.499999999999999
GAA16CA311,ACC,2016-05-27 13:30:00+00:00,Groveland,California,United States,N2675E,Minor,0,0,1,"The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a collision with a concrete barrier wall.",37.862499,-120.179443,CHAMPION,AERONCA 7AC,E45,PINE MOUNTAIN LAKE,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93378,2016-05-27 13:53:00+00:00,59.0,48.0,66.88,0.0,0.0,20.5,10.0,29.92,0.0,KMCE 271353Z AUTO 00000KT 10SM CLR 15/09 A2992 RMK AO2 SLP131 T01500089 TSNO,MCE,FALLBACK,38.17803116727374,0 days 00:23:00,0.0,0.0
GAA16CA247,ACC,2016-05-18 19:20:00+00:00,Redding,California,United States,N7610S,None,0,0,0,"The student pilot's failure to maintain directional control during the landing roll in gusty wind conditions, which resulted in a runway excursion and nose over.",40.569721,-122.406669,CESSNA,182,O85,BENTON FIELD,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93209,2016-05-18 18:53:00+00:00,90.0,48.0,23.68,0.0,4.0,20.5,10.0,29.93,0.0,KRDD 181853Z VRB04KT 10SM CLR 32/09 A2993 RMK AO2 SLP129 T03220089,RDD,FALLBACK,5.970812161652223,0 days 00:27:00,0.0,4.0
GAA16CA242,ACC,2016-05-17 16:30:00+00:00,Grass Valley,California,United States,N99SZ,Minor,0,0,1,"The pilot's failure to maintain a stabilized approach and landing, which resulted in a hard landing, loss of directional control, runway excursion, and collision with a parked airplane.",39.223331,-121.004165,VAN B ANTHONY,ZODIAC,GOO,NEVADA COUNTY AIR PARK,True,1.0,PERS,091,Destroyed,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93198,2016-05-17 16:20:00+00:00,64.4,39.2,39.43,300.0,5.0,20.5,10.0,30.03,0.0,KGOO 171620Z AUTO 30005KT 10SM CLR 18/04 A3003 RMK AO1,KGOO,PRIMARY,0.0,0 days 00:10:00,-4.330127018922193,2.5000000000000004
WPR16LA109,ACC,2016-05-13 14:15:00+00:00,Las Vegas,Nevada,United States,N6281V,None,0,0,0,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion.",36.210556,-115.193611,CESSNA,172RG,VGT,NORTH LAS VEGAS,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93161,2016-05-13 13:56:00+00:00,60.0,51.0,72.13,280.0,14.0,20.5,10.0,29.95,0.0,KBJJ 131356Z AUTO 28014KT 10SM FEW022 16/11 A2995 RMK AO2 SLP138 T01560106,BJJ,FALLBACK,20.438170177718494,0 days 00:19:00,-13.787308542170914,2.4310744873370194
GAA16CA238,ACC,2016-05-13 11:55:00+00:00,Millersburg,Ohio,United States,N17734,None,0,0,0,"The pilot's loss of directional control during landing in gusting wind conditions resulting in excessive brake application, and airplane nose over.",40.536666,-81.955833,WACO,YKS 7,10G,HOLMES COUNTY,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93186,2016-05-13 11:56:00+00:00,56.0,51.0,83.69,280.0,13.0,20.5,10.0,29.92,0.0,KBJJ 131156Z AUTO 28013KT 10SM BKN075 13/11 A2992 RMK AO2 SLP127 60002 70026 T01330106 10144 20133 53017,BJJ,FALLBACK,20.438170177718494,0 days 00:01:00,-12.802500789158707,2.2574263096700897
CEN16LA178,ACC,2016-05-10 15:00:00+00:00,Akron,Ohio,United States,N57535,None,0,0,0,"A missing bolt in the nose landing gear assembly, which resulted in the airplane suddenly turning left and the pilot's inability to maintain directional control during a crosswind takeoff.",40.915,-81.443611,MOONEY AIRCRAFT CORP.,M20K,CAK,AKRON-CANTON RGNL,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93151,2016-05-10 14:51:00+00:00,55.0,46.0,71.6,130.0,10.0,20.5,10.0,30.16,0.0,KCAK 101451Z 13010KT 10SM OVC100 13/08 A3016 RMK AO2 SLP214 60000 T01280078 52003,KCAK,PRIMARY,0.0,0 days 00:09:00,7.66044443118978,-6.427876096865393
GAA16CA223,ACC,2016-05-06 11:01:00+00:00,Jasper,Texas,United States,N917CF,None,0,0,0,"The pilot's failure to maintain pitch control during the landing flare, which resulted in abnormal runway contact, a nose wheel landing gear collapse, and runway excursion.",30.886667,-94.035278,CESSNA,T206,JAS,JASPER COUNTY-BELL FIELD,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93129,2016-05-06 10:55:00+00:00,51.0,50.18,97.36,0.0,0.0,20.5,10.0,30.04,0.0,KJAS 061055Z AUTO 00000KT 10SM CLR 11/10 A3004 RMK AO2 T01050101,KJAS,PRIMARY,0.0,0 days 00:06:00,0.0,0.0
GAA16CA219,ACC,2016-05-02 10:30:00+00:00,Mesa,Arizona,United States,N509ND,None,0,0,0,"The student pilot's failure to maintain pitch control during the landing flare, which resulted in an abnormal runway contact, porpoise, nose gear collapse, runway excursion, and impact with terrain.",33.304164,-111.656387,CESSNA,172,IWA,PHOENIX-MESA GATEWAY,False,1.0,PERS,091,Substantial,VMC,UND AEROSPACE FOUNDATION,https://data.ntsb.gov/Docket?ProjectID=93122,2016-05-02 10:35:00+00:00,55.4,37.4,50.64,140.0,4.0,20.5,10.0,29.97,0.0,KIWA 021035Z AUTO 14004KT 10SM CLR 13/03 A2997 RMK AO2,KIWA,PRIMARY,0.0,0 days 00:05:00,2.571150438746158,-3.0641777724759116
ERA16LA173,ACC,2016-04-30 10:00:00+00:00,Calverton,New York,United States,N8660K,None,0,0,0,The pilot's failure to maintain directional control during the landing roll.,40.915,-72.791946,UNIVERSAL STINSON,108,3C8,CALVERTON EXECUTIVE AIRPARK,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93083,2016-04-30 09:56:00+00:00,45.0,39.0,79.54,0.0,0.0,20.5,10.0,30.19,0.0,KHWV 300956Z AUTO 00000KT 10SM BKN050 OVC065 07/04 A3019 RMK AO2 SLP223 T00720039 TSNO,HWV,FALLBACK,6.591910118,0 days 00:04:00,0.0,0.0
WPR16LA092,ACC,2016-04-13 11:05:00+00:00,Death Valley,California,United States,N21SG,None,0,0,0,A runway overrun for reasons that could not be determined based on the available information.,36.460556,-116.879722,CESSNA,421C,L06,Furnace Creek Airport,False,2.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93014,2016-04-13 10:53:00+00:00,57.0,40.0,52.7,60.0,6.0,20.5,10.0,30.05,0.0,KDRA 131053Z AUTO 06006KT 10SM CLR 14/04 A3005 RMK AO2 SLP142 T01390044,DRA,FALLBACK,42.20385634515985,0 days 00:12:00,5.196152422706632,3.000000000000001
GAA16CA192,ACC,2016-04-12 11:35:00+00:00,Lee's Summit,Missouri,United States,N7027F,None,0,0,0,"The flight instructor's failure to maintain directional control during an aborted landing, which resulted in a runway excursion and collision with a taxiway sign.",38.963611,-94.371665,CESSNA AIRCRAFT CO,E162,LXT,Lee's Summit,False,1.0,INST,091,Substantial,VMC,Air Associates Inc.,https://data.ntsb.gov/Docket?ProjectID=93008,2016-04-12 11:53:00+00:00,34.0,23.0,63.77,80.0,5.0,20.5,10.0,30.33,0.0,KLXT 121153Z AUTO 08005KT 10SM CLR 01/M05 A3033 RMK AO2 SLP275 T00111050 10050 20011 52010,KLXT,PRIMARY,0.0,0 days 00:18:00,4.92403876506104,0.8682408883346521
CEN16LA153,ACC,2016-04-01 17:20:00+00:00,Addison,Texas,United States,N992BC,None,0,0,0,"Collapse of the nose landing gear during landing for reasons that could not be determined, because postaccident examination did not detect any anomalies consistent with a preimpact failure or malfunction.",32.968612,-96.836387,GILL CRAIG,LANCAIR IV P PROPJET,ADS,Addison,True,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=93022,2016-04-01 17:48:00+00:00,55.4,24.8,30.4,30.0,10.0,18.0,13.0,30.08,0.0,KADS 011748Z AUTO 03010G18KT 13SM SCT043 OVC070 13/M04 A3008 RMK RB 1725 RE 1738.,KADS,PRIMARY,0.0,0 days 00:28:00,4.999999999999999,8.660254037844387
CEN16LA138,ACC,2016-03-31 11:45:00+00:00,Shiprock,New Mexico,United States,N180XV,Serious,0,1,0,The pilot's failure to maintain directional control after encountering a sudden change in wind direction during the landing roll.,36.698333,-108.700553,CESSNA,180D,5V5,Shiprock Airstrip,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92935,2016-03-31 11:53:00+00:00,24.0,16.0,70.81,280.0,5.0,20.5,10.0,29.88,0.0,KFMN 311153Z 28005KT 10SM CLR M04/M09 A2988 RMK AO2 SLP126 T10441089 11006 21056 56006,FMN,FALLBACK,22.840797348352744,0 days 00:08:00,-4.924038765061041,0.8682408883346499
GAA16CA171,ACC,2016-03-26 07:45:00+00:00,Addison,Texas,United States,N114P,None,0,0,0,"The private pilot's failure to maintain directional control during the landing roll and the flight instructor's delayed remedial action, which resulted in a runway excursion, collision with an airport sign, and a nose gear collapse.",32.968334,-96.836387,ROCKWELL INTERNATIONAL,114,ADS,ADDISON,False,1.0,INST,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92923,2016-03-26 07:35:00+00:00,56.0,45.0,66.52,30.0,10.0,18.0,10.0,29.89,0.0,KADS 260735Z AUTO 10SM CLR 13/07 A2989 RMK AO2 T01330072,KADS,PRIMARY,0.0,0 days 00:10:00,4.999999999999999,8.660254037844387
GAA16CA152,ACC,2016-03-13 13:45:00+00:00,Chandler,Arizona,United States,N89939,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion, a ground loop, and a collision with an airport sign.",33.269721,-111.811111,CESSNA,140,CHD,CHANDLER MUNI,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92861,2016-03-13 13:47:00+00:00,48.2,32.0,53.27,0.0,0.0,20.5,15.0,30.06,0.0,KCHD 131347Z 00000KT 15SM FEW200 09/M00 A3006,KCHD,PRIMARY,0.0,0 days 00:02:00,0.0,0.0
ERA16LA122,ACC,2016-03-01 12:30:00+00:00,Chester,Connecticut,United States,N94569,None,0,0,0,"The pilot’s failure to maintain directional control of the airplane during the landing, which resulted in a runway excursion.",41.383609,-72.505836,CESSNA,152,SNC,CHESTER,False,1.0,PERS,091,Substantial,VMC,CHESTER CHARTER INC,https://data.ntsb.gov/Docket?ProjectID=92803,2016-03-01 12:35:00+00:00,33.8,15.8,47.22,350.0,6.0,20.5,10.0,30.14,0.0,KSNC 011235Z AUTO 35006KT 020V360 10SM CLR 01/M09 A3014 RMK AO2,KSNC,PRIMARY,0.0,0 days 00:05:00,-1.0418890660015823,5.908846518073248
ERA16LA113,ACC,2016-02-20 20:00:00+00:00,Orlando,Florida,United States,N568XL,None,0,0,0,"A failure of the right brake for reasons that could not be determined based on the available information. Contributing to the accident was the pilot's decision to continue the flight after experiencing a braking anomaly due to his perceived need for an expedited departure, his wish to avoid a flight delay, and his perceived lack of suitable maintenance facilities for timely troubleshooting of the brake system.",28.443611,-81.282501,LIBERTY AEROSPACE INCORPORATED,LIBERTY XL,MCO,Orlando International Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92772,2016-02-20 19:53:00+00:00,74.0,49.0,41.21,0.0,0.0,20.5,10.0,30.24,0.0,KMCO 201953Z 00000KT 10SM SCT055 23/09 A3024 RMK AO2 SLP239 T02330094,KMCO,PRIMARY,0.0,0 days 00:07:00,0.0,0.0
GAA16CA131,ACC,2016-02-14 12:30:00+00:00,Bell City,Louisiana,United States,N960RF,None,0,0,0,"The pilot's failure to maintain directional control during takeoff in gusty wind conditions, which resulted in a runway excursion and a nose over.",30.039167,-93.086387,FOXWORTHY ROY,CHRISTEN EAGLE,52LA,BRUCE BEARD,True,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92732,2016-02-14 12:53:00+00:00,60.0,58.0,92.56,160.0,10.0,20.5,8.0,30.12,0.0,KBPT 141253Z 16010KT 8SM -RA SCT010 BKN020 OVC050 16/14 A3012 RMK AO2 RAB50 SLP198 P0000 T01560144,BPT,FALLBACK,49.146115133857634,0 days 00:23:00,3.420201433256689,-9.396926207859083
GAA16CA141,ACC,2016-02-13 13:10:00+00:00,Anchorage,Alaska,United States,N2032U,None,0,0,0,"The inadvertent rudder input by the passenger, resulting in a runway excursion during takeoff and collision with a taxiway sign.",61.213611,-149.844726,MAULE,M 4,PAMR,Merrill Field Airport,False,1.0,PERS,091,Substantial,VMC,ADVENTURE FLIGHT LLC,https://data.ntsb.gov/Docket?ProjectID=92791,2016-02-13 12:53:00+00:00,33.0,25.0,71.82,0.0,0.0,20.5,10.0,29.36,0.0,PAMR 131253Z 00000KT 10SM -RA OVC060 01/M04 A2936 RMK AO2 SLP944 P0000 T00061039,PAMR,PRIMARY,0.0,0 days 00:17:00,0.0,0.0
CEN16LA101,ACC,2016-01-31 12:00:00+00:00,Bulverde,Texas,United States,N47185,None,0,0,0,"The failure of the left main landing gear wheel casting due to fatigue, which resulted in a loss of directional control during the landing roll.",29.739166,-98.45111,AERONCA,O-58B,1T8,Bulverde Airpark,False,1.0,PERS,091,Substantial,VMC,"Assend Dragon Aviation, LLC",https://data.ntsb.gov/Docket?ProjectID=92699,2016-01-31 11:51:00+00:00,61.0,58.0,89.65,220.0,6.0,19.0,7.0,29.83,0.0,KSAT 311151Z 22006KT 7SM OVC009 16/14 A2983 RMK AO2 SLP088 T01610144 10161 20122 53004,SAT,FALLBACK,11.825276557612783,0 days 00:09:00,-3.8567256581192355,-4.596266658713868
CEN16LA068,ACC,2015-12-19 16:55:00+00:00,Baytown,Texas,United States,N2694F,Serious,0,1,1,The pilot's failure to maintain directional control during landing in gusting wind conditions.,29.761943,-94.848052,CESSNA,182J,54T,RWJ AIRPARK,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92496,2015-12-19 16:53:00+00:00,60.0,43.0,53.15,110.0,8.0,20.5,10.0,30.51,0.0,KHOU 191653Z 11008KT 10SM FEW250 16/06 A3051 RMK AO2 SLP335 T01560061,HOU,FALLBACK,23.685714207539213,0 days 00:02:00,7.517540966287267,-2.7361611466053497
GAA16CA090,ACC,2015-12-19 15:00:00+00:00,Portales,New Mexico,United States,N97411,None,0,0,0,"The pilot receiving instruction's improper brake application during the flight instructor's aborted landing, which resulted in a loss of directional control and a runway excursion. Contributing to the accident was the flight instructor's decision to perform flight training in an airplane without dual-equipped wheel brakes.",34.145832,-103.409446,STINSON,108,PRZ,PORTALES MUNI,False,1.0,INST,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92503,2015-12-19 14:53:00+00:00,54.0,43.0,66.28,70.0,6.0,20.5,10.0,30.48,0.0,KHOU 191453Z 07006KT 10SM FEW250 12/06 A3048 RMK AO2 SLP326 T01220061 53014,HOU,FALLBACK,23.685714207539213,0 days 00:07:00,5.63815572471545,2.052120859954013
GAA16CA079,ACC,2015-12-13 12:15:00+00:00,Rimrock,Arizona,United States,N113LM,None,0,0,0,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion and a left main landing gear collapse.",34.651111,-111.787498,MCMICHAEL ELMER L,LANCAIR 360,48AZ,RIMROCK,True,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92445,2015-12-13 11:57:00+00:00,7.0,4.0,86.95,0.0,0.0,20.5,10.0,29.94,0.0,KFLG 131157Z 00000KT 10SM CLR M14/M16 A2994 RMK AO2 SLP174 70006 I1000 I6000 T11391156 11044 21139 50008,FLG,FALLBACK,30.204308769477827,0 days 00:18:00,0.0,0.0
CEN16FA062,ACC,2015-12-10 12:53:00+00:00,Council Bluffs,Iowa,United States,N145JR,Fatal,1,0,0,The pilot's failure to maintain clearance from power lines while returning to the airport after becoming distracted by a noncritical flight instrumentation anomaly indication.,41.292221,-95.867225,PIPER,PA46 500TP,OMA,Eppley Airfield,False,1.0,PERS,091,Substantial,VMC,AIRSEA CHARTERS INC,https://data.ntsb.gov/Docket?ProjectID=92430,2015-12-10 12:52:00+00:00,54.0,36.0,50.42,280.0,19.0,27.0,10.0,29.52,0.0,KOMA 101252Z 28019G27KT 10SM BKN200 12/02 A2952 RMK AO2 PK WND 27027/1251 SLP996 T01220022,KOMA,PRIMARY,0.0,0 days 00:01:00,-18.711347307231954,3.2993153756716693
ERA15LA380,ACC,2015-09-27 19:06:00+00:00,Sarasota,Florida,United States,N622PG,Minor,0,0,2,"The pilot’s failure to attain the proper touchdown point and to adequately slow the airplane within the available runway, which resulted in a runway overrun.",27.395555,-82.554443,CESSNA,550,SRQ,SARASOTA/BRADENTON INTL,False,2.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92759,2015-09-27 19:09:00+00:00,78.0,75.0,90.33,330.0,6.0,20.5,10.0,29.9,0.0,KSRQ 271909Z 33006KT 10SM FEW023 SCT033 BKN065 26/24 A2990 RMK AO2 T02560239 $,KSRQ,PRIMARY,0.0,0 days 00:03:00,-3.0000000000000027,5.19615242270663
GAA15CA271,ACC,2015-09-23 10:30:00+00:00,Show Low,Arizona,United States,N5207G,None,0,0,0,"The pilot's failure to maintain directional control during landing in quartering tailwind conditions, which resulted in a runway excursion and a right main landing gear collapse.",34.265277,-110.006668,CESSNA,305A,SOW,SHOW LOW RGNL,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92038,2015-09-23 10:35:00+00:00,50.0,50.0,100.0,0.0,0.0,20.5,10.0,30.21,0.0,KSOW 231035Z AUTO 00000KT 10SM CLR 10/10 A3021 RMK AO2,KSOW,PRIMARY,0.0,0 days 00:05:00,0.0,0.0
CEN15LA418,ACC,2015-09-21 10:40:00+00:00,Platteville,Wisconsin,United States,N813CA,Minor,0,0,2,The partial loss of  right engine power for undetermined reasons with insufficient runway remaining for the aborted takeoff.,42.689445,-90.444442,CESSNA,421B,PVB,PLATTEVILLE MUNI,False,2.0,BUS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=92032,2015-09-21 10:35:00+00:00,51.26,47.48,86.85,120.0,5.0,20.5,10.0,30.11,0.0,KPVB 211035Z AUTO 12005KT 10SM CLR 11/09 A3011 RMK AO1 T01070086,KPVB,PRIMARY,0.0,0 days 00:05:00,4.330127018922194,-2.499999999999999
GAA15CA277,ACC,2015-09-19 16:40:00+00:00,Manville,New Jersey,United States,N763RC,None,0,0,0,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and collision with a fence.",40.524444,-74.598335,MOONEY,M20M,47N,CENTRAL JERSEY RGNL,False,1.0,PERS,091,Substantial,VMC,Ross Adam Cole Briskman,https://data.ntsb.gov/Docket?ProjectID=92070,2015-09-19 16:53:00+00:00,78.0,63.0,59.74,130.0,3.0,20.5,10.0,29.93,0.0,KSMQ 191653Z AUTO VRB03KT 10SM CLR 26/17 A2993 RMK AO2 SLP135 T02560172,SMQ,FALLBACK,6.793512104304973,0 days 00:13:00,2.298133329356934,-1.9283628290596182
ANC15LA070,ACC,2015-09-13 08:40:00+00:00,Delta Junction,Alaska,United States,N6464V,None,0,0,0,A partial loss of engine power during takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,63.783332,-146.066665,HELIO,H 295,,,False,1.0,UNKNOWN,135,Substantial,VMC,Wright Air Service,https://data.ntsb.gov/Docket?ProjectID=91975,2015-09-11 23:53:00+00:00,68.0,50.0,52.51,190.0,11.0,20.5,10.0,30.33,0.0,KLVS 112353Z AUTO 19011KT 10SM CLR 20/10 A3033 RMK AO2 SLP185 T02000100 10211 20167 55012,LVS,FALLBACK,49.33871739918711,1 days 08:47:00,-1.9101299543362351,-10.832885283134289
GAA15CA260,ACC,2015-09-11 08:00:00+00:00,Santa Rosa,New Mexico,United States,N508RM,None,0,0,0,"The pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and a ground loop.",34.939167,-104.645835,ROCCI MARTIGNONI,JA30 SUPERSTOL,SXU,SANTA ROSA ROUTE 66,True,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=91986,2015-09-11 07:53:00+00:00,52.0,42.0,68.86,30.0,8.0,20.5,10.0,30.23,0.0,KLVS 110753Z AUTO 03008KT 10SM CLR 11/06 A3023 RMK AO2 SLP127 T01110056,LVS,FALLBACK,49.33871739918711,0 days 00:07:00,3.9999999999999996,6.92820323027551
ERA15LA356,ACC,2015-09-07 13:15:00+00:00,Stratford,Connecticut,United States,N7708P,None,0,0,0,The pilot's failure to maintain directional control while landing in a crosswind.,41.163333,-73.126113,PIPER,PA-24,BDR,Igor I Sikorsky,False,1.0,PERS,091,Substantial,VMC,KUMAR SANJAY,https://data.ntsb.gov/Docket?ProjectID=91971,2015-09-07 12:52:00+00:00,74.0,66.0,76.31,230.0,10.0,20.5,10.0,30.12,0.0,KBDR 071252Z 23010KT 10SM CLR 23/19 A3012 RMK AO2 SLP198 T02330189 $,KBDR,PRIMARY,0.0,0 days 00:23:00,-7.660444431189779,-6.427876096865395
GAA15CA240,ACC,2015-08-26 12:00:00+00:00,DeFuniak Springs,Florida,United States,N7215W,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion, and collision with a ditch.",30.732778,-86.150833,PIPER,PA 28-180,54J,DEFUNIAK SPRINGS,False,1.0,PERS,091,Substantial,VMC,SOUTHERN MEDIA PARTNERS LLC,https://data.ntsb.gov/Docket?ProjectID=91875,2015-08-26 11:55:00+00:00,63.86,58.64,83.12,350.0,5.0,20.5,10.0,29.99,0.0,K54J 261155Z AUTO 35005KT 10SM CLR 18/15 A2999 RMK AO2 T01770148 10201 20170,K54J,PRIMARY,0.0,0 days 00:05:00,-0.868240888334652,4.92403876506104
