ntsbno,eventtype,eventdate_ntsb,city,state,country,n,highestinjurylevel,fatalinjurycount,seriousinjurycount,minorinjurycount,probablecause,latitude,longitude,make,model,airportid_ntsb,airportname,amateurbuilt,numberofengines,purposeofflight,far,aircraftdamage,weathercondition,operator,docketurl,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,metar,weatherstation,weather_source,distance_nm,time_diff,crosswind_component,tailwind_component
ERA21LA149,ACC,2021-03-03 17:15:00+00:00,Rogersville,Tennessee,United States,N2374J,None,0,0,0,"The pilot's improper landing flare, which resulted in an initial hard landing, separation of the left main landing gear, and a runway excursion during a subsequent landing attempt.",36.457583,-82.885028,BEECH,23,RVN,HAWKINS COUNTY,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=102716,2021-03-03 16:53:00+00:00,50.0,21.0,31.6,0.0,0.0,20.5,10.0,30.07,0.0,KTRI 031653Z 00000KT 10SM CLR 10/M06 A3007 RMK AO2 SLP177 T01001061,TRI,FALLBACK,23.507816826038496,0 days 00:22:00,0.0,0.0
ERA21LA138,ACC,2021-02-25 13:26:00+00:00,Panama City,Florida,United States,N601AX,Serious,0,2,0,"Nose landing gear contact with a raised aircraft arresting system during takeoff, which damaged components of the nose wheel steering system and resulted in an uncommanded left turn and loss of directional control.",30.071363,-85.568849,DASSAULT AVIATION,MIRAGE F1 B,PAM,Tyndall AFB,False,1.0,PUBU,PUBU,Substantial,VMC,AIRBORNE TACTICAL ADVANTAGE COMPANY,https://data.ntsb.gov/Docket?ProjectID=102675,2021-02-25 13:16:00+00:00,62.6,60.8,93.83,0.0,0.0,20.5,10.0,30.17,0.0,KPAM 251316Z AUTO 00000KT 10SM BKN006 OVC065 17/16 A3017 RMK AO2 CIG 006V065 SLP220 $,KPAM,PRIMARY,0.0,0 days 00:10:00,0.0,0.0
CEN21LA129,ACC,2021-02-05 14:00:00+00:00,Larned,Kansas,United States,N115FP,None,0,0,0,"The pilot’s failure to allow sufficient time for the brakes to cool after a previous aborted takeoff, resulting in a runway excursion during a second aborted takeoff due to degraded braking performance. Contributing to the accident was the contact of the hot brakes with a dry grassy area during the second aborted takeoff.",38.1806,-99.0987,COLUMBIA AIRCRAFT MFG,LC42-550FG,LQR,Pawnee County Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=102635,2021-02-05 13:53:00+00:00,27.0,21.9,80.83,230.0,7.0,20.5,10.0,29.89,0.0,KRSL 051353Z AUTO 23007KT 10SM FEW070 OVC095 M03/M06 A2989 RMK AO2 SLP140 T10281056,RSL,FALLBACK,43.71024416992567,0 days 00:07:00,-5.362311101832845,-4.499513267805776
ERA21LA065,INC,2020-12-06 21:10:00+00:00,Leesburg,Virginia,United States,N282ST,None,0,0,0,The pilot’s loss of directional control during landing in crosswind conditions. Contributing to the loss of control was the significantly underinflated nose landing gear tire.,39.077972,-77.5575,PIPER,PA46,JYO,Leesburg Executive Airport,False,1.0,PERS,091,Minor,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=102391,2020-12-06 21:15:00+00:00,41.0,26.6,56.22,330.0,9.0,20.5,10.0,29.95,0.0,KJYO 062115Z AUTO 33009KT 10SM CLR 05/M03 A2995 RMK AO2,KJYO,PRIMARY,0.0,0 days 00:05:00,-4.5000000000000036,7.794228634059945
WPR21LA037,ACC,2020-11-04 14:20:00+00:00,Glendale,Arizona,United States,N87GX,None,0,0,0,The material overstress failure of the airframe’s aluminum carry-through of the main landing gear.,33.526917,-112.29513,REMOS AIRCRAFT GMBH FLUGZEUGBAU,GX,GEU,Glendale Municipal Airport,False,1.0,INST,091,Substantial,VMC,Fly Eagle Sport,https://data.ntsb.gov/Docket?ProjectID=102241,2020-11-04 13:50:00+00:00,60.8,35.6,38.85,230.0,5.0,20.5,10.0,30.07,0.0,KGEU 041350Z CALMKT 10SM FEW160 16/02 A3007,KGEU,PRIMARY,0.0,0 days 00:30:00,-3.8302222155948895,-3.2139380484326976
ERA21LA036,ACC,2020-11-01 16:00:00+00:00,Fernandina Beach,Florida,United States,N456FL,Minor,0,0,1,"The flight crew's improper decision to land with a tailwind on a wet runway, which resulted in a runway overrun. Contributing to the accident was the copilot’s early retraction of the speed brakes and the pilot’s decision to turn off the anti-skid system.",30.611833,-81.461194,RAYTHEON,400A,FHB,Fernandina Beach Municipal Airport,False,2.0,OWRK,135,Substantial,IMC,Georgia Jet Inc.,https://data.ntsb.gov/Docket?ProjectID=102225,2020-11-01 15:55:00+00:00,79.5,69.0,70.56,210.0,6.0,20.5,10.0,30.13,0.0,KFHB 011555Z AUTO 21006KT 10SM SCT060 26/21 A3013 RMK AO2 T02640206,KFHB,PRIMARY,0.0,0 days 00:05:00,-3.000000000000001,-5.196152422706632
ERA21LA019,ACC,2020-10-11 09:10:00+00:00,Atlanta,Georgia,United States,N3595W,None,0,0,0,"A partial loss of engine power during takeoff due to a right magneto anomaly, which resulted in the pilot’s decision to abort the takeoff and the subsequent runway excursion.",33.868074,-84.306181,PIPER,PA32,PDK,Dekalb-Peachtree Airport,False,1.0,PERS,091,Substantial,VMC,NA,NA,2020-10-11 08:53:00+00:00,70.0,70.0,100.0,160.0,3.0,20.5,10.0,29.79,0.01,KPDK 110853Z AUTO 16003KT 10SM BKN015 OVC023 21/21 A2979 RMK AO2 SLP072 P0001 60001 T02110211 58007,KPDK,PRIMARY,0.0,0 days 00:17:00,1.0260604299770066,-2.819077862357725
ERA20LA342,ACC,2020-09-30 11:40:00+00:00,DeFuniak Springs,Florida,United States,N8950R,None,0,0,0,"The failure of the left landing gear airframe cross tube during landing, due to corrosion hidden under riveted fairing.",30.732518,-86.15249,BELLANCA,7GCB,54J,DeFuniak Springs Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=102088,2020-09-30 11:35:00+00:00,51.3,49.0,92.15,0.0,0.0,20.5,10.0,30.1,0.0,K54J 301135Z AUTO 00000KT 10SM CLR 11/10 A3010 RMK AO2 T01070095,K54J,PRIMARY,0.0,0 days 00:05:00,0.0,0.0
WPR20LA289,ACC,2020-08-27 07:30:00+00:00,Redding,California,United States,N1550G,Fatal,2,2,0,"The pilot’s failure to recognize the airplane’s inadequate takeoff performance given the length of the available runway and to abort the takeoff, which resulted in a runway excursion.",40.573612,-122.407218,Beech,A36,O85,Benton Field,False,,PERS,091,Destroyed,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=101871,2020-08-27 07:53:00+00:00,75.0,60.0,59.81,0.0,0.0,20.5,6.0,29.74,0.0,KRDD 270753Z AUTO 00000KT 6SM HZ OVC032 24/16 A2974 RMK AO2 SLP064 T02390156 403440200,RDD,FALLBACK,6.123651758232168,0 days 00:23:00,0.0,0.0
ERA20CA269,ACC,2020-07-29 15:00:00+00:00,Hudson,New York,United States,N6705E,None,0,0,0,"The pilot's failure to maintain directional control during the takeoff, which resulted in a runway excursion and impact with vegetation.",42.291389,-73.710281,Cessna,172,1B1,Columbia County,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=101714,2020-07-29 14:54:00+00:00,80.0,62.0,54.23,200.0,6.0,20.5,10.0,29.95,0.0,KPSF 291454Z AUTO 20006KT 10SM FEW085 27/17 A2995 RMK AO2 SLP114 T02670167 58003,PSF,FALLBACK,20.380830607093788,0 days 00:06:00,-2.052120859954012,-5.638155724715451
ERA20CA265,ACC,2020-07-25 10:40:00+00:00,Fernandina Beach,Florida,United States,N31720,None,0,0,0,"The failure of the right main landing gear to extend prior to landing, which could not be duplicated during postaccident tests.",30.613056,-81.46611,Piper,PA28R,FHB,Fernandina Beach Muni,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=101699,2020-07-25 10:35:00+00:00,80.4,78.8,94.89,130.0,4.0,20.5,10.0,30.09,0.0,KFHB 251035Z AUTO 13004KT 10SM SCT021 27/26 A3009 RMK AO2 T02690260,KFHB,PRIMARY,0.0,0 days 00:05:00,3.064177772475912,-2.5711504387461575
ERA20CA264,ACC,2020-07-18 19:05:00+00:00,Block Island,Rhode Island,United States,N58066,None,0,0,0,A hard landing and subsequent loss of control.,41.168056,-71.577774,Mooney,M20J,BID,Block Island State,False,1.0,PERS,091,Substantial,VMC,Unicorn Aviation Inc,https://data.ntsb.gov/Docket?ProjectID=101698,2020-07-18 18:56:00+00:00,80.0,70.0,71.35,200.0,9.0,20.5,10.0,30.04,0.0,KBID 181856Z AUTO 20009KT 10SM CLR 27/21 A3004 RMK AO2 SLP172 T02670211,KBID,PRIMARY,0.0,0 days 00:09:00,-3.0781812899310177,-8.457233587073176
CEN20CA280,ACC,2020-07-14 08:30:00+00:00,New Carlisle,Ohio,United States,N14139,None,0,0,0,"The pilot's failure to maintain proper approach speed and descent path to the runway, which resulted in excessive speed at touchdown and insufficient runway remaining to safely bring the airplane to a stop before the end of the runway. Contributing to the accident was the airplane's diminished braking due to the dew-covered grass runway condition.",39.931388,-84.016944,Waco,YKC,3OH0,Andy Barnhart Memorial Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=101600,2020-07-14 08:56:00+00:00,64.0,59.0,83.78,0.0,0.0,20.5,10.0,30.03,0.0,KDAY 140856Z 00000KT 10SM FEW060 18/15 A3003 RMK AO2 SLP162 T01780150 53003,DAY,FALLBACK,9.403331537590429,0 days 00:26:00,0.0,0.0
ERA20CA240,ACC,2020-07-06 12:40:00+00:00,Bardstown,Kentucky,United States,N3725T,None,0,0,0,The commercial pilot's exceedance of the airplane's critical angle of attack and subsequent loss of lateral bank control during a soft field takeoff.,37.814445,-85.499725,Piper,PA28R,BRY,Samuels Field,False,1.0,INST,091,Substantial,VMC,NexGen Aviation LLC.,https://data.ntsb.gov/Docket?ProjectID=101554,2020-07-06 12:35:00+00:00,73.4,68.0,83.21,0.0,0.0,20.5,10.0,30.02,0.0,KBRY 061235Z AUTO 00000KT 10SM CLR 23/20 A3002 RMK AO1,KBRY,PRIMARY,0.0,0 days 00:05:00,0.0,0.0
CEN20LA174,ACC,2020-05-06 17:50:00+00:00,Gonazales,Texas,United States,N25HE,None,0,0,0,"The pilot's failure to retract the speedbrakes during a delayed go-around attempt, which resulted in a runway excursion.",29.524999,-97.462219,CESSNA,T240,T20,Roger M Dreyer Memorial,False,1.0,PERS,091,Substantial,VMC,Clearshot Air LLC,https://data.ntsb.gov/Docket?ProjectID=101259,2020-05-06 17:55:00+00:00,81.5,52.2,36.25,30.0,9.0,14.0,10.0,30.16,0.0,KT20 061755Z AUTO 03009G14KT 350V050 10SM BKN095 28/11 A3016 RMK AO2 T02750112 10275 20209,KT20,PRIMARY,0.0,0 days 00:05:00,4.499999999999999,7.794228634059948
ERA20LA162,ACC,2020-04-24 16:18:00+00:00,Fort Lauderdale,Florida,United States,YV3427,None,0,0,0,"The pilot’s inadequate preflight planning, resulting in an attempted takeoff in excess of the airplane’s maximum allowable weight given it’s configuration and the temperature.",26.197221,-80.170829,IAI,1125,FXE,Fort Lauderdale Executive,False,2.0,PERS,091,Substantial,VMC,Inversiones SC 2012 C.A,https://data.ntsb.gov/Docket?ProjectID=101209,2020-04-24 15:53:00+00:00,92.0,69.0,47.45,230.0,17.0,23.0,10.0,29.94,0.0,KFXE 241553Z 23017G23KT 10SM SCT030 33/21 A2994 RMK AO2 SLP139 T03330206,KFXE,PRIMARY,0.0,0 days 00:25:00,-13.022755533022625,-10.927389364671171
ERA20LA089,ACC,2020-01-25 17:35:00+00:00,Summerland Key,Florida,United States,N41VK,None,0,0,0,"The pilot's failure to remove the flight control gust lock before takeoff, which resulted in an inability to rotate, aborted takeoff, and subsequent runway overrun. Contributing to the accident was a missing piece of the flight control gust lock, which did not give the pilot the intended warning that the gust lock was engaged.",24.660833,-81.449447,Beech,A36,FD51,Summerland Key Cove Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=100877,2020-01-25 17:33:00+00:00,72.0,65.0,78.35,350.0,15.0,20.5,10.0,30.11,0.0,KNQX 251733Z 35015KT 10SM BKN010 BKN090 22/18 A3011 RMK AO2 T02220183 $,NQX,FALLBACK,13.58730645398092,0 days 00:02:00,-2.6047226650039557,14.772116295183121
WPR20LA054,ACC,2019-12-30 16:45:00+00:00,Big Piney,Wyoming,United States,N43866,None,0,0,0,The failure of the right propeller position to correspond to the throttle change when moved to the beta position for reasons that could not be determined based on available evidence.,42.582221,-110.108886,Mitsubishi,MU2B,BPI,Miley Memorial Field,False,2.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=100754,2019-12-30 16:53:00+00:00,-9.9,-15.0,77.52,0.0,0.0,20.5,10.0,30.18,0.0,KBPI 301653Z AUTO 00000KT 10SM CLR M23/M26 A3018 RMK AO2 SLP356 T12331261,KBPI,PRIMARY,0.0,0 days 00:08:00,0.0,0.0
WPR20CA052,ACC,2019-12-23 11:30:00+00:00,Chandler,Arizona,United States,N924PA,None,0,0,0,"The student pilot's loss of directional control during the landing roll, which resulted in a collision with a taxiway sign.",33.269165,-111.811111,Piper,PA28,CHD,Chandler Municipal Airport,False,1.0,INST,091,Substantial,VMC,AeroGuard Flight Training Center,https://data.ntsb.gov/Docket?ProjectID=100745,2019-12-23 12:47:00+00:00,50.0,30.2,46.31,70.0,7.0,20.5,10.0,29.94,0.0,KCHD 231247Z 07007KT 10SM SKC 10/M01 A2994,KCHD,PRIMARY,0.0,0 days 01:17:00,6.5778483455013586,2.3941410032796817
CEN20TA031,ACC,2019-12-06 15:15:00+00:00,Spring Branch,Texas,United States,N408P,None,0,0,0,"The pilot's inadequate preflight performance planning and his operation of the airplane outside of the manufacturer's specified weight and balance limitations, which resulted in a failure of the airplane to become airborne, an aborted takeoff, and subsequent runway excursion.",29.811666,-98.426109,Beech,36,1T7,Kestrel Airpark,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=100667,2019-12-06 14:51:00+00:00,61.0,42.0,49.73,340.0,12.0,19.0,10.0,30.18,0.0,KSAT 061451Z 34012G19KT 10SM CLR 16/06 A3018 RMK AO2 SLP208 T01610056 51029,SAT,FALLBACK,16.334463151770397,0 days 00:24:00,-4.104241719908023,11.276311449430901
DCA20LA013,ACC,2019-11-11 08:42:00+00:00,Chicago,Illinois,United States,N619AE,None,0,0,0,"The flight crew’s inability to maintain the airplane on the runway centerline after touchdown due to the reduced braking action resulting from the deteriorating weather conditions, which caused the airplane’s departure from the runway surface.  Contributing to the accident were the delay in performing the runway assessment for undetermined reasons and failure to close the runway.  Also contributing to the accident was the controller’s failure to advise the accident flight crew that braking action was no longer consistent with the previously published notice to air mission, which described braking action as good across all three runway zones.",41.582778,-87.542221,Embraer,EMB145,KORD,Chicago O'Hare,False,2.0,UNKNOWN,121,Substantial,IMC,Envoy Air Inc.,https://data.ntsb.gov/Docket?ProjectID=100545,2019-11-11 08:51:00+00:00,32.0,30.9,95.65,10.0,15.0,20.5,1.0,30.11,0.04,KORD 110851Z 01015KT 1SM R10L/6000VP6000FT -SN BR VV006 00/M01 A3011 RMK AO2 SLP204 P0004 60007 T00001006 58002,KORD,PRIMARY,0.0,0 days 00:09:00,2.6047226650039548,14.772116295183121
CEN20WA065,ACC,2019-11-05 05:00:00+00:00,Cabo San Lucas,NA,Mexico,XA-VBD,None,0,0,0,UNKNOWN,0.0,0.0,LEARJET,35,MMSL,Cabo San Lucas Airport,False,,UNKNOWN,NUSN,NA,UNKNOWN,NA,NA,2019-11-05 02:48:00+00:00,77.0,69.8,78.48,260.0,4.0,20.5,7.0,29.94,0.0,MMSL 050248Z 26004KT 7SM SCT260 25/21 A2994 RMK 8/001,MMSL,PRIMARY,0.0,0 days 02:12:00,-3.939231012048832,-0.6945927106677213
ANC19LA051,ACC,2019-09-03 13:15:00+00:00,Girdwood,Alaska,United States,N6672L,None,0,0,0,"The pilot's loss of directional control while landing, which resulted in a runway excursion and collision with terrain.",60.968887,-149.119445,Lake,LA-4-200,AQY,Girdwood,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=100243,2019-08-19 23:53:00+00:00,88.0,41.0,19.28,230.0,10.0,20.5,10.0,29.9,0.0,KSFF 192353Z 23010KT 10SM CLR 31/05 A2990 RMK AO2 SLP111 T03110050 10311 20244 56005,KSFF,PRIMARY,0.0,14 days 13:22:00,-7.660444431189779,-6.427876096865395
WPR19LA227,ACC,2019-08-19 11:30:00+00:00,Spokane,Washington,United States,N43793,None,0,0,0,A loss of directional control during landing for undetermined reasons.,47.619167,-117.535278,Piper,PA28R,SFF,Felts Field,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=100086,2019-08-19 11:53:00+00:00,58.0,44.0,59.98,30.0,4.0,20.5,10.0,29.84,0.0,KSFF 191153Z AUTO 03004KT 10SM CLR 14/07 A2984 RMK AO2 SLP088 T01440067 10183 20139 51011,KSFF,PRIMARY,0.0,0 days 00:23:00,1.9999999999999998,3.464101615137755
GAA19CA500,ACC,2019-07-27 14:40:00+00:00,Tok,Alaska,United States,N82253,None,0,0,0,"The pilot's failure to maintain directional control during landing and his excessive rudder input, which resulted in a runway excursion and landing gear collapse.",63.329444,-142.95195,Piper,PA18,6K8,TOK JUNCTION,False,1.0,PERS,091,Substantial,VMC,Dirt Strip Dirtbags LLC,https://data.ntsb.gov/Docket?ProjectID=100099,2019-07-27 14:51:00+00:00,83.0,46.0,27.48,0.0,0.0,20.5,10.0,30.18,0.0,KELP 271451Z 00000KT 10SM FEW130 SCT180 BKN250 28/08 A3018 RMK AO2 SLP135 T02830078 51013,KELP,PRIMARY,0.0,0 days 00:11:00,0.0,0.0
CEN19LA246,ACC,2019-07-27 05:35:00+00:00,El Paso,Texas,United States,N681TR,None,0,0,0,"Failure of the left main landing gear to fully extend due to a lack of hydraulic fluid and during emergency extension procedures, which resulted in the collapse of the landing gear during landing and the subsequent runway excursion and collision with a sign.",31.807222,-106.376388,SWEARINGEN,SA227,ELP,El Paso Int'l,False,2.0,INST,091,Substantial,VMC,Pak West Airlines,https://data.ntsb.gov/Docket?ProjectID=99971,2019-07-27 05:51:00+00:00,86.0,37.0,17.57,120.0,6.0,20.5,10.0,30.12,0.0,KELP 270551Z 12006KT 10SM FEW120 FEW250 30/03 A3012 RMK AO2 SLP116 T03000028 10378 20300 51016,KELP,PRIMARY,0.0,0 days 00:16:00,5.196152422706632,-2.9999999999999987
ERA19TA222,ACC,2019-07-02 09:30:00+00:00,Sevierville,Tennessee,United States,N2352K,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and right main landing gear collapse.",35.856945,-83.524444,Luscombe,8,GKT,Gatlinburg-Pigeon Forge,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=99809,2019-07-02 09:20:00+00:00,68.0,66.2,93.97,80.0,3.0,20.5,10.0,30.02,0.0,KGKT 020920Z AUTO 08003KT 10SM SCT050 20/19 A3002 RMK A01,KGKT,PRIMARY,0.0,0 days 00:10:00,2.954423259036624,0.5209445330007912
WPR19LA184,ACC,2019-06-30 11:00:00+00:00,Lincoln,Montana,United States,N5JB,Minor,0,0,1,"A loss of control during landing, which resulted in a nose landing gear collapse and runway excursion.",47.159805,-112.67959,Cessna,TR182,S69,Lincoln,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=99765,2019-06-30 10:53:00+00:00,55.0,38.0,52.4,0.0,0.0,20.5,10.0,30.13,0.0,KHLN 301053Z AUTO 00000KT 10SM CLR 13/03 A3013 RMK AO2 SLP193 T01280033,HLN,FALLBACK,43.75495365290537,0 days 00:07:00,0.0,0.0
ERA19TA182,ACC,2019-05-27 10:00:00+00:00,Concord,Georgia,United States,N1797E,None,0,0,0,"The pilot's inability to maintain directional control during landing for reasons that could not be determined because postaccident examination of the airplane brake assemblies revealed no anomalies that would have caused the right brake to lock, which resulted in a runway excursion.",33.044445,-84.43222,Aeronca,7AC,2GA5,Windrift Aerodrome,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=99502,2019-05-27 09:53:00+00:00,67.0,65.0,93.29,0.0,0.0,20.5,7.0,30.07,0.0,KFFC 270953Z AUTO 00000KT 7SM CLR 19/18 A3007 RMK AO2 SLP176 T01940183 $,FFC,FALLBACK,19.83059121,0 days 00:07:00,0.0,0.0
GAA19CA288,ACC,2019-05-26 13:35:00+00:00,Carbondale,Illinois,United States,N45729,None,0,0,0,"The pilot's inadvertent left heel brake application during the landing roll, which resulted in a noseover.",37.778057,-89.251945,Luscombe,8,MDH,Southern Illinois,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=99506,2019-05-26 13:52:00+00:00,78.0,69.0,73.88,190.0,4.0,20.5,10.0,30.04,0.0,KMDH 261352Z 19004KT 10SM FEW065 26/21 A3004 RMK AO2 SLP169 T02560206 $,KMDH,PRIMARY,0.0,0 days 00:17:00,-0.6945927106677219,-3.939231012048832
ERA19LA194,ACC,2019-03-09 19:05:00+00:00,Mount Holly,New Jersey,United States,N7367G,None,0,0,0,"Failure of the pilot's seat back due to a sheared bolt during the landing roll, which resulted in a loss of directional control and runway excursion.",39.943,-74.845,Cessna,172,VAY,South Jersey Regional,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=99608,2019-03-09 18:54:00+00:00,48.0,19.9,32.5,0.0,0.0,20.5,10.0,30.29,0.0,KVAY 091854Z AUTO 00000KT 10SM CLR 09/M07 A3029 RMK AO2 SLP258 T00891067,KVAY,PRIMARY,0.0,0 days 00:11:00,0.0,0.0
WPR19LA094,ACC,2019-02-15 09:17:00+00:00,Montague,California,United States,N5849C,None,0,0,0,The pilot’s failure to maintain directional control while landing on a wet/icy runway.,41.729999,-122.54444,Cessna,402,1O5,Montague Airport-Yreka Rohrer Field,False,2.0,UNKNOWN,135,Substantial,VMC,Redding Aero Enterprises Inc,NA,2019-02-15 08:53:00+00:00,33.0,30.0,88.23,0.0,0.0,20.5,10.0,29.52,0.0,KSIY 150853Z AUTO 00000KT 10SM FEW120 01/M01 A2952 RMK AO2 SLP012 60000 T00061011 51023,SIY,FALLBACK,4.305883827063335,0 days 00:24:00,0.0,0.0
CEN19LA054,ACC,2019-01-12 12:30:00+00:00,Uvalde,Texas,United States,N813WT,None,0,0,0,"The airplane’s encounter with wind shear on short final approach to the runway, which resulted in a hard landing and fracture of the right main landing gear.",29.461389,-100.114166,Canadair,CL 600 2A12,01TX,Ox Ranch,False,2.0,BUS,091,Substantial,VMC,Tw 601-C Investment Llc,https://data.ntsb.gov/Docket?ProjectID=98838,2019-01-12 12:53:00+00:00,50.0,50.0,100.0,310.0,8.0,20.5,10.0,30.09,0.0,KDRT 121253Z AUTO 31008KT 10SM CLR 10/10 A3009 RMK AO2 SLP183 T01000100,DRT,FALLBACK,42.80247300052605,0 days 00:23:00,-6.128355544951825,5.142300877492314
ERA19LA086,ACC,2018-11-18 13:47:00+00:00,Petersburg,West Virginia,United States,N88VZ,None,0,0,0,A loss of control during the landing roll and subsequent runway excursion for reasons that could not be determined based on the available evidence.,38.995555,-79.145835,Piper,PA46,W99,Grant County Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=98886,2018-11-18 13:55:00+00:00,27.9,27.5,98.37,0.0,0.0,20.5,1.5,30.31,0.0,KW99 181355Z AUTO 00000KT 1 1/2SM BR OVC001 M02/M02 A3031 RMK AO2 T10231025,KW99,PRIMARY,0.0,0 days 00:08:00,0.0,0.0
ERA19LA030,ACC,2018-10-28 16:45:00+00:00,Simsbury,Connecticut,United States,N8132X,Minor,0,0,1,"Maintenance personnel's inadequate inspection of the wheel brake system during the airplane's most recent 100-hour inspection, which resulted in a loss of hydraulic fluid and the pilot's inability to control the airplane during the landing.",41.91611,-72.776947,Piper,PA28,4B9,Simsbury Airport,False,1.0,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=98565,2018-10-28 16:51:00+00:00,47.0,44.0,89.92,190.0,6.0,20.5,10.0,29.73,0.0,KBDL 281651Z 19006KT 10SM OVC012 08/07 A2973 RMK AO2 SLP069 T00830067,BDL,FALLBACK,4.429218781993342,0 days 00:06:00,-1.0418890660015827,-5.908846518073248
CEN19WA010,ACC,2018-10-14 13:45:00+00:00,Wasserkuppe,NA,Germany,D-EFJX,Fatal,3,0,0,UNKNOWN,0.0,0.0,CESSNA,F172,,,False,,UNKNOWN,NUSN,Substantial,UNKNOWN,NA,NA,2018-10-13 23:53:00+00:00,65.0,58.0,78.05,0.0,0.0,20.5,10.0,29.95,0.0,KAMG 132353Z AUTO 00000KT 10SM CLR 18/14 A2995 RMK AO2 SLP142 T01830144 10289 20183 53013,AMG,FALLBACK,36.031472959746736,0 days 13:52:00,0.0,0.0
ERA19TA011,ACC,2018-10-13 13:15:00+00:00,Reidsville,Georgia,United States,N9469Q,None,0,0,0,"The pilot's failure to maintain directional control during landing, which resulted in a runway excursion and impact with a taxiway sign.",32.059444,-82.15361,Beech,F33,RVJ,Swinton Smith Field,False,,PERS,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=98482,2018-10-13 12:53:00+00:00,62.0,53.0,72.33,320.0,5.0,20.5,10.0,29.96,0.0,KAMG 131253Z AUTO 32005KT 10SM CLR 17/12 A2996 RMK AO2 SLP143 T01670117,AMG,FALLBACK,36.031472959746736,0 days 00:22:00,-3.213938048432698,3.830222215594889
WPR18LA275,ACC,2018-09-26 16:50:00+00:00,Malad,Idaho,United States,N24BA,None,0,0,0,"The pilot’s failure to identify that he was not utilizing the full runway for takeoff, and his delayed decision to abort the takeoff, which resulted in a runway overrun.",42.170555,-112.28944,Piper,PA-32RT,MLD,Malad City,False,1.0,FERY,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=98364,2018-09-26 16:30:00+00:00,71.0,49.0,70.07,130.0,5.0,20.5,10.0,30.04,0.0,METAR MLD 261630Z AUTO /////KT 22/ RMK AO2 T0217 IEM_GHCNH,KMLD,PRIMARY,0.0,0 days 00:20:00,3.83022221559489,-3.2139380484326967
GAA18CA553,ACC,2018-09-13 08:30:00+00:00,Spanish Fork,Utah,United States,N7223J,Minor,0,0,2,The student pilot’s failure to maintain the runway heading during takeoff and the flight instructor’s decision to conduct primary flight instruction in an airplane without dual controls.,40.145,-111.666664,Piper,PA28,SPK,SPANISH FORK ARPT SPRINGVILLE-,False,1.0,INST,091,Substantial,VMC,NA,https://data.ntsb.gov/Docket?ProjectID=98295,2018-09-13 08:54:00+00:00,60.0,40.0,47.15,330.0,8.0,20.5,10.0,29.83,0.0,KSLC 130854Z 33008KT 10SM CLR 16/04 A2983 RMK AO2 SLP052 T01560044 53015,SLC,FALLBACK,39.96301327030285,0 days 00:24:00,-4.0000000000000036,6.928203230275507
WPR18WA277,INC,2018-09-12 21:10:00+00:00,Abuja,NA,Nigeria,5N-BOD,None,0,0,0,UNKNOWN,0.0,0.0,GULFSTREAM,GIV,,,False,,UNKNOWN,NUSC,NA,UNKNOWN,Sky Bird Air Limited,NA,2018-09-13 00:54:00+00:00,77.0,27.0,15.74,350.0,8.0,20.5,10.0,29.76,0.0,KSLC 130054Z 35008KT 10SM FEW100 SCT180 BKN250 25/M03 A2976 RMK AO2 SLP029 VIRGA W-N T02501028,SLC,FALLBACK,39.96301327030285,0 days 03:44:00,-1.389185421335443,7.878462024097664
